gene_id,d0,d2,d4,d6,d10,d15,d20,d40,d60
ENSG00000082996,43.02,31.86,21.04,26.9,27.03,22.69,17.98,27.88,38.19
ENSG00000083067,5.91,1.89,0.32,0.89,0.24,0.15,0.08,2.11,1.02
ENSG00000083093,24.62,16.62,12.23,10.08,6.82,8.46,9.15,7.42,5.3
ENSG00000083097,8.35,7.2,6.1,10.06,9.01,8.35,7.1,13.29,14.16
ENSG00000083099,24.76,20.06,18.63,32.72,32.25,31.68,47.54,26.65,27.16
ENSG00000083123,17.15,22.44,30.34,26.96,24.36,23.41,18.75,15.52,16.2
ENSG00000083168,13.38,14.31,16.87,25.59,22.98,19.6,17.61,23.43,22.56
ENSG00000083223,13.55,14.23,11.05,17.12,11.29,10.37,11.37,13.08,12.28
ENSG00000083290,3.23,10.92,16.33,21.3,17.62,20.95,14.39,15.38,12.07
ENSG00000083307,11.78,6.25,8.8,3.13,1.47,0.66,1.11,0.0,0.32
ENSG00000083312,207.24,141.58,108.7,155.69,104.8,109.99,143.34,79.66,82.44
ENSG00000083444,36.96,70.93,99.1,89.34,120.81,152.69,145.84,173.63,148.51
ENSG00000083454,10.81,1.6,0.17,0.12,0.2,0.72,0.27,0.16,0.23
ENSG00000083457,22.9,27.63,19.05,24.49,21.76,16.72,31.57,15.5,18.32
ENSG00000083520,48.36,41.73,26.38,34.14,22.34,23.08,25.79,21.52,24.3
ENSG00000083535,7.56,6.87,7.94,12.36,8.82,11.21,11.6,13.01,10.24
ENSG00000083544,12.04,15.42,14.85,17.26,18.06,16.38,17.27,13.56,12.06
ENSG00000083622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000083635,19.47,12.03,8.3,8.91,5.79,4.64,7.28,4.87,5.42
ENSG00000083642,50.86,49.57,41.67,47.28,35.69,33.16,36.5,36.12,32.96
ENSG00000083720,51.46,33.61,22.35,36.16,39.23,56.26,132.75,77.74,68.74
ENSG00000083750,4.01,8.88,17.77,18.46,20.17,21.98,9.83,16.14,19.4
ENSG00000083782,0.0,0.0,0.0,0.0,0.19,0.11,0.09,0.26,0.26
ENSG00000083799,13.79,8.61,8.8,21.47,14.15,12.51,13.74,19.88,26.08
ENSG00000083807,18.21,8.98,11.52,5.58,6.68,10.39,4.9,6.74,4.41
ENSG00000083812,4.32,5.45,7.86,7.92,6.94,7.06,3.98,5.34,5.72
ENSG00000083814,5.18,4.93,8.04,8.69,9.91,9.03,4.72,9.79,9.76
ENSG00000083817,6.85,5.57,6.81,6.6,7.51,6.22,4.22,6.17,5.28
ENSG00000083828,12.24,10.18,8.88,10.66,6.45,6.38,5.8,6.43,6.47
ENSG00000083838,2.52,8.27,12.76,7.97,9.77,7.12,4.96,8.15,8.23
ENSG00000083844,9.9,14.38,18.55,12.84,11.96,9.47,6.37,12.37,12.2
ENSG00000083845,965.58,984.68,974.63,670.26,816.95,671.2,585.64,578.66,438.32
ENSG00000083857,44.52,35.38,26.46,60.05,55.24,41.41,86.5,111.34,115.92
ENSG00000083896,90.49,123.43,119.77,107.81,67.32,65.97,60.05,56.88,63.51
ENSG00000083937,44.33,44.17,25.65,27.5,16.07,17.47,21.46,24.99,28.61
ENSG00000084070,6.1,7.67,11.05,13.93,16.89,18.55,20.92,13.86,11.87
ENSG00000084072,30.25,34.6,42.08,29.81,35.6,33.14,33.16,33.21,28.74
ENSG00000084073,61.59,39.73,23.06,33.22,20.5,18.93,34.19,18.44,23.2
ENSG00000084090,167.11,128.33,125.61,135.53,86.24,96.98,149.83,95.98,89.88
ENSG00000084092,19.86,17.36,17.7,14.14,15.8,14.44,8.51,10.19,9.77
ENSG00000084093,38.09,54.72,42.77,59.16,33.65,38.66,36.04,40.56,38.91
ENSG00000084110,0.54,0.14,0.1,0.31,0.67,0.53,0.0,0.07,0.0
ENSG00000084112,10.29,9.82,22.53,41.98,28.64,27.27,42.92,42.25,28.31
ENSG00000084207,791.92,1140.38,1000.92,660.02,512.85,490.27,675.69,381.36,318.84
ENSG00000084234,314.69,544.97,571.16,535.72,773.69,501.5,431.4,323.58,237.04
ENSG00000084444,14.67,10.17,14.05,13.79,5.24,3.74,2.85,2.18,1.75
ENSG00000084453,2.21,1.97,2.61,1.93,2.69,0.78,0.36,0.13,0.41
ENSG00000084463,207.53,169.27,139.47,171.21,107.14,98.8,120.56,87.81,86.89
ENSG00000084623,231.43,244.92,212.11,168.29,158.62,152.93,188.32,135.35,123.7
ENSG00000084628,33.58,11.0,3.79,1.68,1.04,0.21,0.18,0.03,0.15
ENSG00000084636,9.39,3.21,1.85,8.59,21.34,56.14,31.26,112.49,101.32
ENSG00000084652,29.75,28.06,22.9,26.25,24.56,26.16,28.9,37.4,39.24
ENSG00000084674,0.25,0.25,6.78,7.74,37.69,25.32,0.37,0.72,0.34
ENSG00000084676,10.33,12.16,14.77,20.16,17.3,15.29,18.71,25.6,31.43
ENSG00000084693,35.36,47.48,79.72,46.94,43.92,35.97,31.85,28.35,21.1
ENSG00000084710,2.92,2.21,2.59,2.76,1.99,2.54,3.8,2.38,1.29
ENSG00000084731,33.65,26.54,22.8,21.16,13.7,12.57,8.17,11.12,8.63
ENSG00000084733,172.21,161.15,140.5,154.46,113.82,117.59,139.44,128.2,122.66
ENSG00000084734,0.37,0.66,0.35,0.2,0.94,0.2,0.2,0.03,0.0
ENSG00000084754,138.35,137.22,114.47,147.89,158.96,157.78,162.27,149.76,137.85
ENSG00000084764,4.59,4.85,9.72,27.39,46.06,42.43,28.73,24.24,19.58
ENSG00000084774,56.1,45.1,42.14,24.88,21.16,17.64,18.49,25.76,23.78
ENSG00000085063,60.16,79.08,103.14,125.42,141.41,153.68,260.04,211.76,253.9
ENSG00000085117,5.1,4.3,8.58,13.67,60.52,15.99,6.7,11.3,15.11
ENSG00000085185,1.92,7.94,16.18,17.21,20.48,15.76,7.71,14.33,8.32
ENSG00000085224,46.91,52.74,47.46,70.43,54.72,58.76,56.3,72.33,65.41
ENSG00000085231,65.15,40.17,23.08,38.37,23.41,30.98,56.23,23.71,30.93
ENSG00000085265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000085274,14.14,10.28,10.0,12.28,11.35,12.62,13.05,15.64,16.17
ENSG00000085276,0.22,1.34,3.98,15.39,3.58,5.44,3.13,4.6,6.38
ENSG00000085365,32.33,36.23,32.68,42.54,28.31,28.98,28.22,30.41,27.49
ENSG00000085377,51.7,51.08,38.28,51.61,29.56,24.34,40.12,38.21,35.26
ENSG00000085382,12.51,13.33,15.1,15.44,11.35,8.98,9.51,8.76,7.44
ENSG00000085415,71.0,43.52,32.07,27.55,21.99,21.71,29.67,21.3,19.34
ENSG00000085433,5.61,6.98,4.49,7.05,6.61,6.19,11.08,9.94,10.87
ENSG00000085449,60.85,35.45,36.35,31.46,18.76,17.18,21.02,26.01,27.04
ENSG00000085465,0.47,0.8,1.17,1.32,4.05,1.99,0.32,0.68,0.74
ENSG00000085491,58.54,57.92,36.6,50.67,30.31,29.35,42.02,23.51,21.95
ENSG00000085511,27.75,51.67,47.59,34.35,20.72,19.23,23.52,19.96,15.44
ENSG00000085514,1.29,1.13,0.53,0.75,0.75,0.8,0.15,0.69,0.87
ENSG00000085552,11.58,3.5,4.57,2.54,2.5,1.96,0.97,1.95,0.55
ENSG00000085563,1.03,0.08,0.0,0.0,0.06,0.37,0.39,0.43,0.26
ENSG00000085644,3.27,5.45,5.55,5.13,6.26,5.7,4.06,5.66,7.53
ENSG00000085662,157.93,171.64,110.98,137.79,138.8,219.94,236.5,319.31,208.17
ENSG00000085719,48.13,46.69,47.26,64.98,62.88,62.97,57.08,53.36,54.58
ENSG00000085721,38.78,18.12,15.52,23.32,18.16,19.5,25.21,17.57,21.31
ENSG00000085733,163.13,158.73,150.19,163.15,205.41,140.03,169.57,143.17,129.99
ENSG00000085741,0.29,0.4,6.45,40.06,31.78,20.55,9.85,10.49,7.69
ENSG00000085760,44.73,35.1,38.65,40.5,29.2,28.93,37.04,22.04,26.59
ENSG00000085788,25.41,46.16,62.95,55.04,52.56,46.47,46.66,47.88,49.2
ENSG00000085831,5.46,5.58,4.79,2.88,7.41,17.89,19.77,12.68,9.26
ENSG00000085832,33.05,26.33,29.58,62.83,57.82,70.03,49.55,44.38,39.82
ENSG00000085840,44.06,30.49,18.57,10.89,3.73,3.51,8.65,2.45,1.02
ENSG00000085871,10.55,92.16,64.85,78.79,45.21,57.48,70.64,64.11,51.46
ENSG00000085872,56.19,54.94,44.36,42.05,28.33,27.78,25.93,34.3,28.25
ENSG00000085978,13.68,16.97,15.75,17.68,13.76,12.39,17.16,16.86,14.92
ENSG00000085982,6.99,9.99,10.08,18.21,20.71,12.87,14.53,13.36,18.56
ENSG00000085998,26.71,49.19,66.45,58.51,54.62,57.41,73.96,82.25,62.6
ENSG00000085999,33.4,25.86,31.14,12.19,7.0,5.59,9.35,3.92,1.74
ENSG00000086015,20.05,19.64,23.13,24.77,29.95,29.66,27.42,53.72,41.04
ENSG00000086061,250.52,190.59,175.53,218.46,138.58,136.91,245.57,134.18,122.16
ENSG00000086062,15.01,43.05,81.15,66.57,54.19,38.35,33.16,42.45,70.99
ENSG00000086065,53.71,61.34,67.83,73.8,64.12,71.06,64.53,62.1,53.97
ENSG00000086102,29.34,19.54,18.34,20.63,19.69,19.61,20.61,24.04,27.25
ENSG00000086159,0.09,0.0,0.08,0.1,0.36,0.48,0.06,0.37,0.1
ENSG00000086189,56.12,33.05,29.24,20.69,24.79,16.5,23.12,22.92,21.71
ENSG00000086200,62.08,37.37,37.61,32.53,19.39,15.97,24.19,17.26,18.87
ENSG00000086205,0.0,0.0,0.0,0.14,0.17,0.0,0.0,0.0,0.06
ENSG00000086232,101.67,81.22,97.77,79.25,79.15,73.66,58.31,66.66,53.57
ENSG00000086288,0.0,0.0,0.47,0.08,0.04,0.0,0.0,0.0,0.0
ENSG00000086289,10.8,10.18,3.94,5.41,10.07,15.79,16.65,13.31,14.16
ENSG00000086300,7.42,11.39,12.77,7.07,14.26,7.05,4.74,2.56,2.75
ENSG00000086475,642.83,317.98,129.49,91.9,65.83,63.31,73.62,50.26,41.36
ENSG00000086504,71.55,122.33,77.44,75.61,92.98,83.77,102.15,60.88,51.63
ENSG00000086506,0.92,0.63,0.14,0.16,0.31,0.55,0.57,0.15,0.34
ENSG00000086544,5.67,7.89,9.88,10.77,13.19,10.08,9.2,11.61,13.48
ENSG00000086548,0.0,0.03,0.0,0.0,0.0,0.19,0.0,0.0,0.0
ENSG00000086570,0.16,0.2,0.07,0.06,0.04,0.05,0.07,0.06,0.09
ENSG00000086589,36.77,36.68,45.24,43.17,38.63,34.07,36.63,40.37,41.97
ENSG00000086598,244.01,255.7,183.52,166.79,156.66,151.13,199.11,151.38,144.14
ENSG00000086619,2.4,1.71,4.21,1.68,2.16,2.79,2.9,4.11,3.29
ENSG00000086666,110.95,86.62,82.78,93.16,91.76,90.91,75.26,83.7,75.33
ENSG00000086696,0.0,0.0,0.0,0.05,2.07,1.4,0.15,1.09,4.18
ENSG00000086712,50.13,16.28,10.59,11.5,7.8,8.69,9.53,5.56,6.35
ENSG00000086717,0.1,0.71,1.71,0.65,0.11,0.09,0.0,0.1,0.03
ENSG00000086730,0.28,0.33,0.41,0.62,0.43,0.47,0.79,0.35,0.28
ENSG00000086758,80.4,71.23,70.51,83.48,64.91,57.99,88.54,94.07,87.0
ENSG00000086827,29.04,29.16,18.25,23.79,13.81,13.21,19.6,10.74,9.95
ENSG00000086848,19.95,24.52,33.01,34.12,31.25,37.28,32.22,24.7,22.75
ENSG00000086967,4.19,1.96,1.03,0.08,0.12,0.39,0.05,1.1,3.26
ENSG00000086991,1.95,1.94,1.79,2.74,6.19,3.11,6.75,3.74,3.84
ENSG00000087008,5.17,28.1,11.8,12.6,18.45,15.11,28.54,30.01,24.82
ENSG00000087053,54.86,54.28,36.56,47.18,31.92,29.76,35.83,28.58,33.83
ENSG00000087074,11.55,32.13,34.12,80.35,44.97,52.89,48.8,50.8,50.02
ENSG00000087076,4.61,9.87,14.07,17.52,22.99,13.15,5.55,6.98,9.37
ENSG00000087077,102.14,80.44,61.13,62.15,64.14,50.92,40.38,56.59,61.49
ENSG00000087085,3.45,12.95,2.37,6.35,3.75,2.37,1.25,1.65,1.46
ENSG00000087086,1088.93,1023.32,1229.66,1127.13,1251.4,1292.41,818.2,1349.23,2536.72
ENSG00000087087,201.2,177.03,165.54,141.71,107.14,85.38,94.23,67.61,62.46
ENSG00000087088,184.82,243.71,157.27,112.88,76.22,79.28,73.55,90.59,108.41
ENSG00000087095,38.49,17.62,25.54,27.96,18.07,17.33,20.54,13.65,12.07
ENSG00000087111,23.93,28.01,45.95,60.94,86.39,93.1,83.07,94.8,73.9
ENSG00000087116,2.45,1.93,10.1,18.0,10.22,13.29,6.58,36.41,42.58
ENSG00000087128,1.38,7.02,3.27,0.03,0.03,0.0,0.12,0.0,0.0
ENSG00000087152,76.89,91.81,83.33,77.59,71.47,61.66,47.8,57.02,51.25
ENSG00000087157,24.43,17.85,25.33,22.61,25.97,21.7,18.34,17.19,17.19
ENSG00000087191,185.92,174.95,157.1,154.29,110.13,116.67,178.13,115.08,96.63
ENSG00000087206,43.54,33.83,34.68,39.63,32.42,26.74,26.86,30.54,30.63
ENSG00000087237,0.05,0.0,0.0,0.05,0.18,0.71,0.15,0.16,0.0
ENSG00000087245,37.36,100.98,226.86,390.81,413.5,330.3,138.49,323.15,545.3
ENSG00000087250,0.21,0.0,0.0,0.0,0.0,0.38,0.19,0.43,1.06
ENSG00000087253,6.52,5.75,7.56,17.02,37.64,16.92,18.75,11.33,16.97
ENSG00000087258,24.54,27.45,3.27,3.35,3.75,8.43,2.11,7.92,3.92
ENSG00000087263,98.97,69.15,43.39,52.74,39.04,41.09,66.25,42.13,39.79
ENSG00000087266,15.1,20.14,18.48,12.1,20.37,14.84,10.02,21.73,20.33
ENSG00000087269,55.67,43.04,28.09,25.05,20.05,18.06,25.72,19.17,20.19
ENSG00000087274,110.9,147.02,150.52,281.03,238.5,246.68,199.17,227.68,207.82
ENSG00000087299,23.22,18.34,14.91,9.94,11.1,13.58,11.74,9.65,6.92
ENSG00000087301,11.04,7.08,11.67,9.94,5.29,4.55,4.8,6.63,4.33
ENSG00000087302,381.93,283.12,285.08,283.59,239.95,261.52,278.5,198.05,155.52
ENSG00000087303,3.02,5.74,138.72,653.9,450.31,213.22,161.53,129.98,138.01
ENSG00000087338,19.25,12.86,13.53,13.96,13.3,8.5,9.29,7.17,9.55
ENSG00000087365,240.74,237.55,210.9,189.37,142.09,132.83,157.31,135.42,138.38
ENSG00000087448,14.93,11.35,14.43,18.09,11.36,9.55,12.24,12.23,14.06
ENSG00000087460,914.2,1190.21,1377.95,1859.94,1585.36,1643.2,1237.26,1597.32,1414.23
ENSG00000087470,67.07,66.91,58.45,82.09,62.65,54.45,76.69,61.06,55.0
ENSG00000087494,0.21,0.0,0.0,0.0,0.09,0.45,6.81,1.58,1.18
ENSG00000087495,0.63,0.22,0.08,7.02,9.16,5.2,2.22,0.76,0.65
ENSG00000087502,64.17,49.79,49.86,68.96,59.86,67.67,97.09,74.38,77.45
ENSG00000087510,2.68,7.66,3.25,1.84,0.4,0.18,0.27,0.0,0.0
ENSG00000087586,88.79,90.6,65.94,56.08,23.35,26.15,101.95,17.03,7.15
ENSG00000087589,0.07,0.05,0.0,0.13,0.13,0.33,0.53,0.91,0.74
ENSG00000087842,13.84,11.88,9.02,8.36,4.06,5.54,10.55,3.12,3.38
ENSG00000087884,16.02,27.84,40.03,37.06,43.73,63.34,56.27,86.75,69.39
ENSG00000087903,1.98,2.56,8.28,4.27,2.73,2.98,2.45,2.55,2.61
ENSG00000087995,35.01,24.2,24.87,22.49,16.93,20.16,25.62,15.04,15.69
ENSG00000088002,0.87,1.23,0.61,0.24,0.44,0.36,0.1,0.11,0.0
ENSG00000088035,20.4,10.34,11.37,9.45,5.77,4.84,5.05,2.85,3.72
ENSG00000088038,85.34,81.9,81.11,62.73,47.71,38.04,37.85,36.63,36.44
ENSG00000088053,0.06,0.19,0.08,0.27,0.35,0.28,0.24,0.13,0.1
ENSG00000088179,48.36,44.92,28.47,25.17,27.25,34.73,20.77,28.77,18.7
ENSG00000088205,155.77,105.99,60.01,72.98,47.62,39.81,63.87,36.11,36.46
ENSG00000088247,483.14,464.43,418.11,374.1,280.36,250.84,239.24,194.71,165.74
ENSG00000088256,20.37,16.76,27.61,37.01,39.67,40.83,54.28,50.55,46.41
ENSG00000088280,26.77,38.08,41.24,22.76,25.66,25.22,15.23,31.58,35.34
ENSG00000088298,14.9,13.96,24.66,17.85,18.26,16.83,17.93,14.55,14.26
ENSG00000088305,519.85,186.37,77.7,32.06,11.33,6.23,4.9,1.91,1.89
ENSG00000088320,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
ENSG00000088325,119.46,112.01,109.41,93.14,34.7,26.77,93.52,22.32,8.95
ENSG00000088340,0.92,3.15,2.48,0.59,1.4,2.55,0.98,0.91,2.26
ENSG00000088356,13.21,13.5,13.21,13.37,11.89,13.62,19.3,14.58,15.93
ENSG00000088367,33.48,25.16,35.78,38.77,38.17,39.58,22.52,20.16,15.55
ENSG00000088386,1.17,0.53,0.12,0.24,10.3,0.61,0.02,0.04,0.0
ENSG00000088387,20.24,9.6,24.49,73.75,53.61,32.07,40.61,16.84,16.66
ENSG00000088448,90.85,66.83,90.24,84.96,109.07,63.29,39.53,54.59,54.85
ENSG00000088451,15.51,9.93,7.62,10.27,9.54,8.46,7.74,6.47,8.26
ENSG00000088538,2.86,1.55,1.53,0.47,0.35,0.37,0.22,0.7,1.08
ENSG00000088543,3.44,5.92,4.34,5.76,8.32,13.0,5.75,11.24,14.14
ENSG00000088682,26.55,20.99,35.81,38.6,47.23,55.05,62.32,49.88,44.11
ENSG00000088726,0.0,0.0,0.0,0.13,0.32,1.57,3.7,0.87,0.0
ENSG00000088727,10.1,6.76,9.28,5.48,4.83,6.48,5.64,4.53,2.9
ENSG00000088756,15.66,25.15,99.12,31.97,48.8,44.84,17.74,14.73,13.41
ENSG00000088766,45.57,27.49,29.27,41.3,26.87,34.53,65.16,42.91,38.79
ENSG00000088782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088808,5.2,4.29,9.71,21.62,31.82,46.34,34.58,52.27,39.27
ENSG00000088812,12.59,18.35,21.37,23.47,22.05,24.27,22.21,30.53,32.31
ENSG00000088826,5.04,10.8,17.56,7.72,8.71,6.68,5.75,7.39,6.81
ENSG00000088827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.3
ENSG00000088832,293.95,321.04,246.69,262.5,221.6,267.35,329.68,248.76,221.93
ENSG00000088833,83.02,84.45,98.06,104.75,69.67,76.59,90.44,65.02,63.72
ENSG00000088836,18.6,9.95,8.78,1.02,0.35,0.42,0.2,0.41,1.56
ENSG00000088854,3.01,5.94,6.05,10.72,14.43,15.24,12.5,17.94,15.81
ENSG00000088876,3.11,5.1,7.33,5.19,9.56,6.42,6.32,4.3,6.11
ENSG00000088881,1.31,1.92,8.41,10.95,14.8,16.82,2.61,9.23,11.18
ENSG00000088882,32.5,42.78,103.48,134.21,135.01,125.85,31.52,88.05,86.6
ENSG00000088888,13.74,18.98,24.3,27.44,25.56,24.04,25.37,28.71,27.32
ENSG00000088899,13.17,11.58,9.62,7.84,6.07,6.71,3.82,7.7,4.99
ENSG00000088926,0.93,0.12,0.06,0.0,0.0,0.1,0.0,0.0,0.0
ENSG00000088930,138.7,113.03,90.03,81.34,57.53,56.28,52.96,49.35,45.87
ENSG00000088970,24.35,16.13,31.56,14.58,18.21,16.88,5.57,10.61,11.55
ENSG00000088986,420.76,421.49,600.95,455.95,374.02,319.99,600.17,401.14,272.27
ENSG00000088992,10.29,6.53,4.18,5.88,5.68,9.42,3.08,37.48,31.93
ENSG00000089006,197.86,151.78,125.58,127.21,97.11,91.45,91.04,65.51,56.96
ENSG00000089009,2025.26,2270.9,2375.53,1695.31,1776.04,1557.36,1256.38,1282.59,1031.25
ENSG00000089012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089022,55.51,54.04,55.22,38.78,33.8,27.58,30.07,26.75,24.34
ENSG00000089041,0.29,0.13,0.1,0.08,0.03,0.28,0.16,0.97,1.46
ENSG00000089048,53.86,36.29,24.96,27.87,16.08,14.14,19.69,12.54,13.45
ENSG00000089050,16.47,13.26,14.45,20.68,19.71,16.31,21.13,12.12,12.47
ENSG00000089053,110.39,68.32,79.66,95.3,82.23,86.8,100.31,79.58,82.03
ENSG00000089057,13.21,9.6,9.42,11.35,10.44,8.36,8.08,9.83,9.94
ENSG00000089060,9.67,9.46,6.17,4.65,6.41,6.94,6.62,5.45,7.71
ENSG00000089063,75.48,72.93,100.12,103.57,72.76,88.95,92.9,77.86,75.3
ENSG00000089091,6.24,4.92,3.52,3.66,2.52,2.38,1.01,1.28,1.15
ENSG00000089094,74.58,57.44,41.47,29.88,19.09,18.74,13.87,17.29,16.76
ENSG00000089101,0.15,0.18,0.28,0.52,0.0,0.19,0.0,0.51,0.24
ENSG00000089116,0.07,0.0,0.0,0.12,0.0,0.0,0.0,0.0,0.0
ENSG00000089123,8.37,6.36,6.03,6.85,6.14,6.54,4.39,7.94,9.82
ENSG00000089127,0.04,0.36,0.35,0.09,0.17,0.85,0.07,1.03,0.95
ENSG00000089154,56.2,41.75,36.02,35.71,37.23,26.81,33.76,35.12,34.03
ENSG00000089157,2720.0,3296.1,3688.72,2249.36,2540.44,2079.74,1845.72,2232.01,1768.12
ENSG00000089159,75.73,69.95,64.07,77.78,63.18,78.28,87.9,58.51,46.72
ENSG00000089163,0.84,1.09,1.9,3.1,4.88,4.91,1.97,4.49,4.97
ENSG00000089169,0.0,0.69,0.03,0.06,0.05,0.29,0.07,0.14,0.03
ENSG00000089177,6.22,8.89,7.63,6.29,10.01,7.94,7.72,7.96,8.91
ENSG00000089195,31.08,27.49,16.82,19.32,10.03,11.76,27.36,11.62,10.81
ENSG00000089199,2.98,1.55,0.18,0.64,7.99,1.0,0.62,0.44,0.15
ENSG00000089220,444.33,225.13,229.28,202.56,202.19,207.42,165.09,198.04,189.15
ENSG00000089225,0.0,0.02,3.37,38.1,33.42,41.14,19.5,35.62,26.43
ENSG00000089234,21.12,18.67,16.48,17.0,12.67,13.56,13.04,13.43,12.21
ENSG00000089248,166.38,194.49,260.34,133.56,99.85,101.89,92.82,78.76,85.13
ENSG00000089250,1.19,0.85,0.11,0.02,0.02,0.0,0.0,0.07,0.0
ENSG00000089280,837.27,859.24,717.02,680.49,320.64,295.46,408.72,250.04,271.49
ENSG00000089289,39.17,52.42,74.67,58.91,77.25,55.68,28.24,45.26,38.27
ENSG00000089327,96.16,54.32,50.33,22.15,40.1,37.72,45.88,42.35,39.04
ENSG00000089335,20.18,16.61,28.46,33.49,33.0,35.98,22.87,26.58,26.02
ENSG00000089351,86.07,60.08,67.79,48.0,51.2,41.05,31.15,41.64,35.04
ENSG00000089356,0.3,0.14,1.47,0.16,0.59,0.13,0.0,0.0,0.0
ENSG00000089472,22.38,34.63,108.48,137.01,113.95,187.4,130.61,226.9,163.59
ENSG00000089486,41.17,42.01,38.96,38.79,31.45,36.82,33.47,44.82,41.67
ENSG00000089505,0.71,0.43,2.6,2.11,4.65,4.02,1.43,3.2,2.26
ENSG00000089558,0.07,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
ENSG00000089597,260.66,411.24,396.83,327.33,221.61,196.69,191.64,183.76,192.97
ENSG00000089639,8.72,9.99,10.51,10.33,10.76,10.14,6.2,8.65,7.25
ENSG00000089682,15.01,15.8,16.66,17.1,14.88,17.18,17.13,17.33,11.54
ENSG00000089685,109.24,97.35,95.87,87.67,31.54,22.52,100.83,15.41,4.59
ENSG00000089692,1.05,1.44,1.98,0.98,0.62,0.35,0.17,0.04,0.12
ENSG00000089693,244.59,234.99,210.07,224.15,197.21,198.72,247.13,177.21,150.35
ENSG00000089723,2.08,4.72,2.83,1.92,3.3,2.56,1.27,1.37,0.87
ENSG00000089737,236.47,166.31,132.77,198.93,156.08,176.95,208.84,191.36,227.62
ENSG00000089775,6.18,6.33,5.36,5.54,5.69,6.21,4.62,5.35,7.03
ENSG00000089818,24.28,19.88,22.16,31.05,26.19,29.98,30.01,28.47,24.03
ENSG00000089820,11.68,8.52,11.9,6.69,8.37,7.1,2.99,3.02,4.07
ENSG00000089847,8.3,3.39,0.89,0.62,0.66,0.31,0.1,0.12,0.63
ENSG00000089876,10.9,17.26,21.73,30.98,24.64,25.82,28.21,22.65,25.14
ENSG00000089902,21.73,16.2,22.07,30.01,26.35,21.93,25.11,28.14,20.46
ENSG00000089916,20.28,29.45,25.61,24.24,16.51,17.54,18.19,17.3,15.59
ENSG00000090006,28.08,45.79,67.28,38.37,63.56,70.37,27.98,95.39,70.19
ENSG00000090013,16.61,20.78,16.53,11.71,29.69,27.46,22.7,30.28,36.14
ENSG00000090020,15.71,13.75,22.57,16.28,14.37,16.76,14.94,14.84,22.05
ENSG00000090054,67.66,64.31,57.58,61.18,51.87,43.85,44.99,44.78,44.03
ENSG00000090060,237.85,174.17,161.03,212.86,130.32,128.17,157.02,112.69,112.62
ENSG00000090061,99.15,79.71,67.6,72.1,51.47,52.7,57.2,47.99,42.03
ENSG00000090097,6.81,25.49,27.63,37.89,31.7,39.03,25.92,33.22,29.28
ENSG00000090104,0.0,0.0,0.86,15.84,3.6,2.43,4.45,2.28,2.03
ENSG00000090238,18.86,36.63,56.05,69.04,52.27,49.93,13.48,73.24,63.85
ENSG00000090263,59.64,59.45,56.73,67.56,66.02,64.33,71.26,52.44,52.39
ENSG00000090266,116.63,130.69,146.84,146.05,162.27,170.34,234.88,185.59,183.07
ENSG00000090273,204.04,160.98,132.93,104.43,76.98,74.32,119.57,65.06,63.74
ENSG00000090316,68.85,59.83,51.1,55.04,43.55,46.38,47.41,43.32,46.62
ENSG00000090339,3.4,5.57,1.15,0.74,0.99,2.29,6.47,23.7,41.3
ENSG00000090372,99.53,110.4,111.32,96.28,71.88,64.53,67.08,78.28,68.53
ENSG00000090376,1.87,1.01,0.47,0.36,0.33,1.35,1.1,4.73,4.1
ENSG00000090382,0.0,0.05,0.22,0.37,0.52,1.54,0.34,0.59,0.33
ENSG00000090402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000090432,14.48,15.35,19.82,23.44,21.03,22.72,24.31,22.54,25.3
ENSG00000090447,21.41,14.25,18.92,9.64,9.62,8.94,2.7,5.61,4.97
ENSG00000090470,21.05,19.09,22.55,21.64,21.11,21.49,16.61,16.25,16.81
ENSG00000090487,63.09,73.18,64.23,62.58,57.34,62.34,60.44,69.2,77.83
ENSG00000090512,0.4,0.0,0.0,0.0,0.76,0.16,0.0,0.07,0.0
ENSG00000090520,107.47,122.55,83.69,109.66,60.37,59.56,117.42,72.86,66.47
ENSG00000090530,42.66,196.81,156.55,97.02,48.49,38.61,50.35,16.82,12.15
ENSG00000090534,0.38,1.0,2.78,3.25,1.61,0.67,0.7,0.13,0.04
ENSG00000090539,0.5,5.89,10.63,5.38,2.86,1.09,0.92,0.31,1.55
ENSG00000090554,0.68,0.56,0.62,0.32,2.1,0.66,0.15,1.19,2.85
ENSG00000090565,16.68,23.61,40.64,51.16,38.52,32.37,21.55,28.45,27.04
ENSG00000090581,14.21,21.07,31.78,26.08,29.74,31.55,15.02,37.51,46.38
ENSG00000090612,17.26,21.26,23.03,25.26,15.4,14.36,9.58,11.2,9.37
ENSG00000090615,12.57,15.93,16.47,24.7,27.68,22.63,29.7,31.47,37.37
