gene_id,d0,d2,d4,d6,d15,d20,d40,d60
ENSG00000005243,0.21,0.53,0.77,4.23,12.04,39.32,85.78,18.6
ENSG00000005249,24.2,9.12,8.55,9.46,15.09,24.59,26.1,18.37
ENSG00000005302,11.14,15.02,20.53,22.95,18.3,17.87,23.26,26.95
ENSG00000005339,29.79,32.49,39.27,28.97,35.55,26.32,44.66,73.09
ENSG00000005379,6.62,4.12,25.53,17.96,29.28,10.7,32.63,3.31
ENSG00000005381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000005421,1.66,0.26,0.14,0.06,0.0,0.0,0.0,0.0
ENSG00000005436,11.89,13.46,13.94,24.15,9.39,12.05,15.3,16.06
ENSG00000005448,28.21,28.01,37.37,12.67,32.9,14.24,16.87,0.89
ENSG00000005469,2.29,2.38,4.22,11.42,4.16,7.62,10.89,4.26
ENSG00000005471,1.02,0.29,0.9,0.88,3.0,7.65,10.19,1.71
ENSG00000005483,18.52,26.81,43.61,34.85,31.54,34.78,47.22,59.37
ENSG00000005486,34.05,42.17,43.83,50.85,63.27,65.66,42.72,14.62
ENSG00000005513,5.39,2.86,2.25,1.0,5.05,2.41,3.61,0.22
ENSG00000005700,14.72,12.41,12.3,22.64,17.91,22.02,24.56,16.45
ENSG00000005801,61.34,52.43,34.17,33.0,21.0,18.7,18.83,8.12
ENSG00000005810,22.45,14.63,22.17,22.18,15.18,19.04,27.63,13.81
ENSG00000005812,6.95,8.57,11.58,15.1,8.58,11.25,24.94,29.89
ENSG00000005844,0.26,0.44,0.15,0.14,0.14,0.0,0.19,0.0
ENSG00000005882,17.19,19.85,47.78,58.08,78.94,66.04,69.65,47.41
ENSG00000005884,13.1,4.82,10.18,17.07,23.21,74.32,134.08,13.95
ENSG00000005889,16.78,18.24,26.62,28.2,27.77,26.0,48.8,24.25
ENSG00000005893,24.52,26.32,23.46,44.51,45.96,50.2,63.06,32.67
ENSG00000005961,4.98,3.63,6.33,1.35,1.44,0.85,1.65,0.07
ENSG00000005981,0.04,0.0,0.0,0.0,0.05,0.32,0.14,0.13
ENSG00000006007,57.82,44.45,46.47,62.95,57.61,85.16,67.6,31.31
ENSG00000006015,38.63,36.7,38.51,16.68,17.94,21.25,19.05,4.59
ENSG00000006016,4.06,20.82,8.54,1.69,1.65,1.21,1.73,1.45
ENSG00000006025,3.01,3.17,6.06,4.83,4.49,5.16,7.42,3.01
ENSG00000006042,72.82,105.71,166.73,198.0,68.47,117.01,124.51,15.71
ENSG00000006047,19.96,12.77,8.34,0.64,4.35,6.57,3.07,2.16
ENSG00000006059,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000006062,2.55,2.07,3.13,2.12,1.07,1.5,3.16,0.6
ENSG00000006071,2.82,0.92,2.98,2.76,0.65,0.4,0.65,0.72
ENSG00000006116,0.0,0.04,0.11,0.0,0.0,0.05,0.03,0.0
ENSG00000006118,57.58,73.12,90.34,57.94,86.0,91.67,67.63,13.06
ENSG00000006125,145.88,150.22,175.67,140.33,99.13,129.12,121.67,36.79
ENSG00000006128,2.39,0.43,0.0,0.06,2.64,0.49,0.29,0.0
ENSG00000006194,22.89,23.02,19.47,17.1,12.33,11.65,17.31,4.29
ENSG00000006210,1.94,0.64,0.21,0.15,1.13,1.12,2.94,0.6
ENSG00000006282,13.17,12.74,24.48,17.84,39.44,33.96,41.34,14.63
ENSG00000006283,2.79,4.39,4.97,0.87,9.01,15.69,4.93,1.35
ENSG00000006327,42.55,32.94,7.61,24.34,59.21,84.3,91.13,14.38
ENSG00000006377,0.03,0.03,0.11,1.15,0.08,0.0,0.0,0.0
ENSG00000006432,10.15,8.62,5.13,6.12,3.42,2.74,2.43,0.76
ENSG00000006451,68.96,49.7,36.24,47.35,31.09,24.47,31.68,36.29
ENSG00000006453,32.24,27.95,35.1,32.17,22.17,14.09,10.58,9.71
ENSG00000006459,6.65,8.31,24.0,14.06,7.61,3.76,3.87,2.22
ENSG00000006468,77.76,34.79,37.17,85.54,86.46,109.44,194.91,272.65
ENSG00000006530,32.78,27.73,28.85,10.73,22.85,30.91,28.54,6.64
ENSG00000006534,0.17,0.35,0.49,0.05,0.21,1.23,3.1,0.5
ENSG00000006555,0.27,0.18,0.02,0.0,0.02,0.0,0.0,0.14
ENSG00000006576,14.01,11.45,16.18,22.03,30.32,59.23,70.29,37.85
ENSG00000006606,8.85,2.74,0.0,0.16,0.0,0.36,0.0,0.0
ENSG00000006607,22.49,22.84,24.95,21.55,17.54,28.04,30.67,5.98
ENSG00000006611,1.29,0.36,0.95,0.0,2.98,1.49,2.12,4.71
ENSG00000006625,141.05,76.15,56.59,86.71,63.69,56.59,53.44,48.32
ENSG00000006634,58.6,58.98,54.68,44.64,9.28,17.82,17.49,5.59
ENSG00000006638,0.59,0.65,0.37,0.0,0.39,1.65,1.49,0.22
ENSG00000006652,31.19,24.86,22.8,25.96,30.44,11.88,21.39,13.91
ENSG00000006659,0.09,0.0,0.0,0.19,0.0,0.0,0.0,0.0
ENSG00000006695,21.48,13.53,14.59,16.69,35.27,14.78,13.7,5.03
ENSG00000006704,43.12,42.86,47.42,23.57,46.57,24.94,43.6,16.85
ENSG00000006712,37.81,41.25,41.35,61.93,43.6,63.89,50.36,67.54
ENSG00000006715,39.68,43.04,67.3,78.92,60.42,49.61,66.2,24.67
ENSG00000006740,11.38,6.14,19.81,12.22,6.48,8.42,9.63,4.07
ENSG00000006744,99.94,93.13,71.92,66.5,58.76,65.42,61.42,33.9
ENSG00000006747,0.64,0.08,0.0,0.47,0.81,1.04,0.28,0.0
ENSG00000006756,4.19,6.24,17.44,21.44,21.62,24.91,25.18,5.55
ENSG00000006757,0.85,0.84,3.44,0.76,0.46,0.31,0.24,0.98
ENSG00000006788,0.0,0.0,0.09,0.01,0.01,0.04,0.06,0.0
ENSG00000006831,40.46,46.43,51.17,50.98,52.22,49.9,44.43,10.06
ENSG00000006837,2.37,2.7,4.14,4.07,4.64,3.23,3.73,3.74
ENSG00000007001,0.0,0.03,0.0,0.0,0.0,0.0,0.21,0.0
ENSG00000007038,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007047,31.09,30.73,55.89,43.68,58.81,45.77,45.68,17.79
ENSG00000007062,66.98,44.26,38.9,40.62,6.16,2.77,7.22,2.58
ENSG00000007080,110.55,133.69,106.16,96.8,60.52,79.21,69.26,61.24
ENSG00000007129,0.43,0.59,3.59,1.77,0.89,0.51,0.0,0.0
ENSG00000007168,126.94,137.79,121.89,134.46,126.41,125.69,127.66,57.18
ENSG00000007171,1.73,0.81,28.52,3.69,0.24,0.07,0.35,0.07
ENSG00000007174,0.51,1.42,2.8,0.12,0.32,0.4,0.25,0.19
ENSG00000007202,63.94,51.73,56.49,46.41,45.69,55.29,55.8,15.35
ENSG00000007216,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0
ENSG00000007237,4.39,21.38,17.48,14.67,20.95,32.03,26.27,4.45
ENSG00000007255,28.37,23.78,62.44,26.54,32.91,21.28,23.47,2.43
ENSG00000007264,12.77,3.78,1.82,0.68,1.92,0.31,0.44,0.0
ENSG00000007306,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000007312,1.26,1.39,0.77,0.13,0.06,0.14,0.0,0.0
ENSG00000007314,2.91,1.45,3.71,0.94,0.87,0.52,0.19,0.05
ENSG00000007341,15.0,14.23,12.22,10.72,16.61,11.36,16.1,7.63
ENSG00000007350,0.03,0.0,0.0,0.0,0.05,0.84,0.17,0.0
ENSG00000007372,0.12,0.0,0.23,0.53,0.47,0.44,0.4,0.52
ENSG00000007376,21.83,21.66,15.2,14.08,13.35,11.59,10.39,0.89
ENSG00000007384,12.38,32.27,17.35,26.83,12.17,15.77,19.63,5.95
ENSG00000007392,89.16,102.25,87.73,62.33,40.86,38.61,53.19,22.66
ENSG00000007402,17.49,14.34,24.99,8.17,21.1,8.41,1.97,1.89
ENSG00000007516,2.14,4.97,3.47,1.73,2.29,2.01,4.03,0.72
ENSG00000007520,49.05,52.99,51.96,47.85,39.66,50.97,44.77,34.1
ENSG00000007541,15.07,21.53,30.6,21.06,17.28,16.65,20.74,5.31
ENSG00000007545,8.03,8.48,14.65,16.5,9.45,10.54,13.26,2.36
ENSG00000007866,19.06,18.79,29.15,47.22,86.43,48.48,58.84,10.18
ENSG00000007908,0.0,0.02,0.15,0.0,0.04,0.27,0.03,0.0
ENSG00000007923,84.61,81.7,47.41,53.04,50.74,40.35,34.6,55.71
ENSG00000007933,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0
ENSG00000007944,18.44,4.54,10.63,16.53,21.52,13.34,27.88,8.41
ENSG00000007952,0.0,0.0,0.04,0.0,0.59,7.57,0.28,0.04
ENSG00000007968,3.75,4.28,2.99,1.22,0.36,2.9,1.74,0.09
ENSG00000008018,300.11,322.0,225.86,338.87,114.59,182.73,145.29,41.42
ENSG00000008056,13.27,9.54,6.57,12.25,27.69,20.81,21.5,26.51
ENSG00000008083,125.55,44.03,65.4,24.67,12.07,8.53,7.71,3.21
ENSG00000008086,5.39,6.49,6.82,3.41,4.64,4.57,7.48,3.05
ENSG00000008118,0.99,0.37,2.32,5.79,5.01,2.59,2.59,1.28
ENSG00000008128,27.45,25.63,28.14,25.05,10.45,16.16,19.0,32.7
ENSG00000008130,48.59,41.57,46.18,44.8,21.49,26.26,33.49,9.37
ENSG00000008196,0.0,0.0,0.0,0.63,0.05,0.01,0.0,0.0
ENSG00000008197,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008226,0.4,0.26,0.39,0.32,0.71,0.32,0.9,0.15
ENSG00000008256,11.11,9.69,11.77,13.47,20.19,15.88,45.6,20.85
ENSG00000008277,10.51,5.78,8.08,6.12,5.65,3.6,2.09,1.09
ENSG00000008282,55.62,82.29,54.87,56.93,38.52,48.87,65.5,22.26
ENSG00000008283,11.85,7.38,4.24,2.22,1.96,5.07,5.0,0.75
ENSG00000008294,29.02,33.92,25.98,42.62,29.96,35.11,53.86,57.9
ENSG00000008300,11.68,9.21,8.48,3.44,2.09,2.76,1.58,0.23
ENSG00000008311,147.32,35.31,53.26,82.56,22.88,28.82,32.27,17.06
ENSG00000008323,15.38,14.97,3.61,0.9,0.85,0.66,0.97,0.0
ENSG00000008324,84.83,47.23,32.1,24.34,14.55,10.82,14.95,3.26
ENSG00000008382,15.57,19.83,27.74,22.32,12.75,19.62,15.29,2.63
ENSG00000008394,543.89,259.53,179.57,185.49,49.28,153.52,56.26,17.8
ENSG00000008405,18.94,16.23,14.2,28.86,13.78,15.84,21.42,9.45
ENSG00000008438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000008441,0.23,0.18,0.05,0.44,2.07,5.58,58.79,46.66
ENSG00000008513,5.23,13.92,29.03,82.02,42.34,66.72,79.46,23.0
ENSG00000008516,18.89,11.56,6.53,0.16,0.07,0.04,0.47,0.13
ENSG00000008517,0.54,0.71,0.0,0.61,3.09,7.15,12.49,2.84
ENSG00000008710,18.38,20.9,27.29,24.32,30.29,36.49,43.8,16.23
ENSG00000008735,4.53,3.38,2.57,6.16,0.7,1.2,1.78,0.06
ENSG00000008838,75.14,88.85,115.19,110.97,59.62,84.79,84.61,13.48
ENSG00000008853,6.79,13.81,16.55,15.1,56.49,23.45,45.55,7.5
ENSG00000008869,6.81,6.89,8.92,12.75,10.39,10.34,9.04,6.17
ENSG00000008952,92.71,81.3,95.41,126.89,73.84,73.9,127.65,131.71
ENSG00000008988,2057.61,2143.88,2301.67,1598.01,1401.69,1260.38,1620.18,2015.01
ENSG00000009307,621.54,612.39,611.79,540.23,542.09,459.16,521.65,344.82
ENSG00000009335,39.18,42.15,37.39,39.36,35.99,35.35,36.06,12.85
ENSG00000009413,2.11,4.71,8.0,12.78,12.26,10.32,13.91,16.02
ENSG00000009694,0.55,0.63,0.5,0.08,0.09,0.17,0.33,0.05
ENSG00000009709,0.07,0.37,1.08,0.13,0.01,0.0,0.0,0.0
ENSG00000009724,0.21,0.21,0.0,0.09,0.0,0.0,0.0,0.0
ENSG00000009765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000009780,10.26,10.94,9.72,7.94,6.78,5.82,8.81,6.83
ENSG00000009790,0.02,0.0,0.0,0.14,0.06,0.2,0.0,0.0
ENSG00000009830,20.51,27.79,22.59,15.5,21.49,19.74,22.38,9.87
ENSG00000009844,64.28,64.07,48.38,72.23,45.59,41.62,53.8,24.35
ENSG00000009950,4.15,1.22,6.36,0.27,0.06,0.14,0.17,0.15
ENSG00000009954,55.31,69.01,68.05,53.08,40.06,44.7,48.5,35.87
ENSG00000010017,27.15,33.96,39.87,51.86,39.02,50.78,47.34,22.68
ENSG00000010030,0.48,0.3,0.05,0.0,0.05,0.16,0.42,0.0
ENSG00000010072,9.26,12.79,12.46,17.81,6.65,9.31,12.82,11.86
ENSG00000010165,46.96,53.33,32.79,26.35,15.65,18.16,16.37,5.24
ENSG00000010219,7.72,6.49,11.94,11.14,27.22,47.37,32.75,11.6
ENSG00000010244,231.03,229.82,191.78,193.21,85.19,100.84,122.88,62.71
ENSG00000010256,191.93,170.22,142.72,163.66,281.83,255.52,154.65,22.9
ENSG00000010270,43.42,45.9,50.35,111.9,55.61,69.0,45.85,14.78
ENSG00000010278,161.76,109.45,22.38,6.03,9.6,14.17,36.03,26.41
ENSG00000010282,0.11,0.0,0.0,1.56,56.25,1.12,45.68,6.8
ENSG00000010292,92.68,86.24,104.17,60.19,16.13,44.82,32.22,11.63
ENSG00000010295,5.69,9.27,12.12,11.52,9.65,10.47,14.48,6.19
ENSG00000010310,0.12,0.08,2.91,6.22,5.81,6.07,2.23,1.2
ENSG00000010318,10.24,7.33,15.37,25.66,39.65,12.91,11.66,4.33
ENSG00000010319,1.26,1.74,7.2,1.99,2.33,2.22,1.52,0.06
ENSG00000010322,39.89,49.29,69.72,85.24,49.34,66.95,78.21,22.2
ENSG00000010327,0.38,0.37,0.6,0.38,1.17,0.59,1.33,0.35
ENSG00000010361,17.01,22.27,18.02,17.8,12.85,20.19,20.95,5.41
ENSG00000010379,0.0,0.06,2.0,1.79,1.22,3.3,3.03,0.09
ENSG00000010404,19.38,24.01,36.5,32.84,24.26,23.4,26.85,15.45
ENSG00000010438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000010539,8.67,10.58,7.3,15.14,7.84,6.19,8.54,3.99
ENSG00000010610,3.01,0.79,2.47,3.34,8.54,3.72,4.17,0.62
ENSG00000010626,0.84,1.51,5.61,2.69,11.26,12.86,14.87,7.62
ENSG00000010671,0.69,0.54,0.55,0.24,0.94,0.89,0.43,0.0
ENSG00000010704,1.04,0.71,0.54,0.46,1.17,4.23,3.69,0.46
ENSG00000010803,19.33,19.75,56.9,90.11,52.76,90.38,56.77,20.17
ENSG00000010810,88.89,70.66,100.73,72.31,48.9,41.65,85.07,77.23
ENSG00000010818,1.74,2.53,3.45,5.57,7.52,9.82,10.1,5.93
ENSG00000010932,0.0,0.0,0.0,0.52,0.0,0.52,2.52,1.79
ENSG00000011007,49.56,64.16,36.47,47.05,26.78,31.6,32.64,16.08
ENSG00000011009,131.0,104.66,78.55,92.4,43.1,49.04,40.01,7.83
ENSG00000011021,15.06,9.49,14.67,21.48,15.25,24.32,10.52,4.32
ENSG00000011028,10.56,38.87,131.94,42.68,50.2,89.93,110.9,16.9
ENSG00000011052,7.73,1.89,8.53,7.26,9.84,5.97,1.0,0.0
ENSG00000011083,0.0,0.02,0.0,0.0,0.03,0.06,0.0,0.0
ENSG00000011105,18.02,22.96,21.15,21.95,150.61,119.0,129.02,17.45
ENSG00000011114,16.18,22.12,26.9,23.17,19.54,26.6,23.52,14.85
ENSG00000011132,12.31,9.14,12.37,12.02,9.26,10.43,7.53,1.04
ENSG00000011143,17.55,18.01,29.24,14.81,16.44,17.26,20.94,5.84
ENSG00000011198,15.35,15.6,8.52,15.41,5.33,11.36,15.14,4.61
ENSG00000011201,116.14,78.32,28.18,18.31,11.92,35.68,113.71,39.86
ENSG00000011243,83.44,64.38,113.08,86.83,75.11,67.02,74.26,93.83
ENSG00000011258,34.31,30.03,34.29,23.91,20.9,15.61,19.09,11.58
ENSG00000011260,93.58,85.2,54.21,52.86,18.46,11.19,20.55,6.95
ENSG00000011275,20.82,20.32,24.43,21.3,21.19,24.21,33.84,20.29
ENSG00000011295,46.53,49.05,32.16,30.11,37.79,24.01,28.26,11.21
ENSG00000011304,568.17,550.85,416.46,244.66,66.72,119.69,146.01,36.72
ENSG00000011332,10.55,9.8,10.28,8.51,3.25,5.01,2.2,0.42
ENSG00000011347,8.5,6.15,5.39,8.53,24.13,4.09,3.62,0.92
ENSG00000011376,38.04,30.87,26.46,22.03,33.08,28.17,22.19,8.53
ENSG00000011405,53.69,42.03,42.34,44.27,27.65,24.1,27.9,18.99
ENSG00000011422,15.99,15.1,16.15,3.6,1.96,25.25,11.87,3.94
ENSG00000011426,54.03,75.97,77.33,69.48,13.04,65.7,46.9,85.24
ENSG00000011451,30.22,32.29,35.76,31.36,24.53,27.38,31.71,5.56
ENSG00000011454,16.93,16.54,26.05,31.35,26.27,39.72,42.72,37.04
ENSG00000011465,0.81,0.38,1.08,2.5,100.54,384.97,2320.91,547.36
ENSG00000011478,11.3,9.68,6.86,8.59,4.93,5.11,5.67,0.41
ENSG00000011485,98.4,119.76,105.02,93.58,66.63,77.04,60.06,30.63
ENSG00000011523,12.91,17.07,15.62,10.4,11.35,8.55,13.41,7.07
ENSG00000011566,43.96,24.99,31.72,22.82,26.91,23.7,26.49,14.23
ENSG00000011590,0.08,0.0,0.53,0.0,0.0,0.0,0.0,0.0
ENSG00000011600,0.0,0.29,0.0,0.0,0.0,0.23,0.0,0.0
ENSG00000011638,22.98,11.81,17.39,12.54,11.88,19.22,49.31,12.04
ENSG00000011677,6.57,1.82,1.7,0.38,0.0,0.08,0.0,0.0
ENSG00000012048,27.12,41.09,26.16,13.4,4.48,10.95,8.1,10.12
ENSG00000012061,39.43,43.44,85.76,47.66,117.85,88.74,82.1,26.21
ENSG00000012124,0.1,0.23,0.15,0.0,0.61,2.43,0.19,0.0
ENSG00000012171,2.58,1.47,7.07,6.14,9.26,15.38,29.49,2.56
ENSG00000012174,5.15,6.08,8.16,15.95,12.08,14.56,18.81,6.45
ENSG00000012211,5.83,6.56,4.83,3.77,10.76,7.5,4.17,2.56
ENSG00000012223,0.03,0.0,0.0,0.0,0.06,0.0,0.0,0.0
ENSG00000012232,46.26,38.07,30.12,107.89,44.83,31.21,46.49,9.59
ENSG00000012504,0.04,0.0,0.0,0.0,0.83,9.02,0.65,0.46
ENSG00000012660,135.5,93.51,105.2,60.52,38.9,63.91,61.22,22.25
ENSG00000012779,1.21,0.27,0.62,0.33,0.47,0.21,0.5,0.04
ENSG00000012817,0.01,0.0,0.06,0.01,0.0,0.0,0.02,0.07
ENSG00000012822,10.96,15.38,58.59,59.12,71.76,82.89,134.21,63.36
ENSG00000012963,29.47,39.35,33.23,35.08,18.74,24.52,32.09,19.16
ENSG00000012983,15.87,18.48,22.56,33.35,24.44,25.43,36.15,39.39
ENSG00000013016,9.3,9.21,11.28,7.02,19.37,36.91,17.69,9.72
ENSG00000013275,143.14,137.78,77.86,121.31,53.71,70.92,54.35,25.17
ENSG00000013288,2.48,2.8,7.31,6.97,7.12,9.05,17.71,8.1
ENSG00000013293,0.28,1.38,0.14,0.26,0.02,0.01,0.04,0.01
ENSG00000013297,5.15,11.99,2.81,0.71,1.16,4.41,1.57,0.41
ENSG00000013306,162.48,144.23,106.95,38.11,89.65,76.34,62.87,5.3
ENSG00000013364,0.87,0.54,2.16,2.16,11.51,31.12,39.37,16.1
ENSG00000013374,56.71,57.28,74.75,102.89,49.1,48.61,66.0,107.21
ENSG00000013375,44.72,54.84,56.05,58.3,28.63,56.29,48.4,18.31
ENSG00000013392,2.68,2.73,4.06,5.82,6.47,7.17,8.4,3.18
ENSG00000013441,14.07,18.84,26.53,21.77,36.57,26.56,43.29,47.23
ENSG00000013503,12.34,15.12,12.15,10.64,9.32,6.81,9.71,14.94
ENSG00000013523,16.4,12.98,19.09,12.79,10.52,18.34,14.06,3.42
ENSG00000013561,22.89,21.22,25.29,76.42,61.82,69.67,44.62,24.49
ENSG00000013563,8.97,6.56,11.16,9.7,20.23,23.89,19.54,3.57
