gene_id,d0,d2,d4,d6,d10,d15,d20,d40,d60
ENSG00000088682,29.03,25.49,27.74,28.48,22.16,53.25,56.41,60.47,49.88
ENSG00000088726,0.23,0.19,0.0,0.42,2.28,3.03,8.9,2.72,1.29
ENSG00000088727,5.03,6.17,4.64,3.34,2.21,3.3,4.09,3.3,4.13
ENSG00000088756,13.3,13.58,89.21,134.95,79.66,39.55,30.18,17.75,13.12
ENSG00000088766,35.81,24.1,27.64,30.0,45.63,33.84,37.74,53.66,48.2
ENSG00000088782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000088808,5.33,6.94,9.7,12.62,34.92,32.53,39.48,35.43,32.39
ENSG00000088812,11.28,15.2,24.36,23.49,17.36,19.84,24.05,23.93,27.76
ENSG00000088826,3.46,14.07,10.23,10.7,23.56,7.21,9.67,4.96,4.58
ENSG00000088827,0.0,0.0,0.01,0.0,0.06,0.02,0.0,0.03,0.03
ENSG00000088832,256.07,280.54,219.23,175.96,91.21,250.48,316.77,211.76,215.86
ENSG00000088833,77.77,90.32,91.71,101.74,85.71,72.66,79.02,64.81,57.7
ENSG00000088836,15.06,9.35,3.62,1.57,0.5,0.32,0.56,0.56,0.47
ENSG00000088854,2.79,4.33,6.77,10.15,5.58,12.76,13.24,12.64,14.67
ENSG00000088876,2.66,5.96,5.46,8.5,11.29,4.95,5.68,3.43,4.54
ENSG00000088881,0.59,1.5,6.15,15.13,11.29,7.71,4.2,7.09,8.1
ENSG00000088882,30.98,35.21,153.72,163.83,121.66,102.68,53.39,77.91,110.37
ENSG00000088888,11.85,16.98,21.62,26.17,18.62,23.89,27.08,23.07,25.73
ENSG00000088899,11.74,10.18,7.21,9.53,7.68,8.58,6.7,5.34,4.95
ENSG00000088926,0.77,0.34,0.1,0.0,0.1,0.27,0.0,0.0,0.03
ENSG00000088930,133.03,96.42,91.94,82.63,61.4,51.29,60.44,43.72,40.0
ENSG00000088970,19.77,16.57,23.1,30.72,27.8,13.71,10.25,11.38,10.86
ENSG00000088986,291.35,450.14,479.61,244.26,149.07,293.55,451.28,327.67,329.82
ENSG00000088992,13.81,2.83,2.63,1.81,9.56,5.43,6.26,22.86,22.54
ENSG00000089006,204.81,119.26,109.36,125.26,135.9,91.99,84.37,69.45,64.56
ENSG00000089009,1844.19,2364.53,2122.83,1796.31,1628.86,1729.52,1367.53,1100.35,1057.97
ENSG00000089012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000089022,47.48,61.89,44.19,41.01,34.21,34.86,28.56,20.7,20.69
ENSG00000089041,0.12,0.45,0.13,0.15,0.14,0.19,0.08,0.39,0.79
ENSG00000089048,45.0,25.6,22.93,17.83,14.97,12.46,12.64,14.74,14.24
ENSG00000089050,14.1,8.09,12.66,14.44,8.77,16.69,16.23,16.93,17.96
ENSG00000089053,98.8,59.81,82.79,83.45,70.82,80.63,84.95,87.06,84.1
ENSG00000089057,9.22,7.66,9.8,10.51,7.52,10.72,10.39,7.92,9.38
ENSG00000089060,7.25,7.07,4.68,6.8,8.32,4.95,8.41,5.45,6.47
ENSG00000089063,78.38,68.11,84.23,84.38,64.22,85.64,89.7,85.24,88.42
ENSG00000089091,4.73,4.16,3.81,3.05,2.98,2.78,2.01,1.23,1.14
ENSG00000089094,62.22,62.31,61.64,49.67,24.51,23.9,20.09,12.92,13.47
ENSG00000089101,0.0,0.26,0.25,0.48,0.0,0.35,0.34,3.07,1.53
ENSG00000089116,0.11,1.81,0.29,0.57,0.45,0.04,0.0,0.0,0.0
ENSG00000089123,8.52,8.17,7.68,5.17,4.76,5.95,6.13,6.51,7.31
ENSG00000089127,0.0,1.31,0.0,0.0,0.0,0.77,0.37,0.73,3.35
ENSG00000089154,49.24,49.74,54.73,40.99,41.76,31.25,41.61,26.82,25.36
ENSG00000089157,2665.24,3584.73,3281.58,2964.75,3411.79,2543.58,2002.28,1834.68,1527.76
ENSG00000089159,77.49,88.5,61.34,84.83,119.55,90.32,88.87,54.01,48.14
ENSG00000089163,1.28,2.37,3.31,4.79,6.65,4.07,4.96,2.58,3.81
ENSG00000089169,0.0,0.95,0.18,0.07,0.0,0.19,0.03,0.0,0.0
ENSG00000089177,6.55,6.03,8.45,7.22,9.2,9.67,9.54,9.49,11.39
ENSG00000089195,21.66,20.23,14.2,11.68,6.15,9.38,13.22,12.28,8.92
ENSG00000089199,2.67,1.38,1.23,2.71,16.59,5.05,0.59,0.5,0.5
ENSG00000089220,364.08,247.27,200.05,175.08,147.33,224.74,177.77,139.33,163.69
ENSG00000089225,0.15,0.0,5.29,22.44,20.55,39.08,21.63,22.66,22.97
ENSG00000089234,15.66,14.72,18.26,18.83,18.23,11.91,14.41,11.01,10.08
ENSG00000089248,194.05,199.0,182.06,158.43,173.37,107.77,106.83,83.78,85.97
ENSG00000089250,0.89,0.84,0.44,0.12,0.01,0.0,0.0,0.01,0.01
ENSG00000089280,689.76,673.73,825.93,296.36,61.34,308.78,331.44,244.92,255.59
ENSG00000089289,41.11,46.66,70.77,103.24,102.27,57.82,47.3,41.06,41.48
ENSG00000089327,111.8,64.52,50.94,49.03,75.83,29.49,89.87,27.83,30.9
ENSG00000089335,15.3,13.66,23.78,27.22,5.1,33.19,22.14,29.51,26.99
ENSG00000089351,81.85,61.15,64.02,84.36,109.14,45.47,47.71,34.65,30.79
ENSG00000089356,0.48,0.27,0.13,0.16,0.38,1.24,0.58,0.0,1.88
ENSG00000089472,21.83,24.04,133.11,174.15,118.98,110.7,106.4,138.44,166.74
ENSG00000089486,36.01,44.01,40.32,49.27,35.29,30.47,39.32,34.6,33.38
ENSG00000089505,0.48,0.84,2.2,2.54,2.57,3.52,4.4,2.07,1.73
ENSG00000089558,0.15,0.02,0.07,0.0,0.0,0.02,0.05,0.0,0.02
ENSG00000089597,277.09,410.48,430.89,343.3,293.18,199.61,269.39,131.7,159.44
ENSG00000089639,6.81,11.08,8.19,13.77,14.66,9.91,19.83,4.22,5.17
ENSG00000089682,15.12,12.64,15.54,15.82,21.13,13.98,17.25,13.29,11.42
ENSG00000089685,109.7,99.6,95.51,64.02,36.87,57.23,54.93,10.87,15.32
ENSG00000089692,0.52,0.92,2.02,1.34,0.5,0.46,0.43,0.43,0.19
ENSG00000089693,224.59,248.42,199.4,190.76,183.4,197.45,243.09,139.29,138.03
ENSG00000089723,2.62,3.73,3.2,3.23,1.97,2.53,2.87,1.38,0.95
ENSG00000089737,212.36,162.42,160.49,181.43,282.75,177.84,173.56,199.48,185.67
ENSG00000089775,4.77,5.02,6.29,10.65,9.28,8.74,5.08,5.26,6.31
ENSG00000089818,23.23,20.41,27.71,28.02,19.83,27.32,26.19,20.71,23.47
ENSG00000089820,9.15,8.68,11.72,7.31,4.02,10.02,4.67,3.48,2.68
ENSG00000089847,5.79,2.6,2.14,2.07,0.93,0.95,0.41,0.26,0.25
ENSG00000089876,12.16,14.77,21.27,32.3,26.35,25.85,24.64,24.16,21.64
ENSG00000089902,22.27,18.21,27.92,42.1,32.21,17.45,26.16,22.18,18.09
ENSG00000089916,19.81,20.26,25.56,23.86,14.59,15.55,19.16,12.35,12.03
ENSG00000090006,29.87,47.04,96.37,138.95,121.06,80.51,96.64,63.89,80.41
ENSG00000090013,14.57,17.12,16.59,35.37,94.57,32.01,29.93,33.31,30.98
ENSG00000090020,20.27,13.7,22.84,20.8,26.84,16.45,21.94,11.94,14.0
ENSG00000090054,59.9,55.45,47.23,64.78,57.73,42.85,55.39,41.65,45.45
ENSG00000090060,226.01,166.34,161.76,172.0,196.81,131.6,133.39,119.76,121.21
ENSG00000090061,94.08,68.02,60.4,69.9,81.98,49.39,62.96,41.7,47.61
ENSG00000090097,5.21,24.55,22.53,33.49,40.36,39.39,38.79,32.05,34.59
ENSG00000090104,0.0,0.05,3.49,3.59,2.06,1.54,4.38,1.78,1.66
ENSG00000090238,23.65,38.76,60.94,138.95,147.94,41.34,36.17,43.45,49.17
ENSG00000090263,61.77,53.13,61.14,53.15,50.85,58.12,62.01,51.75,57.3
ENSG00000090266,84.02,157.38,131.33,96.76,78.21,175.26,214.36,144.57,161.97
ENSG00000090273,171.56,190.4,120.33,84.06,64.92,76.19,99.55,58.82,60.31
ENSG00000090316,54.15,62.38,52.49,33.48,20.9,43.17,54.86,38.15,39.8
ENSG00000090339,3.61,4.4,0.95,2.6,4.69,1.29,13.16,14.96,16.5
ENSG00000090372,101.56,102.8,104.98,107.88,89.73,64.15,81.29,63.06,56.44
ENSG00000090376,1.2,0.6,0.3,0.32,0.22,0.67,0.58,2.48,2.89
ENSG00000090382,0.0,0.0,0.22,0.0,0.04,0.29,0.0,0.3,11.94
ENSG00000090402,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.06
ENSG00000090432,11.27,15.81,18.19,15.54,16.44,17.45,22.62,17.04,19.54
ENSG00000090447,14.67,21.73,16.91,24.01,27.06,9.22,3.72,4.1,3.55
ENSG00000090470,16.64,22.64,30.04,26.11,15.38,21.75,16.46,16.84,19.34
ENSG00000090487,62.57,61.51,58.31,71.55,82.16,60.68,61.17,64.36,65.9
ENSG00000090512,0.05,0.0,0.07,0.0,0.0,0.25,0.0,0.0,0.0
ENSG00000090520,92.4,118.95,75.59,56.93,50.49,45.12,80.33,65.72,59.96
ENSG00000090530,61.61,165.04,105.91,66.74,39.6,41.76,34.49,30.3,24.46
ENSG00000090534,0.21,0.84,2.46,2.71,0.5,2.06,1.39,0.08,0.1
ENSG00000090539,0.66,1.9,7.8,8.45,7.89,2.98,1.0,1.89,1.14
ENSG00000090554,0.07,0.86,1.43,3.23,2.12,0.8,0.39,1.39,3.01
ENSG00000090565,10.8,23.04,44.42,55.63,25.67,30.83,22.5,21.2,20.57
ENSG00000090581,11.65,23.32,29.37,31.12,28.83,28.06,26.87,27.86,35.69
ENSG00000090612,12.29,15.5,21.33,20.11,4.52,16.13,11.8,8.74,9.16
ENSG00000090615,10.62,15.2,18.74,20.46,19.48,19.53,38.17,20.97,29.86
ENSG00000090621,247.01,154.18,176.79,189.86,153.45,138.4,141.61,138.49,128.81
ENSG00000090659,0.08,0.03,0.01,0.0,0.0,0.01,0.0,0.0,0.0
ENSG00000090661,53.95,43.69,43.87,39.22,74.14,23.48,20.03,19.8,24.97
ENSG00000090674,6.2,15.95,11.48,10.01,9.84,8.65,9.75,8.9,9.93
ENSG00000090686,57.58,37.08,33.79,37.44,25.05,32.59,44.16,36.92,33.54
ENSG00000090776,1.17,14.95,28.96,51.02,58.61,29.84,30.22,16.43,18.97
ENSG00000090857,14.72,8.7,18.44,15.0,15.05,14.17,11.48,10.41,10.36
ENSG00000090861,128.52,124.84,80.56,106.16,190.63,48.76,61.62,59.18,60.08
ENSG00000090863,91.8,89.18,145.49,141.49,121.1,81.8,90.54,87.97,116.16
ENSG00000090889,32.64,38.4,37.26,24.74,12.37,20.13,16.77,3.95,6.58
ENSG00000090905,34.97,35.64,40.79,36.52,15.27,23.52,25.26,22.1,22.82
ENSG00000090924,20.87,46.89,54.79,40.16,24.66,30.49,47.94,29.25,31.45
ENSG00000090932,4.92,131.28,6.95,2.06,1.23,1.01,0.48,0.18,0.23
ENSG00000090971,27.06,26.0,42.64,49.64,63.03,54.61,50.25,17.66,24.1
ENSG00000090975,1.55,2.83,1.51,2.67,4.07,2.6,4.83,5.05,5.83
ENSG00000090989,13.16,14.27,24.24,33.23,21.38,19.54,25.02,21.21,21.21
ENSG00000091009,26.09,12.86,12.33,10.32,13.66,7.87,8.95,9.93,7.56
ENSG00000091010,0.07,0.08,0.08,0.12,0.08,0.05,0.0,0.06,0.03
ENSG00000091039,46.68,29.23,39.58,47.83,29.48,27.89,39.72,32.73,36.85
ENSG00000091073,27.56,14.57,10.36,11.89,13.31,6.18,10.01,7.02,6.41
ENSG00000091106,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.06,0.11
ENSG00000091127,58.15,39.96,28.3,12.79,4.58,8.85,11.81,9.29,5.51
ENSG00000091128,0.0,0.0,0.0,0.0,0.23,0.71,0.83,0.06,0.25
ENSG00000091129,3.6,2.19,3.78,1.43,1.29,0.99,0.74,26.59,5.34
ENSG00000091136,46.08,77.46,91.17,423.83,598.49,233.89,325.9,233.56,210.84
ENSG00000091137,0.05,0.27,0.52,0.02,0.04,0.24,0.21,0.14,0.36
ENSG00000091138,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0
ENSG00000091140,116.71,100.36,107.87,111.73,86.7,169.07,173.67,151.76,146.45
ENSG00000091157,6.53,6.31,12.77,9.8,9.75,10.91,10.35,7.24,8.4
ENSG00000091164,98.71,62.81,60.66,76.4,89.97,61.13,63.23,65.2,61.17
ENSG00000091181,0.0,0.02,0.0,0.24,0.15,0.0,0.0,0.0,0.01
ENSG00000091262,0.48,0.45,2.58,2.08,1.42,5.66,5.8,2.69,2.64
ENSG00000091317,45.0,34.48,32.05,28.81,18.96,22.37,33.06,22.97,28.43
ENSG00000091409,60.76,31.98,20.45,10.68,39.77,27.69,30.84,10.78,11.89
ENSG00000091428,0.74,1.17,0.51,1.08,0.81,1.52,3.57,12.81,10.72
ENSG00000091436,14.12,10.49,19.16,36.33,36.29,68.12,71.17,109.74,107.92
ENSG00000091482,0.39,0.08,0.66,11.05,29.55,160.75,184.11,249.28,183.01
ENSG00000091483,78.59,78.21,74.65,75.58,94.85,128.32,114.84,115.68,116.87
ENSG00000091490,34.36,14.26,8.91,5.48,11.16,13.06,6.82,8.06,11.29
ENSG00000091513,0.0,0.13,0.99,1.05,1.15,109.22,1.65,2.1,1.86
ENSG00000091527,200.67,138.67,113.22,234.99,250.41,190.93,213.4,188.79,169.69
ENSG00000091536,1.13,0.51,0.84,0.64,1.17,1.6,0.86,0.39,0.41
ENSG00000091542,45.9,43.93,52.63,66.4,77.85,89.99,70.84,68.58,62.51
ENSG00000091583,0.0,0.0,0.0,0.0,0.0,1.54,0.0,0.87,1.32
ENSG00000091592,8.22,11.42,14.75,26.74,39.42,23.66,23.11,19.4,27.2
ENSG00000091622,0.71,0.65,1.07,0.82,0.87,0.75,0.32,0.62,1.37
ENSG00000091640,102.04,101.2,114.08,135.63,143.56,137.63,132.26,152.59,160.76
ENSG00000091651,42.55,60.23,55.6,40.85,14.33,26.39,21.02,7.42,9.37
ENSG00000091656,1.38,0.42,1.32,0.8,1.11,3.76,6.9,5.23,8.33
ENSG00000091664,0.22,0.0,0.0,0.02,0.0,0.03,0.0,0.04,0.02
ENSG00000091704,0.0,0.27,3.92,3.75,9.74,9.07,7.1,2.02,3.05
ENSG00000091732,23.69,35.12,31.41,20.06,13.96,18.54,19.73,12.32,14.35
ENSG00000091831,0.02,0.0,0.01,0.0,0.01,0.0,0.02,0.0,0.01
ENSG00000091844,5.44,1.69,1.11,0.96,0.5,0.54,0.6,1.2,1.9
ENSG00000091879,0.16,3.36,20.97,10.52,1.65,0.68,0.03,0.26,0.39
ENSG00000091947,10.75,19.35,30.1,36.89,45.11,23.01,17.28,12.36,12.39
ENSG00000091972,53.51,28.16,15.84,16.0,30.46,15.95,13.5,16.55,19.84
ENSG00000091986,8.0,3.31,115.35,468.42,168.62,115.62,734.44,736.38,1037.14
ENSG00000092009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000092010,58.73,85.63,106.98,103.04,132.82,142.3,160.09,186.26,127.94
ENSG00000092020,35.04,24.31,15.31,15.11,13.33,16.36,24.28,24.37,25.31
ENSG00000092036,28.13,44.78,47.84,46.78,43.86,34.2,23.81,21.03,20.12
ENSG00000092051,27.63,5.13,3.14,5.39,5.08,3.64,2.71,4.92,2.84
ENSG00000092054,0.63,0.41,0.56,4.41,45.33,389.11,739.23,2549.7,2161.01
ENSG00000092067,0.0,0.0,0.13,0.05,0.0,0.0,0.0,0.0,0.0
ENSG00000092068,282.56,103.11,74.12,67.63,53.92,47.44,53.17,42.21,69.19
ENSG00000092094,27.93,27.92,38.56,36.47,22.93,28.85,25.23,23.25,21.21
ENSG00000092096,19.36,18.56,46.44,79.89,90.31,44.21,39.12,24.25,25.78
ENSG00000092098,26.93,35.6,38.71,41.4,26.67,25.63,31.15,26.4,22.97
ENSG00000092108,89.72,42.64,57.46,66.32,60.72,50.51,59.18,75.33,67.05
ENSG00000092140,63.74,65.82,46.96,40.97,34.32,29.25,27.68,10.21,15.37
ENSG00000092148,69.02,45.91,78.68,76.8,61.47,57.91,69.05,72.68,64.18
ENSG00000092199,1216.5,1141.65,920.41,974.56,1021.63,572.97,590.57,416.93,356.64
ENSG00000092200,0.33,0.04,0.05,0.22,0.03,0.0,0.22,0.16,0.0
ENSG00000092201,207.84,212.76,186.25,133.29,64.5,90.21,77.6,57.26,52.63
ENSG00000092203,48.51,56.96,59.8,72.54,75.54,59.83,76.14,52.75,49.43
ENSG00000092208,34.33,31.37,25.74,24.94,18.75,20.2,23.07,16.36,14.6
ENSG00000092295,1.4,2.26,1.63,1.89,7.94,1.96,1.41,3.22,2.21
ENSG00000092330,27.46,33.72,30.32,22.77,25.94,27.62,34.74,32.02,33.98
ENSG00000092345,10.23,2.72,2.57,0.12,0.0,0.04,0.07,0.02,0.0
ENSG00000092377,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0
ENSG00000092421,331.55,179.01,104.72,71.36,65.36,25.3,14.73,12.58,11.31
ENSG00000092439,21.71,14.95,24.56,33.26,15.77,16.53,13.52,23.76,23.23
ENSG00000092445,66.71,61.24,158.36,248.88,188.84,55.28,20.79,19.28,15.83
ENSG00000092470,16.39,20.28,24.23,11.37,7.7,14.8,17.08,11.18,14.46
ENSG00000092529,0.05,0.41,2.03,10.51,18.21,21.67,5.75,3.74,2.85
ENSG00000092531,113.16,132.01,83.88,87.58,96.73,82.65,131.2,105.27,90.4
ENSG00000092607,0.21,0.05,0.02,0.03,0.07,0.05,0.05,0.13,0.27
ENSG00000092621,327.29,254.37,453.12,815.07,461.75,146.33,149.06,100.5,92.24
ENSG00000092758,64.28,89.09,84.76,180.25,100.91,45.18,30.1,34.38,72.22
ENSG00000092820,183.27,141.0,93.2,301.62,722.36,419.76,341.48,175.37,133.89
ENSG00000092841,1557.17,1864.37,1657.1,1382.83,1469.34,2702.02,3415.22,2397.69,2463.93
ENSG00000092847,19.91,21.06,19.83,13.02,10.39,15.35,21.62,12.24,11.63
ENSG00000092850,0.8,0.84,1.11,3.82,4.12,1.43,0.7,0.36,0.31
ENSG00000092853,42.37,25.95,23.15,10.1,2.07,14.37,17.79,6.62,8.13
ENSG00000092871,13.02,12.03,13.45,17.49,22.18,10.84,10.62,5.69,7.54
ENSG00000092929,7.8,2.05,3.42,6.13,3.77,11.49,15.57,16.69,19.82
ENSG00000092931,11.89,14.0,21.6,23.09,24.35,26.48,28.66,21.37,25.89
ENSG00000092964,108.45,81.28,84.38,67.21,35.08,42.03,39.99,22.91,39.39
ENSG00000092969,1.38,0.64,30.01,85.85,51.24,48.77,71.87,37.24,46.1
ENSG00000092978,10.81,9.79,11.12,11.87,6.98,7.79,8.35,8.08,8.42
ENSG00000093000,90.69,78.95,74.99,54.9,28.81,25.64,32.82,17.28,15.26
ENSG00000093009,18.79,28.87,23.85,10.16,2.37,12.5,11.33,4.04,6.56
ENSG00000093010,8.3,15.98,17.28,16.19,27.77,19.52,38.15,24.24,30.56
ENSG00000093072,10.16,8.7,11.83,12.2,11.84,12.17,9.49,11.12,15.08
ENSG00000093100,1.33,2.07,2.34,1.84,1.94,5.41,7.77,6.66,6.02
ENSG00000093134,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.16
ENSG00000093144,77.25,72.3,69.0,61.33,48.88,51.51,66.53,57.16,45.92
ENSG00000093167,25.53,23.98,26.52,33.9,46.92,38.07,45.37,55.01,49.36
ENSG00000093183,23.54,21.3,19.63,21.26,28.36,20.52,23.04,18.0,20.84
ENSG00000093217,0.89,2.28,3.47,2.75,0.68,1.38,1.34,0.58,1.41
ENSG00000094631,39.86,54.47,120.45,143.51,117.43,99.55,89.29,65.63,71.89
ENSG00000094661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000094755,4.51,0.93,4.81,7.82,47.4,149.49,82.15,0.02,0.12
ENSG00000094796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
ENSG00000094804,119.0,98.67,55.7,23.41,4.65,30.61,33.19,11.97,13.89
ENSG00000094841,17.88,11.91,11.72,12.51,8.71,9.93,8.76,8.49,7.53
ENSG00000094880,28.21,30.19,36.61,42.97,27.08,31.04,40.99,25.11,25.46
ENSG00000094914,53.03,71.92,85.59,85.33,66.94,64.45,55.82,42.44,38.6
ENSG00000094916,130.64,118.72,200.16,146.17,78.08,137.11,124.29,117.41,131.92
ENSG00000094963,0.0,0.0,0.17,0.15,0.0,0.0,0.0,0.33,0.48
ENSG00000094975,25.84,15.27,22.78,62.06,34.78,38.21,37.9,36.56,49.04
ENSG00000095002,205.87,98.89,69.6,48.25,27.86,41.75,29.34,25.33,22.5
ENSG00000095015,6.87,7.34,11.86,15.53,21.85,15.04,15.5,8.54,7.41
ENSG00000095059,50.26,78.33,76.59,94.57,94.58,51.56,47.63,27.85,25.27
ENSG00000095066,35.14,23.69,29.4,26.81,28.31,21.82,13.53,16.94,15.39
ENSG00000095110,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
ENSG00000095139,142.51,144.59,143.88,186.41,307.42,124.82,210.9,130.02,138.05
ENSG00000095203,15.94,3.6,3.05,2.1,1.57,1.65,0.6,1.6,3.25
ENSG00000095209,14.74,14.93,15.24,30.02,24.08,23.8,16.83,21.16,17.69
ENSG00000095261,36.93,25.5,27.78,33.2,35.01,34.89,39.35,30.08,26.36
ENSG00000095303,1.31,0.24,0.27,1.64,3.82,5.37,3.27,8.69,4.93
ENSG00000095319,63.67,80.04,64.17,43.96,25.73,37.18,43.94,30.44,28.84
ENSG00000095321,5.78,11.63,14.63,24.64,34.19,33.27,31.17,27.23,34.62
ENSG00000095370,1.69,2.17,1.02,1.53,2.01,1.86,0.6,0.47,0.45
ENSG00000095380,62.2,77.27,45.92,41.67,57.61,41.7,61.61,31.23,29.35
ENSG00000095383,3.73,5.57,2.28,2.61,6.75,3.48,3.9,1.47,3.02
ENSG00000095397,2.31,3.09,6.66,9.57,24.15,7.27,5.54,4.08,4.03
ENSG00000095464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000095485,22.03,28.84,23.88,22.98,14.2,19.64,19.84,17.09,14.71
ENSG00000095539,5.56,8.23,9.93,12.78,22.06,14.95,10.47,9.1,5.44
ENSG00000095564,23.08,21.03,29.06,22.21,15.01,19.93,14.31,17.4,12.06
ENSG00000095574,13.43,10.48,8.63,9.51,13.64,7.38,6.16,8.3,10.26
ENSG00000095585,0.0,0.0,0.0,0.0,0.07,0.25,0.33,0.04,0.27
ENSG00000095587,2.5,1.19,0.04,0.05,0.01,0.03,0.08,0.39,0.91
ENSG00000095596,6.47,203.12,18.71,9.21,1.43,0.66,0.52,0.55,0.58
ENSG00000095627,0.08,0.02,0.0,0.0,0.02,0.0,0.0,0.02,0.04
ENSG00000095637,18.18,14.22,6.97,7.51,9.81,10.57,9.4,29.13,41.81
ENSG00000095713,0.54,0.28,0.5,0.87,1.27,0.47,0.09,0.52,1.57
ENSG00000095739,16.64,61.01,201.59,266.99,109.58,118.46,191.22,79.05,69.58
ENSG00000095752,1.02,7.14,1.52,7.32,18.1,3.23,13.21,2.11,3.05
ENSG00000095777,1.46,1.82,2.78,2.32,2.66,2.21,1.26,0.6,1.5
ENSG00000095787,117.33,101.78,139.17,173.48,158.8,114.16,101.04,104.99,93.68
ENSG00000095794,15.32,30.18,33.4,71.46,58.6,84.26,74.49,72.63,42.87
ENSG00000095906,28.33,48.99,43.92,33.36,37.87,37.07,35.19,20.96,19.67
ENSG00000095917,0.0,0.13,0.13,0.05,0.04,0.0,0.0,0.0,0.0
ENSG00000095932,1.47,0.68,2.16,2.22,0.37,0.42,0.0,0.0,3.86
ENSG00000095951,7.29,6.63,10.75,9.82,10.93,9.83,18.18,20.62,11.24
ENSG00000095970,0.1,0.13,0.07,0.0,0.08,0.31,0.0,0.0,0.08
ENSG00000095981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096006,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0
ENSG00000096060,35.9,28.95,23.87,14.44,12.01,23.04,16.44,11.27,12.23
ENSG00000096063,97.3,70.59,49.18,53.62,37.52,46.81,41.07,31.05,23.73
ENSG00000096070,23.48,30.31,35.99,50.22,50.79,24.49,29.46,25.84,32.6
ENSG00000096080,42.41,48.21,48.73,45.14,31.75,36.45,35.65,24.93,28.18
ENSG00000096088,0.0,0.05,0.22,0.06,0.14,0.09,0.05,0.0,1.0
ENSG00000096092,7.83,6.36,9.4,11.75,9.77,17.35,19.55,11.56,16.11
ENSG00000096093,10.35,10.72,23.15,32.73,22.99,17.8,11.04,9.95,10.63
ENSG00000096264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000096384,2510.24,2405.09,1717.94,1710.52,1544.99,1164.04,916.68,718.49,667.96
ENSG00000096395,0.18,0.13,0.0,0.47,0.97,0.38,0.15,0.0,0.0
ENSG00000096401,29.44,25.49,25.94,19.36,20.25,17.2,19.71,19.79,18.65
ENSG00000096433,17.1,12.02,6.61,6.34,7.7,2.99,4.28,1.5,2.36
ENSG00000096654,9.02,4.33,6.52,6.69,8.56,6.7,4.18,6.03,5.74
ENSG00000096696,27.31,66.97,163.92,304.33,296.43,207.16,198.67,83.4,53.08
ENSG00000096717,36.99,19.9,18.52,16.85,15.23,11.69,9.11,11.47,11.48
ENSG00000096746,432.92,423.08,466.41,386.26,192.12,220.31,219.62,176.65,176.71
ENSG00000096872,16.43,14.08,19.74,28.92,17.4,14.94,15.98,18.36,19.07
ENSG00000096968,1.53,2.27,2.89,3.8,2.91,3.52,4.35,24.87,28.54
ENSG00000096996,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000097007,43.71,47.02,83.29,83.88,76.93,48.4,49.88,38.47,48.21
ENSG00000097021,103.91,93.21,39.66,23.52,24.3,24.84,38.48,13.8,16.58
ENSG00000097033,40.8,34.01,75.78,136.75,146.62,70.2,118.39,168.86,164.34
ENSG00000097046,44.75,34.18,33.92,20.59,4.51,12.72,10.81,9.89,7.56
ENSG00000097096,3.35,2.05,5.89,16.24,11.65,8.8,6.31,10.07,7.3
ENSG00000099139,4.86,2.3,6.96,27.2,33.01,7.95,7.47,1.18,3.15
ENSG00000099194,514.1,300.71,258.13,209.0,272.39,205.51,217.0,76.22,86.46
ENSG00000099203,18.03,21.63,29.3,29.2,36.63,26.55,26.77,19.6,24.06
ENSG00000099204,32.68,30.96,27.9,41.55,59.74,82.34,112.53,150.18,105.02
ENSG00000099219,13.65,9.57,13.45,22.24,33.06,24.35,19.05,11.65,12.69
ENSG00000099246,102.04,89.96,87.56,86.29,53.07,75.79,120.01,132.14,125.79
ENSG00000099250,4.5,31.22,113.56,111.64,52.98,80.89,85.75,125.73,127.7
ENSG00000099251,0.08,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0
ENSG00000099256,9.38,4.64,14.09,8.95,6.65,16.4,18.99,12.35,13.1
ENSG00000099260,0.09,0.04,0.11,0.04,0.14,2.32,3.47,7.81,10.58
ENSG00000099282,5.96,5.74,11.9,37.72,68.82,39.43,48.23,4.2,5.72
ENSG00000099284,13.13,176.21,163.18,137.97,64.23,77.26,69.44,44.94,36.18
ENSG00000099290,45.13,39.89,45.01,42.38,37.13,31.21,40.22,40.75,35.6
