gene_id,d0,d2,d4,d10,d15,d20,d40,d60
ENSG00000138356,3.92,4.33,4.13,0.22,0.69,0.07,0.35,0.83
ENSG00000138363,222.05,227.91,191.88,91.2,82.93,68.95,43.46,42.0
ENSG00000138375,6.38,20.7,17.61,13.96,19.53,16.78,9.21,11.23
ENSG00000138376,9.8,14.29,18.15,6.23,9.63,14.05,7.84,10.91
ENSG00000138378,0.13,0.15,0.98,0.91,3.73,65.83,32.28,23.43
ENSG00000138379,0.0,0.0,0.0,0.12,0.03,0.03,0.03,0.12
ENSG00000138380,1.21,1.68,6.1,8.14,6.38,4.59,8.22,6.5
ENSG00000138381,63.35,45.13,84.85,32.58,29.83,31.16,30.84,40.19
ENSG00000138382,79.43,62.88,72.46,57.33,47.86,53.2,51.35,46.03
ENSG00000138385,820.47,341.51,370.47,149.43,134.23,129.21,105.06,126.96
ENSG00000138386,26.51,25.85,34.19,29.86,44.98,73.42,78.97,89.29
ENSG00000138395,0.0,0.02,0.05,0.35,0.62,0.2,0.06,0.0
ENSG00000138398,227.18,101.31,123.61,51.33,61.72,45.79,50.35,55.22
ENSG00000138399,27.16,32.86,41.91,55.21,31.37,47.86,31.21,38.41
ENSG00000138400,2.12,1.93,2.16,1.44,0.61,0.18,0.42,0.68
ENSG00000138411,1.76,6.19,10.92,1.5,5.07,21.91,24.91,23.26
ENSG00000138413,281.15,377.55,253.05,109.2,99.4,73.33,43.15,69.26
ENSG00000138430,319.41,160.36,160.32,157.47,129.47,88.19,99.09,87.58
ENSG00000138433,31.34,25.37,38.38,23.14,35.03,26.34,29.68,26.24
ENSG00000138434,3.9,8.5,24.4,41.36,64.87,90.73,75.05,71.43
ENSG00000138435,0.0,0.54,0.0,0.0,0.25,0.86,0.17,0.35
ENSG00000138439,9.86,11.1,19.43,7.42,6.15,3.71,5.89,4.9
ENSG00000138442,207.84,137.33,128.04,110.44,67.84,75.52,68.5,33.01
ENSG00000138443,81.91,117.85,160.17,96.8,82.17,77.47,81.34,119.98
ENSG00000138448,10.56,28.71,45.0,48.42,74.89,256.53,168.82,191.19
ENSG00000138449,0.08,0.56,39.43,5.26,17.02,7.47,11.73,16.54
ENSG00000138459,16.67,30.24,42.19,17.58,21.41,19.88,15.37,23.98
ENSG00000138463,9.54,11.62,12.46,4.82,7.04,6.02,4.14,5.48
ENSG00000138468,4.5,5.36,10.84,9.31,17.98,9.34,12.86,11.63
ENSG00000138472,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0
ENSG00000138483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138495,92.06,60.9,53.61,76.44,57.43,93.55,92.74,119.07
ENSG00000138496,2.9,4.68,2.03,0.6,6.16,5.68,4.26,16.24
ENSG00000138587,6.61,2.82,4.67,0.03,0.75,0.5,0.19,0.17
ENSG00000138592,60.63,42.97,58.59,27.59,30.03,32.49,36.64,27.76
ENSG00000138593,12.63,16.33,21.76,15.41,17.41,18.91,25.12,25.06
ENSG00000138594,25.7,38.27,39.5,9.79,17.15,17.74,13.49,12.19
ENSG00000138600,15.76,48.67,64.58,27.37,32.02,38.73,41.32,84.95
ENSG00000138604,12.09,8.74,7.99,3.74,10.71,11.13,8.5,10.23
ENSG00000138606,9.19,36.94,33.07,11.28,20.19,6.87,5.79,9.99
ENSG00000138613,6.29,8.22,13.46,9.51,9.0,5.97,7.72,9.57
ENSG00000138614,16.16,34.09,37.2,22.97,21.29,21.43,14.16,23.32
ENSG00000138615,0.0,0.01,0.14,0.11,3.22,5.68,6.77,12.16
ENSG00000138617,2.4,3.43,7.01,16.91,16.53,7.18,9.26,7.39
ENSG00000138621,4.87,13.69,12.58,8.09,6.83,9.01,3.73,6.66
ENSG00000138622,2.36,3.94,3.02,63.47,50.56,37.41,23.19,33.21
ENSG00000138623,4.09,12.79,6.46,10.43,7.77,5.56,3.14,3.2
ENSG00000138629,21.81,36.71,46.35,54.47,45.42,34.46,41.25,53.76
ENSG00000138639,0.51,2.2,22.9,3.17,8.73,9.94,21.58,24.36
ENSG00000138640,8.28,17.4,14.49,15.86,13.44,6.88,10.92,8.08
ENSG00000138641,1.66,2.73,9.64,23.03,15.36,18.19,25.81,24.2
ENSG00000138642,1.84,7.57,2.46,3.94,5.1,2.78,6.07,7.78
ENSG00000138646,8.89,10.28,8.23,1.28,1.5,0.86,1.2,1.42
ENSG00000138650,2.14,126.88,73.17,1.06,12.88,39.23,22.36,22.95
ENSG00000138653,0.0,0.0,0.08,0.03,0.11,0.05,1.5,1.83
ENSG00000138658,16.7,19.3,29.02,1.17,4.94,1.64,1.48,2.28
ENSG00000138660,24.98,19.43,20.42,9.05,6.82,4.67,6.67,6.13
ENSG00000138663,28.81,51.02,48.44,42.59,47.44,37.13,40.63,43.94
ENSG00000138668,1568.79,1142.21,1241.42,355.24,412.72,255.54,179.27,246.69
ENSG00000138669,0.78,1.32,0.81,0.21,1.24,0.37,0.81,0.52
ENSG00000138670,1.48,5.3,13.09,2.02,3.86,0.85,1.79,1.59
ENSG00000138674,114.16,105.46,132.57,122.77,146.67,201.07,177.03,119.39
ENSG00000138675,0.0,0.03,0.06,0.07,2.55,6.83,14.36,6.65
ENSG00000138678,0.58,1.01,0.27,3.55,10.52,11.53,30.93,5.53
ENSG00000138684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138685,25.65,21.56,15.53,1.85,2.89,5.99,5.34,6.26
ENSG00000138686,11.62,25.72,27.44,11.91,14.92,14.34,11.04,20.05
ENSG00000138688,9.89,13.78,24.53,27.79,23.4,40.53,32.47,41.62
ENSG00000138696,0.7,0.58,2.93,0.65,2.44,0.53,0.86,0.8
ENSG00000138698,21.53,25.02,22.78,33.38,31.45,34.92,33.36,35.03
ENSG00000138709,33.65,22.27,19.31,9.29,15.13,17.9,19.48,22.97
ENSG00000138722,0.12,0.03,0.07,0.12,0.77,0.63,0.35,0.46
ENSG00000138735,12.75,10.64,6.98,5.83,6.99,8.48,8.61,8.95
ENSG00000138738,12.57,13.59,14.87,10.69,7.97,8.97,7.72,9.94
ENSG00000138741,0.27,0.12,1.35,5.55,2.92,6.56,1.46,2.56
ENSG00000138744,1.42,1.82,0.98,5.47,4.41,7.87,4.24,6.63
ENSG00000138750,55.36,100.99,89.61,27.72,23.71,24.48,24.96,26.36
ENSG00000138755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138756,17.98,14.15,27.75,10.46,13.01,14.69,10.03,18.34
ENSG00000138757,263.45,184.17,241.49,193.55,189.35,223.65,172.16,172.34
ENSG00000138758,182.73,147.81,168.85,91.75,147.6,188.59,99.6,76.23
ENSG00000138759,9.59,13.5,18.25,6.17,14.75,19.48,12.65,11.24
ENSG00000138760,19.84,32.13,40.18,70.42,94.89,112.17,110.07,110.23
ENSG00000138764,7.56,19.87,39.87,17.8,32.2,20.6,39.82,19.0
ENSG00000138767,6.05,9.48,10.36,9.63,11.02,12.68,10.41,9.87
ENSG00000138768,114.09,53.14,66.07,43.26,44.66,47.72,50.66,44.72
ENSG00000138769,0.92,0.31,0.36,0.82,2.08,1.11,1.36,1.74
ENSG00000138771,10.75,12.58,5.83,12.25,24.1,53.64,31.08,19.75
ENSG00000138772,12.88,34.28,54.84,41.62,70.88,142.23,98.33,66.47
ENSG00000138777,33.24,67.95,101.91,60.14,62.49,49.79,46.15,49.85
ENSG00000138778,57.13,37.33,34.83,2.34,7.27,8.97,4.19,2.3
ENSG00000138780,12.37,20.45,21.58,6.62,8.75,5.38,6.32,5.24
ENSG00000138785,10.37,16.91,16.68,18.83,21.39,25.03,17.47,27.16
ENSG00000138792,0.7,2.17,1.95,2.91,13.62,3.0,4.55,1.67
ENSG00000138794,19.39,49.82,50.69,22.06,44.77,33.35,8.26,22.45
ENSG00000138795,0.88,17.71,49.99,37.07,33.44,14.13,3.87,7.03
ENSG00000138796,25.08,55.26,56.84,91.66,70.62,39.87,58.33,64.56
ENSG00000138798,0.74,2.91,0.82,1.32,3.02,3.03,4.92,9.4
ENSG00000138801,84.49,58.9,176.33,45.71,66.01,55.4,37.02,41.44
ENSG00000138802,19.52,19.66,28.24,22.45,28.72,23.72,26.53,18.97
ENSG00000138813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000138814,37.62,33.96,41.17,36.17,37.21,47.56,32.17,31.19
ENSG00000138821,9.18,68.48,48.39,15.28,14.45,7.55,3.92,2.81
ENSG00000138823,0.25,0.26,1.2,1.07,15.13,2.17,0.34,0.48
ENSG00000138829,5.87,64.47,180.33,742.32,158.39,260.02,473.15,490.72
ENSG00000138834,11.34,16.76,26.91,47.1,54.87,47.6,41.35,43.68
ENSG00000138835,7.86,13.8,14.68,40.46,63.7,103.81,115.43,116.29
ENSG00000138867,19.73,49.85,50.02,68.38,64.36,68.79,67.31,74.75
ENSG00000138892,0.0,0.0,0.59,0.0,0.08,0.0,0.0,0.0
ENSG00000138942,6.36,24.98,30.11,19.98,23.86,24.42,25.02,32.27
ENSG00000138944,2.96,6.91,1.12,0.74,1.97,1.49,1.95,2.44
ENSG00000138964,0.2,0.31,0.28,0.07,0.49,0.33,0.17,0.11
ENSG00000139044,5.16,32.54,29.06,30.76,28.83,83.78,100.49,98.06
ENSG00000139053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139055,0.0,0.0,0.21,0.57,5.82,1.76,0.22,0.07
ENSG00000139083,11.01,11.69,11.65,6.53,7.84,11.36,7.28,8.66
ENSG00000139112,25.84,37.13,40.86,47.68,80.43,105.31,74.38,66.95
ENSG00000139116,25.93,18.36,31.81,28.24,46.62,36.2,59.2,58.15
ENSG00000139117,4.31,3.12,6.39,1.09,6.01,3.82,3.99,5.01
ENSG00000139131,36.62,46.48,40.36,25.0,18.96,20.63,11.71,13.55
ENSG00000139132,10.38,5.29,6.39,1.13,2.49,2.65,2.45,2.76
ENSG00000139133,1.81,5.3,8.09,2.84,3.69,1.56,3.22,4.05
ENSG00000139144,0.0,0.01,0.08,0.0,0.43,0.0,0.0,0.0
ENSG00000139146,316.69,342.76,423.88,106.68,97.9,95.91,78.84,60.06
ENSG00000139151,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0
ENSG00000139154,35.88,25.29,26.17,16.89,24.65,20.38,23.99,25.51
ENSG00000139155,0.02,0.16,0.56,0.0,0.06,0.23,0.03,0.37
ENSG00000139160,0.34,0.6,1.52,2.03,2.86,1.34,1.41,2.7
ENSG00000139163,15.5,43.94,41.94,31.47,24.86,23.28,23.97,18.29
ENSG00000139168,102.48,70.38,114.98,71.13,72.11,60.55,58.27,68.99
ENSG00000139173,0.59,1.24,0.58,5.31,9.32,10.6,9.39,10.92
ENSG00000139174,11.55,24.09,20.0,74.26,75.3,118.56,77.96,65.85
ENSG00000139178,6.9,9.83,25.11,7.05,21.72,10.22,11.46,16.09
ENSG00000139180,34.2,59.05,38.5,84.09,77.7,105.2,61.69,54.11
ENSG00000139182,6.16,15.12,27.13,23.1,41.15,23.72,28.3,28.95
ENSG00000139187,2.7,2.26,1.5,4.78,2.5,0.93,1.28,3.19
ENSG00000139190,6.85,4.08,5.12,4.5,5.41,3.79,2.03,2.45
ENSG00000139192,0.7,0.61,0.24,1.78,5.18,2.89,3.2,8.01
ENSG00000139193,0.24,0.06,0.13,0.13,0.44,0.08,0.0,0.35
ENSG00000139194,0.12,2.93,2.38,1.23,5.25,0.0,1.01,0.74
ENSG00000139197,9.44,23.51,21.03,36.98,26.55,17.0,22.41,23.99
ENSG00000139200,8.49,3.49,6.53,0.85,4.31,4.07,1.49,3.06
ENSG00000139209,8.41,0.94,1.55,0.11,2.57,0.62,1.48,0.18
ENSG00000139211,1.72,7.67,23.96,0.97,13.04,17.13,4.56,3.59
ENSG00000139218,70.86,79.23,97.04,49.99,52.81,86.05,57.68,68.94
ENSG00000139219,3.14,6.56,228.59,359.24,229.97,173.42,29.67,11.31
ENSG00000139220,1.03,3.17,3.2,7.3,2.47,3.12,1.35,3.42
ENSG00000139223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139233,56.97,49.51,43.44,21.91,27.12,45.76,24.32,28.37
ENSG00000139239,6.81,16.37,12.59,19.22,19.84,8.59,11.06,12.8
ENSG00000139263,4.8,40.53,71.18,10.4,12.08,7.21,8.01,4.62
ENSG00000139266,1.18,3.43,5.56,7.16,9.26,9.16,12.43,22.26
ENSG00000139269,1.82,2.81,0.38,1.19,6.31,1.86,0.59,0.28
ENSG00000139278,0.06,4.01,0.26,0.23,11.73,86.88,15.26,23.87
ENSG00000139287,0.13,0.03,0.14,0.0,0.03,0.1,0.07,0.09
ENSG00000139289,12.71,11.65,16.36,3.5,37.15,65.75,46.6,35.66
ENSG00000139291,2.43,15.91,15.94,15.37,14.47,18.56,14.63,36.02
ENSG00000139292,0.04,6.8,16.52,0.82,0.61,0.53,1.73,0.75
ENSG00000139304,0.01,0.0,0.0,0.09,0.62,0.0,0.63,0.17
ENSG00000139318,145.26,157.34,116.87,27.73,35.01,31.29,5.28,4.66
ENSG00000139323,8.51,11.91,18.51,12.66,8.8,9.62,10.52,10.21
ENSG00000139324,15.44,26.94,35.9,10.05,12.63,21.01,11.27,18.4
ENSG00000139329,0.7,0.87,4.08,22.6,575.37,518.97,537.43,455.74
ENSG00000139330,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.03
ENSG00000139343,180.71,161.0,124.52,58.04,48.78,29.86,21.45,32.56
ENSG00000139344,0.13,0.07,0.43,0.41,1.07,0.2,0.0,0.18
ENSG00000139350,30.09,17.69,37.74,14.45,17.25,18.28,28.42,68.57
ENSG00000139351,0.15,0.02,0.18,0.0,0.0,0.0,0.0,0.04
ENSG00000139352,0.0,0.02,0.0,0.0,0.29,0.03,0.0,0.06
ENSG00000139354,10.15,8.24,11.66,2.08,9.31,7.17,8.25,5.85
ENSG00000139364,31.24,24.18,33.71,1.39,0.69,7.89,1.01,0.33
ENSG00000139370,11.35,17.87,17.04,9.81,9.71,8.08,13.89,11.21
ENSG00000139372,91.71,101.53,89.44,29.27,32.47,46.77,20.29,23.57
ENSG00000139405,6.4,20.11,17.3,19.77,16.16,14.2,13.49,14.89
ENSG00000139410,0.12,0.83,1.42,2.15,4.4,3.75,3.04,1.53
ENSG00000139428,11.19,22.93,24.93,65.33,44.91,40.61,26.76,39.08
ENSG00000139433,14.71,28.94,15.45,16.9,21.72,26.76,23.36,31.3
ENSG00000139436,7.93,16.41,19.54,14.01,16.95,23.08,20.25,23.22
ENSG00000139437,8.24,27.35,15.84,10.79,9.63,10.61,8.07,13.29
ENSG00000139438,0.77,9.52,8.21,14.24,4.88,6.53,6.35,20.2
ENSG00000139445,0.0,0.18,0.36,0.34,0.42,0.0,0.16,0.19
ENSG00000139496,42.11,41.31,48.15,24.79,27.8,30.86,31.45,25.38
ENSG00000139505,4.66,6.32,8.22,6.14,7.83,11.45,8.21,10.69
ENSG00000139508,0.2,2.15,3.16,4.34,3.03,6.21,3.11,4.95
ENSG00000139514,23.85,42.22,19.71,14.75,8.93,24.54,17.94,19.02
ENSG00000139515,0.0,0.0,0.0,0.03,2.15,0.34,0.0,0.0
ENSG00000139517,7.37,8.83,12.67,8.28,11.87,11.19,25.4,28.02
ENSG00000139531,9.45,13.11,18.29,26.76,29.89,21.58,16.72,27.2
ENSG00000139537,0.11,0.46,0.9,0.13,0.27,0.3,0.06,0.12
ENSG00000139540,0.0,0.13,0.59,1.17,23.12,0.6,0.1,0.0
ENSG00000139546,10.53,38.0,39.19,23.58,23.4,15.55,7.99,16.65
ENSG00000139547,0.1,0.18,0.35,0.42,0.57,0.13,0.32,0.2
ENSG00000139549,0.0,0.01,0.0,0.03,0.0,0.03,0.12,0.01
ENSG00000139567,0.09,0.31,1.0,1.02,3.13,2.35,1.55,2.54
ENSG00000139572,0.0,0.0,0.06,0.0,0.04,0.0,0.0,0.0
ENSG00000139574,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139579,38.73,38.23,26.73,15.9,21.38,22.97,19.81,28.85
ENSG00000139597,1.37,2.12,14.61,4.61,5.2,1.54,6.16,6.88
ENSG00000139610,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
ENSG00000139613,39.26,35.81,56.62,53.09,70.01,50.06,60.11,92.16
ENSG00000139618,15.49,15.73,23.85,0.93,3.51,2.26,2.4,3.67
ENSG00000139620,10.46,27.88,32.76,22.47,24.61,24.19,23.72,27.17
ENSG00000139624,17.11,52.38,54.37,34.75,44.14,32.04,32.92,38.74
ENSG00000139625,2.13,3.21,6.87,3.8,15.72,8.12,7.35,12.48
ENSG00000139626,0.06,1.04,0.07,0.62,0.05,0.0,0.24,0.17
ENSG00000139629,2.16,5.16,8.24,4.26,9.31,5.06,3.69,6.34
ENSG00000139631,2.37,5.3,12.73,8.8,11.33,5.61,6.93,8.9
ENSG00000139636,10.88,26.78,39.94,19.74,47.67,26.98,23.99,19.4
ENSG00000139637,25.32,63.56,51.17,55.53,49.17,39.02,41.86,36.4
ENSG00000139641,21.62,85.65,75.51,33.94,33.94,44.93,31.95,40.9
ENSG00000139644,271.08,415.6,454.45,285.95,307.53,284.49,282.57,266.04
ENSG00000139645,6.99,16.13,17.25,11.76,16.93,31.43,19.82,33.31
ENSG00000139648,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139651,10.2,38.2,68.1,35.14,38.01,25.2,22.42,34.4
ENSG00000139656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139668,12.9,6.15,11.6,8.73,5.09,2.65,2.19,2.74
ENSG00000139675,4.4,11.42,16.88,9.45,10.23,8.0,6.18,7.4
ENSG00000139679,1.76,4.55,3.94,1.25,5.5,1.17,0.47,1.77
ENSG00000139684,45.25,78.45,84.39,154.22,152.28,96.14,122.53,107.09
ENSG00000139687,12.95,18.35,22.8,20.61,32.03,27.51,31.28,34.59
ENSG00000139697,28.48,24.9,32.61,11.7,13.86,18.21,15.76,15.36
ENSG00000139714,0.51,0.58,0.87,0.42,1.34,0.76,0.91,0.83
ENSG00000139718,2.91,12.7,17.69,11.99,9.26,8.53,7.41,10.38
ENSG00000139719,30.87,49.54,58.46,22.31,25.97,26.04,11.64,14.12
ENSG00000139722,5.77,13.54,21.12,24.27,24.89,24.79,29.32,30.82
ENSG00000139725,6.53,15.1,13.58,32.21,26.04,29.28,38.85,29.55
ENSG00000139726,118.23,116.57,122.45,57.65,49.87,54.1,40.53,44.06
ENSG00000139734,15.46,18.74,30.95,1.96,7.35,10.06,4.01,3.6
ENSG00000139737,30.13,9.94,18.12,12.58,12.6,6.54,9.76,13.3
ENSG00000139746,60.25,47.1,57.09,23.95,26.03,19.48,17.86,20.0
ENSG00000139767,3.11,0.36,0.17,0.11,0.24,0.09,0.04,0.02
ENSG00000139780,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139793,1.64,1.31,5.42,13.97,22.9,28.71,18.63,16.96
ENSG00000139797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000139800,20.11,13.58,6.9,0.07,0.11,0.02,0.0,0.0
ENSG00000139826,4.07,5.43,8.68,6.11,6.32,5.05,3.6,4.6
ENSG00000139832,6.83,17.82,7.5,16.58,12.44,5.01,16.06,4.76
ENSG00000139835,19.0,17.46,14.75,7.27,6.87,5.56,5.86,6.74
ENSG00000139842,76.9,83.4,78.79,55.17,42.47,47.23,33.83,51.08
ENSG00000139865,0.0,0.0,1.42,0.3,0.27,0.0,0.0,0.0
ENSG00000139874,0.23,0.2,0.19,0.06,0.26,0.35,0.04,0.09
ENSG00000139880,4.19,14.3,24.31,2.86,12.09,4.66,2.15,3.55
ENSG00000139890,0.28,2.5,0.8,0.95,1.58,0.48,0.78,0.36
ENSG00000139899,0.25,0.42,0.44,0.96,2.62,1.1,0.91,1.81
ENSG00000139908,0.04,0.05,0.05,0.0,0.0,0.06,0.0,0.0
ENSG00000139910,16.66,13.35,19.32,17.25,14.16,11.11,13.55,27.04
ENSG00000139914,0.12,0.17,0.34,80.75,81.43,59.91,95.29,83.68
ENSG00000139915,0.65,1.29,0.71,0.39,1.35,1.74,1.22,1.88
ENSG00000139921,45.62,46.15,54.61,16.44,19.87,14.62,11.04,11.79
ENSG00000139926,5.42,11.43,36.64,8.56,18.3,46.39,12.94,11.61
ENSG00000139946,8.01,8.19,12.09,2.94,5.05,3.14,4.15,3.15
ENSG00000139970,1.98,1.52,8.52,0.42,0.89,0.73,0.53,0.3
ENSG00000139971,6.24,9.11,31.49,116.43,25.07,23.87,9.34,12.46
ENSG00000139973,1.03,0.39,1.1,0.2,0.67,0.78,0.55,0.36
ENSG00000139974,5.39,4.11,6.62,1.42,3.35,0.84,1.4,1.71
ENSG00000139977,7.9,14.61,25.99,7.31,10.96,12.64,10.37,12.61
ENSG00000139985,0.0,0.02,0.0,0.02,0.0,0.03,0.09,0.41
ENSG00000139988,0.45,0.64,0.28,0.0,0.12,0.0,0.04,0.0
ENSG00000139990,12.65,29.29,41.23,44.31,52.15,48.06,52.79,58.76
ENSG00000139998,23.27,35.68,43.86,4.52,15.63,40.72,23.36,41.5
ENSG00000140006,22.92,20.68,22.63,10.24,10.33,6.66,6.65,6.35
ENSG00000140009,0.06,0.05,0.14,0.81,0.61,0.25,0.26,0.12
ENSG00000140015,0.52,0.88,0.36,0.05,0.21,0.0,0.04,0.01
ENSG00000140022,7.73,16.56,17.52,1.27,3.33,2.27,0.28,0.2
ENSG00000140025,17.07,27.87,37.6,11.97,14.99,6.71,5.03,9.6
ENSG00000140030,0.0,0.0,0.0,0.0,0.02,0.02,0.07,0.02
ENSG00000140043,17.05,6.25,6.33,11.54,14.27,15.38,17.97,19.94
ENSG00000140044,11.63,19.97,23.65,12.09,27.05,28.11,11.5,21.24
ENSG00000140057,3.36,1.71,3.53,5.31,3.34,3.4,1.27,2.36
ENSG00000140067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04
ENSG00000140090,0.15,0.1,0.27,0.0,0.02,0.02,0.0,0.0
ENSG00000140092,1.19,5.27,2.56,1.63,14.04,23.58,95.01,152.74
ENSG00000140093,0.0,0.0,0.0,0.09,2.43,0.12,0.0,0.03
ENSG00000140104,0.36,3.76,7.45,6.19,5.34,4.71,2.68,5.49
ENSG00000140105,81.97,280.98,102.88,46.6,38.23,92.14,24.73,60.05
ENSG00000140107,0.0,0.0,0.04,0.0,0.0,0.0,0.1,0.0
ENSG00000140153,9.16,20.18,23.52,18.34,18.94,17.86,19.64,19.67
ENSG00000140157,39.9,90.32,62.54,41.58,31.2,52.46,24.11,34.82
ENSG00000140199,4.91,6.51,14.58,15.64,14.74,8.06,22.53,34.0
ENSG00000140254,0.22,0.33,0.3,1.18,0.92,0.88,0.12,0.35
ENSG00000140259,72.89,61.68,71.78,36.85,34.34,33.83,28.7,37.36
ENSG00000140262,61.99,90.47,108.23,72.91,74.12,70.45,70.9,77.65
ENSG00000140263,31.36,46.19,73.62,79.77,73.56,38.78,39.49,54.25
ENSG00000140264,490.75,566.75,574.64,509.36,592.29,668.87,519.26,544.5
ENSG00000140265,13.02,24.72,35.82,12.25,13.17,10.24,9.29,13.74
ENSG00000140274,0.0,0.0,0.0,0.05,0.72,2.25,0.11,0.04
ENSG00000140279,0.35,0.01,0.1,0.11,1.41,3.53,0.34,0.28
ENSG00000140280,0.84,1.98,1.52,2.02,1.83,1.29,0.88,0.76
ENSG00000140284,4.53,1.04,2.07,0.1,2.61,0.13,0.07,0.0
ENSG00000140285,0.0,0.0,0.26,1.26,7.58,5.48,18.93,21.21
ENSG00000140287,0.0,0.0,0.42,0.0,0.0,0.0,0.0,0.0
ENSG00000140297,0.0,0.01,0.18,0.03,1.09,0.29,0.13,0.0
ENSG00000140299,38.46,50.5,59.12,59.12,50.05,57.0,60.65,75.8
ENSG00000140307,152.25,199.04,226.48,105.58,116.86,134.64,114.87,138.42
ENSG00000140319,838.59,500.49,584.26,618.73,591.1,712.54,798.97,734.27
ENSG00000140320,8.52,18.38,14.31,11.96,13.45,14.77,16.34,20.64
ENSG00000140323,0.05,0.37,0.28,0.14,0.05,0.33,0.07,0.59
ENSG00000140326,2.01,7.25,9.97,8.28,9.71,7.26,6.38,14.67
ENSG00000140332,35.35,76.28,65.12,16.68,45.93,19.27,6.25,17.5
ENSG00000140350,547.46,816.49,622.11,431.85,335.65,248.27,342.38,306.74
ENSG00000140365,23.12,97.3,89.44,22.75,39.91,31.98,19.9,34.91
ENSG00000140367,20.95,20.35,23.78,21.4,29.05,35.28,41.62,44.52
ENSG00000140368,0.12,0.15,0.27,0.0,0.36,0.17,0.16,0.0
ENSG00000140374,57.99,127.35,113.76,231.33,172.81,209.1,166.96,183.71
ENSG00000140379,0.0,0.0,0.09,0.0,0.88,0.62,1.82,0.19
ENSG00000140382,62.54,42.7,50.05,47.72,47.69,37.44,30.23,39.6
ENSG00000140386,3.7,4.5,7.09,17.49,19.02,16.31,22.98,14.73
ENSG00000140391,81.87,156.69,248.71,189.31,224.35,162.35,182.89,226.06
ENSG00000140395,28.7,59.25,55.53,54.99,52.69,41.08,39.65,45.4
ENSG00000140396,9.44,10.3,16.63,10.73,11.52,12.64,12.09,15.5
ENSG00000140398,1.36,2.64,4.76,13.2,16.84,6.9,9.66,19.97
ENSG00000140400,13.87,31.28,50.32,61.2,70.87,48.6,42.42,56.06
ENSG00000140403,0.0,0.03,0.0,0.28,1.23,3.71,3.99,0.83
ENSG00000140406,6.23,18.95,14.83,9.98,13.23,18.93,9.05,10.19
ENSG00000140416,283.63,246.8,628.34,5788.38,4326.33,9051.56,9405.23,7150.22
ENSG00000140443,25.85,28.62,29.28,25.85,34.17,59.46,63.55,34.67
ENSG00000140450,2.61,2.86,2.71,3.8,9.61,13.03,3.43,5.15
ENSG00000140451,19.35,26.06,26.71,2.62,7.68,3.58,3.24,2.05
ENSG00000140455,44.01,37.54,33.77,28.05,34.5,22.31,26.81,22.66
ENSG00000140459,0.66,4.99,3.52,9.61,7.03,6.68,5.26,2.55
ENSG00000140463,15.48,20.18,23.17,24.81,25.46,18.38,18.15,20.82
ENSG00000140464,7.83,14.13,15.06,14.04,17.29,15.42,15.72,13.77
ENSG00000140465,0.08,0.05,0.0,1.0,1.67,0.52,0.3,1.4
ENSG00000140470,0.4,4.0,1.66,0.21,0.59,0.95,1.1,2.25
ENSG00000140471,2.31,5.47,8.69,4.77,5.98,5.07,4.88,6.9
ENSG00000140474,5.51,15.53,19.35,21.56,19.24,20.62,23.13,22.14
ENSG00000140478,0.59,0.19,0.2,0.0,0.29,0.0,0.0,0.02
ENSG00000140479,1.19,1.81,2.73,8.36,23.42,5.99,9.25,6.84
ENSG00000140481,1.41,3.95,2.83,6.31,3.75,0.72,0.25,0.32
ENSG00000140488,0.0,0.13,0.08,0.46,0.46,0.3,0.38,0.38
ENSG00000140497,23.4,29.71,37.11,46.46,40.84,43.29,49.26,42.41
ENSG00000140505,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03
ENSG00000140506,0.0,0.0,0.13,0.05,0.0,0.0,0.0,0.15
ENSG00000140511,8.36,4.95,28.24,7.47,9.51,4.38,7.53,6.51
ENSG00000140519,0.0,0.0,0.05,0.07,0.0,0.08,0.08,0.12
ENSG00000140521,17.92,27.87,29.04,34.48,33.43,31.86,34.44,48.16
ENSG00000140522,0.11,0.1,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000140525,47.13,101.61,106.78,9.17,26.39,19.92,13.33,20.92
ENSG00000140526,8.33,16.55,20.77,33.23,17.75,32.24,14.33,25.99
ENSG00000140527,0.0,0.1,0.47,0.31,0.12,0.0,0.11,0.04
