gene_id,heart41_0,heart41_2,heart41_4,heart41_6,heart41_10,heart41_15,heart41_20,heart41_40
ENSG00000104853,2044,1690,2056,1723,1866,1700,1599,2164
ENSG00000104856,178,111,79,48,71,30,99,107
ENSG00000104859,1016,827,1284,1046,833,426,522,807
ENSG00000104863,21,36,51,67,65,41,45,60
ENSG00000104866,622,538,733,600,665,575,592,673
ENSG00000104870,392,215,424,386,637,342,496,2811
ENSG00000104872,1631,1104,1076,915,709,763,604,731
ENSG00000104879,10,18,29,652,12872,9833,5826,492
ENSG00000104880,1030.79,781.77,1198.49,952,680.51,448.5,540.97,1123
ENSG00000104881,425,435,358,624,967,352,416,557
ENSG00000104883,28,7,26,23,21,11,21,38
ENSG00000104884,2799,1391,1833,2429,1852,1047,855,1006
ENSG00000104885,2285,1881,3790,3830,2795,1672,1455,970
ENSG00000104886,1415,1131,1047,1121,1557,1512,1042,977
ENSG00000104888,114,174,75,37,41,8,11,10
ENSG00000104889,899.49,819.97,855.21,690.1,197.36,345.97,322.94,190.13
ENSG00000104892,71,27,9,12,22,10,8,14
ENSG00000104894,0,5,10,5,4,4,1,3
ENSG00000104897,3153,2271,2567,2424,2238,1464,1364,2005
ENSG00000104899,130,178,279.44,183,94,106,121,193
ENSG00000104901,45,15,29,29,41,21,18,43
ENSG00000104903,13,33,57,27,67,31,88,74
ENSG00000104904,8306.72,7736,6095,6255,6505,5162,4883,6363
ENSG00000104907,1412,948,742,694,682,394,425,674
ENSG00000104915,498,285,336,335,391,285,370,529
ENSG00000104918,0,0,0,0,0,0,0,0
ENSG00000104921,2,0,0,0,0,0,0,0
ENSG00000104936,448,649.89,1412.3,1622,2312.67,1735.11,2419.84,1855
ENSG00000104938,0,0,0,0,0,1,2,0
ENSG00000104941,1,0,1,1,1,0,0,0
ENSG00000104946,705,482,743,668,708,479,462,832
ENSG00000104951,6.26,6,1,6.04,1,1.55,3,13.62
ENSG00000104953,12,7,82,116,195,127,133,23
ENSG00000104957,245,259,580,555,450,269,366,391
ENSG00000104960,2554.55,2266.79,4884.67,4139,3921.86,3237.72,2822.68,3787.04
ENSG00000104964,3403,1719,2736,4731,7259,5652,5656,6779
ENSG00000104967,1569,289,118,148,71,8,39,27
ENSG00000104969,1892,1514,1690,1554,1859,1486,1390,1472
ENSG00000104970,0,0,0,0,0,0,0,0
ENSG00000104972,0,0,0,0,0,0,0,0
ENSG00000104973,1390.45,1497.21,1782.33,1518,1663.14,1358.28,1235.32,1586.96
ENSG00000104974,0,0,0,0,0,0,0,0
ENSG00000104976,349,253,283,308,357,236,243,297
ENSG00000104979,1179.94,970.91,945.92,893.83,975.95,829.9,776.81,1040.85
ENSG00000104980,1627,926,791,803,1251,771,748,697
ENSG00000104983,180,133,105,92,72,56,71,104
ENSG00000104998,338,270,220,249,174,62,119,323
ENSG00000105011,777,976,580,543,104,568,393,176
ENSG00000105048,1191,1789,1778,332,519,120,1136,4506
ENSG00000105053,591,513,638,584,525,459,407,426
ENSG00000105058,1222,1188,1470,1450,1332,1316,1116,1807
ENSG00000105063,2380.84,1850.55,2186.47,2352.59,3166.1,2080.01,2192.74,1794.82
ENSG00000105072,104,135,253,221,165,133,115,240
ENSG00000105085,283.32,242.02,235,182,204.63,158.38,112,174
ENSG00000105088,1733,874,865,886,781,110,323,2292
ENSG00000105122,3,0,0,0,1,3,2,0
ENSG00000105127,889,787,780,693,616,398,460,537
ENSG00000105131,466,174,96,46,19,15,11,18
ENSG00000105135,763,787,858,848,924,742,681,985
ENSG00000105136,270.44,276.16,416.13,406.14,435.44,252.07,278.31,333
ENSG00000105137,498,384,487,563,531,499,916,1552
ENSG00000105141,0,0,0,0,0,0,0,0
ENSG00000105143,160,103,34,37,36,2,2,7
ENSG00000105146,23,21,11,15,20,1,5,7
ENSG00000105171,400,471,524,353,322,298,324,443
ENSG00000105173,860,852,439,385,202,302,260,183
ENSG00000105176,1914,1746,1201,1222,1519,858,859,1450
ENSG00000105185,706,961,687.99,716,946,741,732,640
ENSG00000105186,1988,1153,795,632,552,261,315,491
ENSG00000105193,12086.04,11555.45,11742.32,9312.83,10565.01,7148.97,5990.82,12235.7
ENSG00000105197,2148,1834,1170,1275,1501,1023,849,839
ENSG00000105198,0,0,0,0,0,0,0,0
ENSG00000105202,6832,5142,4346,3483,2639,1600,1385,2327
ENSG00000105204,225,171,907,422,433,392,532,540
ENSG00000105205,11,0,0,0,0,0,0,0
ENSG00000105219,1,3,0,1,3,1,4,8
ENSG00000105220,10388,5367,2932.95,5130.14,17289.99,14368.99,10968.75,4812.95
ENSG00000105221,2211,2003,3251,2977,3140,2318,2098,3585
ENSG00000105223,2625,1819,5212,4942,6291,4642,4516,8569
ENSG00000105227,289,237,368,356,276,167,151,917
ENSG00000105229,889,754,1269,960,924,573,483,554
ENSG00000105245,485,463,379,350,309,201,397,901
ENSG00000105246,7,1,4,0,1,0,3,2
ENSG00000105248,325,246,309,247,232,194,151,265
ENSG00000105251,36,48,457,693,698,147,237,43
ENSG00000105254,1311.93,1575.63,1427.89,1285.7,867.33,976.91,848.66,1303
ENSG00000105255,967,558,515,479,267,179,210,83
ENSG00000105258,775,546,493,514,401,439,292,472
ENSG00000105261,1,0,0,0,0,0,0,0
ENSG00000105270,620,1132,2532,2131,1989,592,1224,2472
ENSG00000105278,217,157,189,130,158,66,31,9
ENSG00000105281,7710,5067,2705,3230,2934,942,1041,907
ENSG00000105287,1397,861,1014,945,646,269,382,901
ENSG00000105289,195,31,47,32,31,2,7,16
ENSG00000105290,584,334,842,1218,2133,665,1147,2546
ENSG00000105298,911,609,816,740,559,410,458,754
ENSG00000105321,530,536,511,469,441,276,387,463
ENSG00000105323,10052,10015,10126,9718,9221,7264,6483,9133
ENSG00000105325,640,777,1125,934,716,828,708,1043
ENSG00000105327,277,136,135,91,256,103,145,89
ENSG00000105329,202,1708,1397,1141,1579,400,866,859
ENSG00000105339,123,39,51,99,144,145,221,122
ENSG00000105341,1251,1014,1101,1186,1567,1081,973,571
ENSG00000105352,0,0,0,0,0,0,0,0
ENSG00000105355,1357,1199,1615,1464,1339,1571,1470,1459
ENSG00000105357,1149,398,260,93,184,51,185,217
ENSG00000105364,1131,732,560,557,1005,608,561,699
ENSG00000105366,0,0,0,0,0,0,0,0
ENSG00000105369,11,5,6,2,16,3,4,8
ENSG00000105370,0,0,0,5,1,1,1,4
ENSG00000105371,26,57,106,29,48,33,9,14
ENSG00000105372,13075,11022,14147,10318,11343,7340,5366,10741
ENSG00000105373,4396,4190,6358.99,4865.99,4222.99,3118,2435,5716.98
ENSG00000105374,0,0,1,0,0,0,0,0
ENSG00000105376,69,60,38,7,64,15,14,95
ENSG00000105379,413,526,657.5,600,1581,1370,1027,677
ENSG00000105383,3,0,0,0,0,0,0,0
ENSG00000105388,0,0,0,0,0,0,0,0
ENSG00000105392,2,5,7,1,3,1,0,0
ENSG00000105393,1954,1637,1917,1705,1386.07,1494,1208,1623
ENSG00000105397,438,380,775,807,1152,1112,1043,1427
ENSG00000105398,0,0,0,0,0,0,0,0
ENSG00000105401,3792,3342,3284,3056,2637.65,2168,2096,2893.01
ENSG00000105402,932.34,781.85,999.81,924.63,1050.88,964.07,844.42,1056.24
ENSG00000105404,689,469,484,423,495,380,507,1091
ENSG00000105409,1307.1,229,63,312,1807.61,508,592,297
ENSG00000105419,739.89,2260.97,3478.48,3527.09,1681.5,517.64,1046.6,1793.62
ENSG00000105426,5600,5687,7160,6499,4566,2356,2010,6619
ENSG00000105427,90,12,31,20,14,7,9,2
ENSG00000105428,0,1,0,0,0,0,0,0
ENSG00000105429,2205,1740,2684,2710,3330,3228,2949,3277
ENSG00000105438,5683,5188,6600,5481,6656,3342,3444,5325
ENSG00000105443,1558,1563,4528,3242,2043,1813,1887,2388
ENSG00000105447,1226,1074,886,694,718,433,495,725
ENSG00000105464,869,58,55,90,146,49,243,319
ENSG00000105467,0,8,1,0,0,2,0,2
ENSG00000105472,112,82,115,79,70,43,162,656
ENSG00000105479,26,11,35,23,33,13,11,17
ENSG00000105483,457,639,950,1024,972,941,587,679
ENSG00000105486,2195,1941,2123,1769,567,1222,692,815
ENSG00000105492,0,0,0,0,0,0,0,0
ENSG00000105497,216,300,343,299,225,141,152,240
ENSG00000105499,245,6,1,3,16,21,29,42
ENSG00000105501,0,0,0,0,0,0,0,0
ENSG00000105507,0,0,0,0,0,0,0,0
ENSG00000105509,9,2,3,10,8,2,54,41
ENSG00000105514,640.17,496.35,565.85,475.66,577.03,409.12,441.17,528.17
ENSG00000105516,120,45,184,134,222,93,115,148
ENSG00000105518,575.83,407.65,351.15,393.34,376.97,358.88,326.83,554.83
ENSG00000105519,38,43,184,157,222,90.28,105,173.37
ENSG00000105520,292,175,102,120,193,219,367,729
ENSG00000105523,28,6,3,0,0,0,4,6
ENSG00000105538,137,25,28,26,30,28,39,79
ENSG00000105549,0,0,0,0,0,0,0,0
ENSG00000105550,5,0,0,0,0,0,0,0
ENSG00000105552,679,206,562,1045,1609,1232,1002,814
ENSG00000105556,799,659,839,841,720,562,519,554
ENSG00000105559,452,260,537,473,734,415,580,1211
ENSG00000105568,8751,7339,8137,7030,8564,8370,5810,6232
ENSG00000105576,2102,2146,2632,2184,2300,1726,1960,3103
ENSG00000105583,655.93,561.81,765.08,774.94,836.75,795.99,684.07,1048.74
ENSG00000105605,1889,510,577,256,95,0,22,23
ENSG00000105607,739,484,508,536,408,466,283,398
ENSG00000105609,0,0,0,0,1.05,0,0,0
ENSG00000105610,5,27,266,158,33,0,1,0
ENSG00000105612,559,406,448,511,526,262,343,736
ENSG00000105613,487,183,155,159,130,47,56,19
ENSG00000105617,90,101,122,96,126,100,107,114
ENSG00000105618,1536,1356,1356,1174,978,906,1011,1350
ENSG00000105619,251,225,300,261,357,238,226,260
ENSG00000105639,271,111,103,111,210,63,65,126
ENSG00000105640,16938.16,15224.13,17732.31,13223.75,13955.28,9100.03,7147.02,16871
ENSG00000105641,62,11,6,1,2,0,0,0
ENSG00000105642,170,69,132,128,219,113,88,37
ENSG00000105643,158,144,70,48,121,106,89,51
ENSG00000105647,1800.94,1154.74,1803.46,1839.67,1668.16,1745.5,2050.3,3601.41
ENSG00000105649,185,86,46,109,329,123,156,45
ENSG00000105650,42.4,8.34,8.98,9.03,23.91,9.35,12.69,5
ENSG00000105655,2313,1786,7134,4725,5599,2969,4282,4253
ENSG00000105656,303,268,355,290,305,205,206,327
ENSG00000105662,336,284,951,693,868,475,327,703
ENSG00000105664,1,2,0,1,0,0,0,7
ENSG00000105668,42,9,6,4,3,5,4,4
ENSG00000105669,1401.96,1278,1489.62,1451,1387.41,1401.98,1239.97,1589.96
ENSG00000105671,548,519,428,416,405,466,442,891
ENSG00000105672,6,11,18,14,6,9,12,13
ENSG00000105675,11,5,1,1,1,2,0,0
ENSG00000105676,1096,649,617,612,579,493,394,545
ENSG00000105677,1350,956,676,819,1044,833,732,861
ENSG00000105679,1,1,3,0,0,1,1,3
ENSG00000105694,0,0,0,0,0,0,0,0
ENSG00000105695,4,0,0,0,0,1,25,0
ENSG00000105696,208,46,18,30,35,6,24,25
ENSG00000105697,0,0,0,3,153,24,59,38
ENSG00000105698,1517,1558,2207,2055,2655,2063,1565,1790
ENSG00000105699,2510,1156,1004,659,615,419,448,961
ENSG00000105700,2185,1563,1582,1275,1698,994,975,1549
ENSG00000105701,4980,4096,5292,4511,5013,3509,2886,4858
ENSG00000105705,613,625,1020,655,630,444,533,691
ENSG00000105707,342,163,65,141,631,79,30,145
ENSG00000105708,191,173,183,174,203,93,88,165
ENSG00000105711,44,84,56,78,157,16,17,27
ENSG00000105717,24,18,47,58,35,38,21,50
ENSG00000105722,1008,1405.99,2092,1731,1827,1102,1094,1721
ENSG00000105723,2051,1688,1704,1673,1422,1111,1035,1580
ENSG00000105726,1413,1021,1232,1007,1051,567,721,1101
ENSG00000105732,601,457,597,398,341,221,215,419
ENSG00000105737,1297,407,435,374,453,256,404,1247
ENSG00000105738,1286,1027,1220,1221,1253,756,814,1309
ENSG00000105750,202,304.01,280.04,227,147,117.09,105,133
ENSG00000105755,158,101,172,166,208,180,224,237
ENSG00000105767,447,148,253,514,843,766,1053,1770
ENSG00000105771,426,462,514,643,742,619,610,661
ENSG00000105778,1558,1420,1113,1273,1826,902,921,768
ENSG00000105784,9,8,2,1,12,26,9,55
ENSG00000105792,48,77,21,44,43,11,12,23
ENSG00000105793,335,499,335,396,463,251,270,352
ENSG00000105808,202.97,303.09,586.66,422.61,515.3,103.23,212.8,281.06
ENSG00000105810,549,2230,3073,6282,5627,3205,3830,5379
ENSG00000105819,1626,1818,1939,1749,2516,1817,1751,1424
ENSG00000105821,1099,1285,690,639,815,457,503,683
ENSG00000105825,169,85,20,15,124,27,218,966
ENSG00000105829,382,434,363,286,412,184,195,276
ENSG00000105835,2388.36,2728.63,1153.31,1322.92,2692.06,1342.25,1353.09,809.96
ENSG00000105849,672,791,440,433,497,242,291,267
ENSG00000105851,0,3,0,0,0,0,0,12
ENSG00000105852,0,0,0,0,0,0,0,0
ENSG00000105854,395,430,792,941,1307,937,997,1241
ENSG00000105855,108,152,68,24,40,21,559,894
ENSG00000105856,654,843,1132,983,1061,1135,1192,2037
ENSG00000105865,238,263,169,185,225,133,134,96
ENSG00000105866,817,771,533,437,505,355,283,258
ENSG00000105875,292,251,511,536,310,145,180,349
ENSG00000105877,146,75,1,13,70,39,63,16
ENSG00000105879,999,1065,822,671,808,587,520,566
ENSG00000105880,1,2,9,98,4,0,0,9
ENSG00000105887,2925,3489,5147,8897,7472,5326,3372,3765
ENSG00000105889,70.01,210.19,109.85,18.22,8,0,1,26
ENSG00000105894,644,304,2891,3441,2142,1237,1789,13345
ENSG00000105926,1741,1887,1570,838,552,257,378,1090
ENSG00000105928,108,108,284,460,199,166,470,1427
ENSG00000105929,17,4,0,8,15,3,16,12
ENSG00000105939,1913,3025,1755,2003,1887,1214,1299,1258
ENSG00000105948,186,312,231,239,180,137,166,281
ENSG00000105953,2527,2125,2877,4123,6003,5501,4723,2790
ENSG00000105954,0,0,0,0,0,0,0,0
ENSG00000105963,74.45,20,29.89,40,94.74,68.73,77.2,193
ENSG00000105967,0,0,0,0,0,0,0,0
ENSG00000105968,2111,1953,3527,3778.75,2316.43,4198,2814,3312.16
ENSG00000105971,15,25,110,207,447,245,664,1941
ENSG00000105974,138,38,20,9,45,51,548,3168
ENSG00000105976,524,105,129,562,629,75,185,286
ENSG00000105982,12,7,13,15,23,7,7,10
ENSG00000105983,1162,1301,741,897,1511,1065,1051,1040
ENSG00000105988,1.43,2.25,0,0,2.26,0,0,0
ENSG00000105989,6,3,18,1576,5518,3395,110,32
ENSG00000105991,0,174,209,204,81,56,32,12
ENSG00000105993,5340.35,3040.29,2739.44,3043.73,3405.11,2650.95,2981.56,3744.96
ENSG00000105996,0,4,32,26,9,0,3,46
ENSG00000105997,0,0,26,41,34,3,52,123
ENSG00000106003,304,572,155,58,7,8,74,190
ENSG00000106004,0,0,0,1,1,0,1,0
ENSG00000106006,0,0,0,0,0,0,0,0
ENSG00000106009,1013,555,988,939,770,605,510,669
ENSG00000106012,159,324,423,575,727,595,462,848
ENSG00000106013,0,0,0,10,2,0,0,2
ENSG00000106018,64,17,51,8,47,18,75,19
ENSG00000106025,350,534,465,317,256,101,133,1137
ENSG00000106028,2838,2705,1647,1663,1554,1147,1329,1176
ENSG00000106031,0,6,0,3,7,0,0,0
ENSG00000106034,6,5,161.16,100,162,42,57,318.19
ENSG00000106038,0,548,12,47,10,0,1,0
ENSG00000106049,816,843,823,1017,1503,1091,745,844
ENSG00000106052,1846,2491,2026,2442,3656,2329,2542,2685
ENSG00000106066,1062,797,737,593,863,1254,951,809
ENSG00000106069,59,41,82,67,164,170.66,227,1031
ENSG00000106070,3259,1392,1194,748,1278,1423,1048,2139
ENSG00000106077,207,183,188,185,292,293,244,184
ENSG00000106078,1240,205,61,85,65,51,492,584
ENSG00000106080,475,553,354,417,933,624,898,1539
ENSG00000106086,1814.96,2287.77,2107.74,2369.58,2446.08,973.06,1032.22,837.11
ENSG00000106089,164,84,145,78,119,68,37,78
ENSG00000106100,131,279,582,476,805,884,613,416
ENSG00000106105,6705,4687,2712,2683,3316,1712,2029,2153
ENSG00000106113,13,1,0,4,11,4,59,18
ENSG00000106123,367,170,1597,835,342,179,131,993
ENSG00000106125,39.88,47.32,112.21,133.25,93.64,53.85,289.93,123.98
ENSG00000106128,24,5,2,0,0,1,0,0
ENSG00000106133,444.19,200.34,425.68,445.54,381.13,206.01,270.15,259.73
ENSG00000106144,850,1061,1279,979,619,402,626,1176
ENSG00000106153,1759.98,1972,1712.96,1797.98,2568.97,2178.97,1885.99,2214.97
ENSG00000106178,0,0,0,0,0,0,0,0
ENSG00000106211,1609,907,1179.99,2035,7605.73,10574.45,7862,5417
ENSG00000106236,600,310,33,24,4,1,4,12
ENSG00000106244,3750.03,3583,2661.92,2544.73,2110.01,2027.54,1925.22,2273.81
ENSG00000106245,991,980,554,673,683,625,668,916
ENSG00000106246,322.29,287.16,301.83,252.36,271.53,165.78,157.24,253.17
ENSG00000106258,0,0,0,1,0,0,0,1
ENSG00000106261,1100,1607,2350,2755,2750.99,1163,1733.96,3456
ENSG00000106263,10538,8330,5810,5009,5355,3446,3449,4353
ENSG00000106266,690,601,473,395,405,242,448,429
ENSG00000106268,539,482,448,215,97,159,123,132
ENSG00000106278,10573,3913,1954,1297,338,61,228,2381
ENSG00000106290,2495,1841,2092,1895,1985,1480,1263,1562
ENSG00000106299,1176,1212,1409,1473,2113,1232,1319,2043
ENSG00000106302,0,2,0,0,0,0,0,0
ENSG00000106304,1,0,1,1,0,0,0,0
ENSG00000106305,825,782,532,478,838,624,582,392
ENSG00000106327,74,23,7,6,3,9,6,3
ENSG00000106328,2.54,0,4.28,2,0,0,5.47,0
ENSG00000106330,170,185,197,198,185,182,181,307
ENSG00000106331,2,0,0,0,0,0,0,0
ENSG00000106333,508,368,2515,5772,2634,355,868,4997
ENSG00000106336,12,14,30,24,20,26,8,14
ENSG00000106341,43,240,29,1,1,1,0,0
ENSG00000106344,1861,1427,1920,1927,1556,807,899,1157
ENSG00000106346,710,813,858,763,736,405,469,753
ENSG00000106348,1242,712,469.98,583,605,453,565,777.99
ENSG00000106351,36,83,101,104,135,224,151,177
ENSG00000106355,768,878,590,666,522,407,333,491
ENSG00000106366,116,17,19,78,186,440,540,882
ENSG00000106367,816,520,559,594,438,274,402,843
ENSG00000106384,3,0,0,0,1,0,0,0
ENSG00000106392,1450,1288,1147,1551,914,555,423,498
ENSG00000106397,813,828,834.01,1222,1478,754,1007,1285
ENSG00000106399,687,676,519,484,223,306,220,156
ENSG00000106400,689,500,748,651,663,572,660,1069
ENSG00000106404,51,69,197,116,120,30,185,1094
ENSG00000106410,0,0,0,0,0,0,0,0
ENSG00000106415,523.41,477.68,853.46,634,463.44,349.85,297.53,197.92
ENSG00000106436,0,5,2,1,0,0,0,0
ENSG00000106443,1344,1711,1485,1122,1303,820,811,1388
ENSG00000106459,462.31,487,655,575,366.74,296.73,231.08,371.69
ENSG00000106460,774,1069,1080,1589,2405,1018,1016,1761
ENSG00000106462,1090,1871,1793,1551,607,682,689,557
ENSG00000106477,272,378,549,593,530,453,362,351
ENSG00000106479,180,141,361,372,643,237,244,450
ENSG00000106483,0,0,1,2,34,97,31,448
ENSG00000106484,5454,3894,6367,7101,6770,2554,3383,8019
ENSG00000106511,1,0,2,0,1,1,1,594
ENSG00000106524,486,481,799,978,1553,948,788,680
ENSG00000106526,0,0,0,0,0,0,0,0
ENSG00000106536,48.08,77,328.81,204.33,151.08,70.09,38.19,92.59
ENSG00000106537,580,308,171,269,745,893,678,865
ENSG00000106538,2263,394,103,87,82,14,92,2753
ENSG00000106540,0,0,0.79,0,0,0,0,0
ENSG00000106541,0,0,0,0,0,0,0,0
ENSG00000106546,267,151,26.43,96,253,173,222,963
ENSG00000106554,2242.93,1585.95,1374.89,1586,2298.96,1479,1266.97,896
ENSG00000106560,0,0,6,0,0,0,4,13
ENSG00000106565,10,1,6,11,193,175,606,1969
ENSG00000106571,898,535,2279,2292,2114,1532,1075,3632
ENSG00000106588,4108.87,3305.55,2564.55,2505.44,2192.1,2017.86,1874.67,1693.74
ENSG00000106591,964,813,743,641,931,587,621,550
ENSG00000106603,1769,1420,1248,1554,1996,1508,1109,783
ENSG00000106605,539,694,655,627,751,634,586,892
ENSG00000106608,321.09,278.94,377,435.94,668,515,539,967.83
ENSG00000106609,1692,1945,1976,1953,2133,1588,1617,2957
ENSG00000106610,135,162,184,255,400.98,308,213,159
ENSG00000106615,2303.15,1789.02,1034.56,1371.93,1630.72,1434.09,1459.31,1694.87
ENSG00000106617,334,214,319,1147,2068,2349,1648,749
ENSG00000106624,1463,2097,3217,5935,6410.04,3252,5955,10985
ENSG00000106628,2284,1718,1571,1869,1519,1584,1442,1691
ENSG00000106631,50,149,2531,28344,100165,95520,84610,8472
ENSG00000106633,104,26,184,269,231,167,221,77
ENSG00000106635,419,417,464,399,551,466,454,574
ENSG00000106636,2465,1962,2201,2783,2799,2286,2421,2676
ENSG00000106638,666,1073,1010,775,843,516,611,1037
ENSG00000106648,2,0,0,0,0,0,0,0
ENSG00000106665,1948,1281,969,842,863,229,408,1093
ENSG00000106682,11683.46,10026.92,9677.18,9067.55,11217.37,8312.6,7439.33,7476.03
ENSG00000106683,3714,2322,2263,2007,2037,1034,854,1462
ENSG00000106686,3,2,6,2,1,3,3,5
ENSG00000106688,660,139,30,37,124,38,54,107
ENSG00000106689,1,20,39,80,51,4,7,0
ENSG00000106692,523,726,721,632,630,487,430,774
ENSG00000106701,90,149,112,133,231,134,128,89
ENSG00000106714,101.26,46.96,60.15,67.14,51.83,13.61,57.97,21.42
ENSG00000106723,3334,3236,2792,3060,3493,2260,2488,4168
ENSG00000106733,75,70,55,34,93,41,57,219
ENSG00000106771,2642,2430,2552,4009,7677,5648,4946,2935
ENSG00000106772,1200,259,560,673,348,462,392,301
ENSG00000106780,84,188,257,283,287,264,254,864
ENSG00000106785,523,427,247,295,163,90,58,42
ENSG00000106789,2849,1957,572,700,553,131,143,125
ENSG00000106799,1640,2653,2719,2711,2119,911,1781,3920
ENSG00000106803,1091,1086,968,882,777,367,602,1187
ENSG00000106804,28,57,136,163,137,84,69,195
ENSG00000106809,3,5,19,2,2,4,8,13305
ENSG00000106819,1,1,0,0,0,0,22,5767
ENSG00000106823,0,0,0,0,0,0,1,376
ENSG00000106829,794.02,1055.86,1356.52,790.91,423.57,298.66,253.86,596.1
ENSG00000106852,33,9,6,1,5,2,1,0
ENSG00000106853,698,791,1412,1397,1101,552,679,796
ENSG00000106868,132,106,311,517,624,454,552,762
ENSG00000106927,28,1,0,2,1,0,0,0
ENSG00000106948,1382,502,509,496,1507,603,525,815
ENSG00000106952,0,0,0,2,0,0,0,0
ENSG00000106976,1056,738,1107,1210,938,311,735,1546
ENSG00000106991,145,78,11,21,290,57,189,961
ENSG00000106992,266.51,219.4,324.79,554.62,1663.96,1195.75,735.82,891.06
ENSG00000106993,292,329,243,208,370,282,282,268
ENSG00000107014,52.87,17,4,5,5,5.86,13,7
ENSG00000107018,10.13,3,2,0,1,1.14,3,2
ENSG00000107020,246,297,179,163,245,145,179,176
ENSG00000107021,776,844,1271,1110,1037,894,735,1143
ENSG00000107036,1082,804,902,1066,1080,671,1021,1409
ENSG00000107077,943.61,342,373,428,864.07,709,759,624
ENSG00000107099,47,20,31,16,5,12,7,21
ENSG00000107104,1077.49,402,1123,3993.56,2867.4,1359.32,1677.04,3538.84
ENSG00000107105,473,68,30,45,65,57,69,1579
ENSG00000107130,1349,1886,1369,2293,2612,1962,1891,3171
ENSG00000107140,306,273,590,543,778,562,436,771
ENSG00000107147,4,0,0,0,4,3,8,7
ENSG00000107159,5,2,3,4,6,6,8,484
ENSG00000107164,2264,2231,2109,2236,2767,1410,1388,1722
ENSG00000107165,3,0,8,32,13,19,40,54
ENSG00000107175,433,426,517,613,550,564,617,757
ENSG00000107185,1254,1481,1731,1673,1772,1517,1431,1652
ENSG00000107186,2471,2499,2851,4265,5020,3933,4448,3670
ENSG00000107187,0,0,1,0,0,0,0,0
ENSG00000107201,203,571,154,170,252,199,172,305
ENSG00000107223,2547,2138,2567,2176,2266,2287,1784,3042
ENSG00000107242,99,39,18,79,208,141,109,140
ENSG00000107249,10,14,14,17,75,27,147,176
ENSG00000107262,682,805,854,1267,1962,1777,1030,1075
ENSG00000107263,2652,1524,1607,1832,2374,2409,3318,2620
ENSG00000107281,632,181,76,325,524,310,435,1902.87
ENSG00000107282,22.77,41,91,45,85.27,187,163,1511.03
ENSG00000107290,2000,2954,2137,2120,2369,2034,2364,2278
ENSG00000107295,132,29,5,4,1,2,6,15
ENSG00000107317,17,6,15,4.56,94,34,65,187.76
ENSG00000107331,816,311,975,1791,2250,1134,897,1522
ENSG00000107338,213,575,509,415,629.83,611.9,933,1157
ENSG00000107341,2789,3883,5033,4981,4802,2458,2206,2759
ENSG00000107362,967,824,763,513,512,307,251,241
ENSG00000107371,695,795,499,330,256.94,201.91,181,249
ENSG00000107372,3064.31,3013.36,3557.56,3317.09,4961.34,2824.56,2868.46,3612.94
ENSG00000107404,1127,1113,1091,1010,1231,648,638,962
ENSG00000107438,2546,1810,1309,743,1787,5377,5559,1355
ENSG00000107443,1205,1088,778,854,957,660,532,350
ENSG00000107447,0,0,0,1,0,0,0,0
ENSG00000107485,3,251,1060,1064,611,62,62,73
ENSG00000107518,203,203,84,247,303,81,205,1660
ENSG00000107521,581,564,893,811,1308,854,796,826
ENSG00000107537,436,357,307,307,715,450,299,455
ENSG00000107551,284,64,214,377,788,953,1097,356
ENSG00000107554,1224,519,1148,1099,1118,777,483,976
ENSG00000107560,426,570,472,517,920,505,498,776
ENSG00000107562,775,476,533,527,867,953,3301,5274
ENSG00000107566,1095,1391,1370,1120,758,460,478,1246
ENSG00000107581,17128,17460,13197,12127,16672,9372,9729,10230
ENSG00000107593,1,0,0,1,0,0,0,0
ENSG00000107611,6,9,45,40,21,25,61,60
ENSG00000107614,206,256,293,213,178,136,131,134
ENSG00000107625,1513.61,1801.83,1667.78,1617.77,2072.9,1348.83,1215.93,1407.88
ENSG00000107643,1281,1568,1456,1344,1413,709,688,763
ENSG00000107651,2175,1826,1453,1404,1974,1285,1422,1509
ENSG00000107669,678,715,766,881,1543,1008,926,970
ENSG00000107672,1223,985,944,991,686,679,480,578
ENSG00000107679,842,955,929,810,1274,680,1036,2374
ENSG00000107719,1521,680,583,507,558,355,238,624
ENSG00000107731,1368,385,2897,4649,7663,2295,2348,5314
ENSG00000107736,205,209,590,60,19,8,29,27
ENSG00000107738,16,0,2,13,77,51,429,67
ENSG00000107742,74,18,8,6,30,36,1029,3118
ENSG00000107745,935,959,1099,1283,1427,1181,1017,1524
ENSG00000107758,824,1140,1107,1203,1323,816,916,1547
ENSG00000107771,698,738,749,724,1198,918,1265,1451
ENSG00000107779,2548.81,2872.04,1961.5,2304.41,2907.83,1457.4,1546.24,2713.31
ENSG00000107789,498,605,433,379,414,201,263,315
ENSG00000107796,35,47,502,6305,7220,11478,8828,9447
ENSG00000107798,979,754,496,477,378,93,541,341
ENSG00000107807,0,1,6,13,60,1,40,128
ENSG00000107815,1225,734,531,486,529,265,238,418
ENSG00000107816,1805,1416,2017,1821,2256,1117,1225,1760
ENSG00000107819,52,49,46,74,502,337,555,1048
ENSG00000107821,10,21,54,46,159,121,65,353
ENSG00000107829,601,493,652,1000,1246,1030,556,600
ENSG00000107831,6,19,63,161,56,8,0,0
ENSG00000107833,1473,918,724,610,973,517,271,538
ENSG00000107854,3002,3293,2637,2515,3288,2048,1932,2247
ENSG00000107859,13,7,4,31,60,22,8,1
