gene_id,heart32_0,heart32_2,heart32_4,heart32_6,heart32_15,heart32_20,heart32_40,heart32_60
ENSG00000007314,306,109,304,105,82,34,12,4
ENSG00000007341,224,216,210,202,311,199,243,138
ENSG00000007350,1,0,0,0,2,5,5,0
ENSG00000007372,2,0,4,9,10,9,3,6
ENSG00000007376,627,593,365,364,386,293,199,19
ENSG00000007384,323,968,435,631,364,411,441,67
ENSG00000007392,1665,1986,1579,1152,863,682,897,430
ENSG00000007402,1065,963,1654,572,1525,492,111,67
ENSG00000007516,131,256,173,46,76,43,52,6
ENSG00000007520,865,956,869,758,723,801,595,429
ENSG00000007541,474.82,713.58,857.16,510.8,518.73,534,480,53
ENSG00000007545,864.28,988.6,1376.12,1304.73,1001.14,969.7,946.4,195.73
ENSG00000007866,850.27,850,1223.64,1718,3291,1663,1755,272
ENSG00000007908,0,1,4,0,2,14,1,0
ENSG00000007923,2934,3086,1755,1754,1992,1250,1105,507
ENSG00000007933,0,0,0,0,0,0,1,0
ENSG00000007944,634,158,332,521,746,395,752,209
ENSG00000007952,0,0,1,0,22,174,5,1
ENSG00000007968,301,352,223,90,30,205,104,5
ENSG00000008018,3949,4337,2762,4115,1551,2123,1429,385
ENSG00000008056,475.7,289,141,250.93,594,378,294,248
ENSG00000008083,11194,3991,5386,2019,1100,669,511,199
ENSG00000008086,597,773,767,365,618,504,563,192
ENSG00000008118,22,8,50,164,153,67,46,16
ENSG00000008128,692.33,610.03,603.43,547.56,232.74,306.47,268.02,460.44
ENSG00000008130,1592,1617,1664,1358,831,895,933,184
ENSG00000008196,0,0,0,13,5,1,0,0
ENSG00000008197,0,5,0,0,0,0,0,0
ENSG00000008226,12,20,28,16,50,18,28,8
ENSG00000008256,606,581,680,824,1413,858,2078,1006
ENSG00000008277,658,403,571,443,413,203,118,64
ENSG00000008282,1327,1737,1097,1182,985,883,1255,501
ENSG00000008283,516,342,164,95,87,186,157,24
ENSG00000008294,2088,2239,1845,2979,2287,2175,3092,1404
ENSG00000008300,1256,1024,944,366,254,277,140,15
ENSG00000008311,6838,1675,2285,3528,1050,1153,1123,557
ENSG00000008323,517,504,110,19,11,21,17,0
ENSG00000008324,925,526,325,243,162,104,120,34
ENSG00000008382,329,412,524,377,287,293,223,28
ENSG00000008394,5007,2267,1487,1587,489,1166,408,110
ENSG00000008405,917,791,653,1252,634,627,746,310
ENSG00000008438,0,0,0,0,0,0,0,0
ENSG00000008441,14,12,4,4,150,357,2958,2312
ENSG00000008513,239,792,1577,4450,2608,3886,3274,1564
ENSG00000008516,979,632,247,5,4,2,8,5
ENSG00000008517,6,6,0,5,34,72,110,21
ENSG00000008710,883.25,1001.99,1570.64,1168.88,2098.56,2065.78,2269.43,211.32
ENSG00000008735,259,190,132,318,38,57,75,2
ENSG00000008838,2229,2375,2683,2650,1613,1798,1286,194
ENSG00000008853,485,931,968,863,3577,1311,2067,399
ENSG00000008869,719,746,866,1198,1130,955,723,313
ENSG00000008952,2570,2266,2438,3354,2152,1842,3025,2440
ENSG00000008988,17169.89,18299.97,17744.99,12306.9,12090,9388.87,10083.96,8426.97
ENSG00000009307,23908,23409.99,21120,20571,23959,16562,16354,6705
ENSG00000009335,2841,2912,2257,2739,2454,2439,1903,491
ENSG00000009413,245,410,776,962,1205,1104,1260,818
ENSG00000009694,46,131,94,14,19,30,50,7
ENSG00000009709,6,26,86,10,1,0,0,0
ENSG00000009724,7,3,0,3,0,0,0,0
ENSG00000009765,0,0,0,0,0,0,0,0
ENSG00000009780,280,303,280,246,265,209,263.83,209
ENSG00000009790,1,0,0,2,2,4,0,0
ENSG00000009830,724,700,557,491,854,600,447,73
ENSG00000009844,1712,1777,1208,1859,1285,978,1102,510
ENSG00000009950,128,33,204,7,3,2,2,3
ENSG00000009954,4992,6316,5679,4406,3695,3508,3221,2227
ENSG00000010017,1257,1583,1761,2268,1900,2127,1677,745
ENSG00000010030,10,6,1,0,1,3,7,0
ENSG00000010072,305,402,347,549,180,318,309,152
ENSG00000010165,1811,1730,964,742,536,508,445,89
ENSG00000010219,63.46,65.81,108.04,96.2,263.16,385.33,221.87,89
ENSG00000010244,7787,7874.23,6226,5653,2909,2989,3009.74,1427.78
ENSG00000010256,3578,3279,2519,2869,5414,4364,1899,221
ENSG00000010270,938,1018,1027,2268,1234,1340,736,198
ENSG00000010278,2883,1988,360,98,169,222,481,286
ENSG00000010282,1,0,0,18,1038,17,716,44
ENSG00000010292,7459,7401,8017.88,4517,1395,3137.81,1845,347.37
ENSG00000010295,239,373,454,395,386,341,410,177
ENSG00000010310,6,4,88,181,234,190,53,17
ENSG00000010318,133,134,192,274,470,139,106,32
ENSG00000010319,95,91,468,102,181,148,72,3
ENSG00000010322,2336,2725,3999,4681,3052,3596,3280,438
ENSG00000010327,8,4,20,10,63,12,29,3
ENSG00000010361,318,419,301,244,208,283,263,42
ENSG00000010379,0,1,31,26,30,72,41,1
ENSG00000010404,1124.9,1392.98,2166.23,1879.01,1321.92,1239.02,1461.03,1169.36
ENSG00000010438,0,0,0,0,0,0,0,0
ENSG00000010539,314,456,299,550,301,228,239,85
ENSG00000010610,141,35,104,138,385,156,118,14
ENSG00000010626,17.3,30.55,84.7,45.77,227.02,210.65,211.63,66
ENSG00000010671,22,22,8,6,34,17,5,0
ENSG00000010704,32,19,17,14,30,115,140,23
ENSG00000010803,662,690,1892,3079,2104,3142,1449,455
ENSG00000010810,2211,1597,2329,1661,1130,880,1421,748
ENSG00000010818,270,341,492,643,1141,1246,942,617
ENSG00000010932,0,0,0,4,0,7,33,34
ENSG00000011007,2738,3377,1920,2464,1666,1563,1566,708
ENSG00000011009,3019,2440,1589.62,1771,961,901.58,616.97,66
ENSG00000011021,840.43,564.54,855,1297,1060,1359,549,163
ENSG00000011028,656,2624,8023,2456,3361,5323,5435,621
ENSG00000011052,112.64,28.26,115.48,97.3,146.9,76.65,10.8,0
ENSG00000011083,0,1,0,0,1,3,0,0
ENSG00000011105,1076,1300,1060,1123,8095,5604,5320,548
ENSG00000011114,1177,1378,1847,1370,1403,1521,1555,740
ENSG00000011132,303,244,277,215,177,196,107,8
ENSG00000011143,379,443,700,355,350,265,258,63
ENSG00000011198,427,397,252,499,216,319,506,174
ENSG00000011201,8912.93,6313.94,2055,1347.97,1037.98,2408.97,7469,2387
ENSG00000011243,1931,1716,2441,2090,1955,1524,1439,936
ENSG00000011258,2481,2117,2346,1679,1415,846,1082,504
ENSG00000011260,2599.99,2449,1423,1366,465,278,400,137
ENSG00000011275,1403.95,1432.2,1589.64,1349.68,1589.82,1588.51,1847.75,565.52
ENSG00000011295,1843,1945,1183,1087,1502.78,779,834.84,291
ENSG00000011304,17878,18325,12653,6724,2279,3237,3353,662
ENSG00000011332,297,257,280,185,75,128,42,4
ENSG00000011347,521,408,341,525,1486,200,160,33
ENSG00000011376,2262,1763,1508,1215,1861,1278,773,210
ENSG00000011405,3939,3033,2595,3026,1997,1529,1682,1528
ENSG00000011422,273,230,227,61,38,393,167,30
ENSG00000011426,3318,4079,4277,4098,811,3606,2101,1287
ENSG00000011451,1816,2094,2087,1851,1575,1548,1523,263
ENSG00000011454,999,1063,1520,1904,1901,2271,2151.65,1371
ENSG00000011465,18,7,17,32,2048,6090,34323,10509
ENSG00000011478,375,308,217,247,176,157,115,10
ENSG00000011485,2841.08,3537,2546,2373.99,1929,1869,1255,349
ENSG00000011523,1064,1265,1288,834,1041,659,898,411
ENSG00000011566,2046,1091,960,1045,1100,930,1147,596
ENSG00000011590,2,0,2,0,0,0,0,0
ENSG00000011600,0,2,0,0,0,1,0,0
ENSG00000011638,445,229,304,233,274,319,751,153
ENSG00000011677,305,106,90,11,0,4,0,0
ENSG00000012048,1374,2045,1384,730,221,556,371,206
ENSG00000012061,810,846,1259,800,1882,1323,1100,195
ENSG00000012124,4,3,1,0,17,54,1,0
ENSG00000012171,71,61,214,168,354,450,717,54
ENSG00000012174,336.52,391.2,503.63,984.28,811.44,807.82,895.06,306
ENSG00000012211,136,170,121,87,263,167,87,40
ENSG00000012223,1,0,0,0,2,0,0,0
ENSG00000012232,4184,3869,2751,8543,3932,2607,2874,429
ENSG00000012504,1,0,0,0,26,219,12,12
ENSG00000012660,5591,3995,4123,2308,1644,2251,1919,633
ENSG00000012779,18,10,18,11,11,3,9,1
ENSG00000012817,1,0,1,1,0,0,1,1
ENSG00000012822,276,434,1499,1580,2197,1914,2823,1433
ENSG00000012963,1513,2038,1602.86,1645.43,995,1182,1244,396.18
ENSG00000012983,912,971,1008,1810,1355,1203,1503,959
ENSG00000013016,665,675,750,462,1419,2327,943,483
ENSG00000013275,3124,3121,1593,2451,1204,1402,911,354
ENSG00000013288,208,199,572,534,608,661,982,454
ENSG00000013293,44,147,21,37,3,1,5,1
ENSG00000013297,149,375.12,79.98,18.04,23.3,127,38.07,7
ENSG00000013306,3726,3292,2252,795,2119,1516,1072,79
ENSG00000013364,38.91,20,76.25,44,428.31,888,926,145.27
ENSG00000013374,1305,1391,1703,2022,1236,1024,1240,1148
ENSG00000013375,1572,1615,1580,2224,1179,1606,1909,604
ENSG00000013392,154,161,217,308,381,363,360,127
ENSG00000013441,377,539,614,562,1037,580,893,1008
ENSG00000013503,713,1000,609,587,593,381,457,266
ENSG00000013523,1051.23,897.07,1177.32,754.98,696.69,1062.57,618.45,125.63
ENSG00000013561,489,584,503,1807.99,1580,1564,967,381
ENSG00000013563,244,192,332,265,724,691,500,95
ENSG00000013573,2385.83,2146.76,1998.65,1077,607.31,568.73,585.89,162.72
ENSG00000013583,808,417,548,492,1201,856,971,258
ENSG00000013588,14,12,8,9,39,257,581,278
ENSG00000013619,4,173,46,10,37,170,264,115
ENSG00000013725,2,27,12,4,25,81,11,0
ENSG00000013810,5644,4840,3946,2414,292,1298,625,165
ENSG00000014123,647,820,1006,1346,1213,1014,1178,982
ENSG00000014138,794.89,1458.39,867.58,567.67,142.69,445.39,310.33,48.74
ENSG00000014164,678,732,720,543,498,429,406,31
ENSG00000014216,3085,2768,2330,2393,2073,2646,2143,294
ENSG00000014257,23,52,352,766,94,87,169,39
ENSG00000014641,6036,4192,3277,4864,19504,12192,6176,1254
ENSG00000014824,2429,2078,2128,2291,1801,1621,1469,769
ENSG00000014914,38,53,55,19,116,185,372,122
ENSG00000014919,1070.24,1161.08,1241.22,1240.45,1221.29,1167.95,788.06,202
ENSG00000015133,1628,1244,583,497,26,35,68,10
ENSG00000015153,26,275,263,516,856,553,499,396
ENSG00000015171,864,1095,1243,1570,2127,1955,2934,2824
ENSG00000015285,23,6,24,13,18,32,3,1
ENSG00000015413,50,9,2,12,22,35,20,0
ENSG00000015475,762,382,251,240,241,278,272,58
ENSG00000015479,17509.82,17590.28,13557.01,15094.43,8700.68,7315.62,9076.57,5550.16
ENSG00000015520,6,4,12,6,3,4,4,0
ENSG00000015532,788,496,815,498,848,731,541,64
ENSG00000015568,24.99,1618.75,933.44,1849.67,485.76,765.77,185.29,635.21
ENSG00000015592,2,2,1,0,2,0,0,0
ENSG00000015676,1549,1818,1883,1697,2097,1561,1908,392
ENSG00000016082,1,41,1508,957,63,28,702,257
ENSG00000016391,476,406,460,222,333,340,199,60
ENSG00000016402,67,31,12,2,20,51,251,81
ENSG00000016490,0,0,1,0,0,0,0,0
ENSG00000016602,0,0,1,1,0,0,3,0
ENSG00000016864,646,776,1030,828,756,1021,1033,267
ENSG00000017260,2765,2674,2585,2225,2343,2316,2432,929
ENSG00000017427,0,0,7,3,21,46,2114,1565
ENSG00000017483,1151,442,69,4,4,20,33,11
ENSG00000017797,2823,3254,3066,2337.98,1581,2022,1733,839
ENSG00000018189,713,667,838,1029,667,660,540,346.99
ENSG00000018236,408,80,96,107,94,1130,931,226
ENSG00000018280,1,1,3,1,10,7,3,1
ENSG00000018408,553,724,796,1555,2624,2919,3343,2570
ENSG00000018510,2888,2612,2156,2370,1498,1652,1549,685
ENSG00000018607,0,0,0,1,1.01,2.03,1,4
ENSG00000018610,712.96,704.93,503.85,632,459,331.97,390,138
ENSG00000018625,2466.9,1052.75,1529.7,360.95,4338.78,2024.96,1090,105
ENSG00000018699,1127,1045,734,657,520,438,581,216
ENSG00000018869,77,59,89,83,69,45,80,48
ENSG00000019102,6,10,19,2,2,2,0,0
ENSG00000019144,2001,1359,2051,1921,2744,3367,3040,563
ENSG00000019169,0,0,0,0,0,0,1,0
ENSG00000019186,2,6,20,0,0,1,0,0
ENSG00000019485,370,379,543,559,1380,985,1853,705
ENSG00000019505,812,277,91,61,812,335,702,167
ENSG00000019549,24,917,1754,699,453,659,622,579
ENSG00000019582,577,354,472,731,230,326,317,75
ENSG00000019991,8,9,57,7,127,724,1273,275
ENSG00000019995,935.8,1247.65,1409.98,1662.87,2113.39,1478.31,1695.49,970.35
ENSG00000020129,1290,1396,703,665,769,647,555,92
ENSG00000020181,89,88,1604,1381,3053,5275,4305,637
ENSG00000020219,2,0,0,0,1,0,0,0
ENSG00000020256,733,1136,838,490,365,378,331,133
ENSG00000020426,647.86,464,486,472,368,338,282,306
ENSG00000020577,130,344,244,1819,2551,2116,2062,1072
ENSG00000020633,24,53,38,4,38,5,3,0
ENSG00000020922,1006,1315,1283,1317,392,506,721,365
ENSG00000021300,233,228,688,196,314,451,248,85
ENSG00000021355,320,500,676,657,1081,829,355,170
ENSG00000021461,0,0,3,0,4,0,0,0
ENSG00000021488,3,3,3,0,2,1,0,1
ENSG00000021574,1072,1060,1010,1238,889,714,694,236
ENSG00000021645,56,313,1009,157,5,105,31,49
ENSG00000021762,255,331,682,403,469,437,381,61
ENSG00000021776,4114,3330,2793,2879,1343,1338,1474,738
ENSG00000021826,495,697,1695,659,481,789,366,54
ENSG00000021852,0,0,1,4,0,1,0,0
ENSG00000022267,1281,886,576,291,972,2481,9232,4220
ENSG00000022277,1358,1576,1601,1663,1812,1523,1416,356.68
ENSG00000022355,18,41,1,0,0,6,1,2
ENSG00000022556,1445.46,823.8,332,201,119,176,185,36
ENSG00000022567,703,492,477,263,345,291,277,68
ENSG00000022840,4837,4667,4202,4755,4131,5890,3136,602
ENSG00000022976,257,349,417,144,192,251,165,54
ENSG00000023041,821,847,640,856,355,427,554,229
ENSG00000023171,630,375,634,222,334,863,577,223
ENSG00000023191,708,776,547,636,1291,1181,1141,156
ENSG00000023228,3469.05,3492.91,2898.9,5347.3,6044.1,5340.91,3537.37,1416.69
ENSG00000023287,2148,1996,2088,3276,2386,1787,2230,1828
ENSG00000023318,1013,1190,1169,1411,1223,867,1214,671
ENSG00000023330,1200,965,825,1119,2111,1647,856,324
ENSG00000023445,1,8,3,5,14,11,12,39
ENSG00000023516,1257,1089,1324,1225,1437,1838,1763,1162
ENSG00000023572,152,216,174,278,146,269,285,258
ENSG00000023608,394,344,310.21,308,272,197,194.57,238.43
ENSG00000023697,499,1181,962,704,313,312,300,116
ENSG00000023734,7226,6831,4296,6031,3848,3439,2774,1504
ENSG00000023839,17,12,17,8,16,3,9,3
ENSG00000023892,134,85,50,13,26,27,36,2
ENSG00000023902,1108,1671,1564,2486,1704,1476,1267,297
ENSG00000023909,495,355,156,171,141,125,170,127
ENSG00000024048,1042,936,1253,1658,1308,1230,1252,644
ENSG00000024422,377,583,947,602,518,1619,3078,1904
ENSG00000024526,1090,974.87,1153.89,1447,320,1226.17,726.87,262
ENSG00000024862,132,176,340,247,79,72,73,25
ENSG00000025039,515,180,313,1218,4528,2693,1673,338
ENSG00000025156,521,787,845,1016,928,620,759,375
ENSG00000025293,2521,2745,2848,1835,1230,1006,1281,417
ENSG00000025423,49,29,21,13,7,21,8,5
ENSG00000025434,228,165,224,155,145,108,90,30
ENSG00000025708,1.5,4,17,55.13,190.11,234.49,53,2
ENSG00000025770,1137,1187,1110,817,500,632,573,42
ENSG00000025772,1373,1547,1755,1419,1211,860,644,294
ENSG00000025796,4045.93,2986.82,1863.2,3104.31,2425.18,2145.01,3144.98,2967.33
ENSG00000025800,5226.34,5232.97,4178.17,4597.9,3321.69,3898.7,2974.46,969
ENSG00000026025,3388,7250,56800,63002,38481,33386,36853,10477
ENSG00000026036,139.63,158.14,99.92,104.18,15.31,63.2,98.18,1.84
ENSG00000026103,25,18,14,80,18,52,61,97
ENSG00000026297,240,170.8,260.21,166,209,157,177,57.64
ENSG00000026508,206,303,135,92,923,1386,750,182
ENSG00000026559,488,1957,1322,567,163,224,98,19
ENSG00000026652,886,1037,2146,1492,1472,1418,1123,297
ENSG00000026751,0,2,0,0,0,0,0,0
ENSG00000026950,99.12,42.88,41.05,34.06,144.79,254.17,384.23,111.13
ENSG00000027001,643,670,360,195,499,321,240,77
ENSG00000027075,351,183,615,2274,2425,1295,502,143
ENSG00000027644,1,1,572,172,2,18,5,0
ENSG00000027697,684,625,726,817,625,489,832,426
ENSG00000027847,273,368,323,238,286,392,292,58
ENSG00000027869,131,57,82,3,51,12,7,0
ENSG00000028116,625,531,450,488,441,461,439,257
ENSG00000028137,75,65,66,6,34,89,13,9
ENSG00000028203,1353,1490,1814,2229,1616,2015,1854,785
ENSG00000028277,201,89,51,12,19,125,192,65
ENSG00000028310,1356.03,1578.12,1269.02,1004.94,655.26,700.07,540.92,220
ENSG00000028528,1651,1912,2518,1956,2011,1822,2435,844
ENSG00000028839,797,656,492,416,220,198,230,87
ENSG00000029153,583,526,281,196,90,267,311,107
ENSG00000029363,8609.5,8807.84,5232,5946.87,3006.99,2638,4110.92,3172.64
ENSG00000029364,1257,1368,1419,2307,942,1112,1224,378
ENSG00000029534,198,59,34,78,114,274,156,97
ENSG00000029559,1,0,0,0,1,0,0,2
