gene_id,heart30_0,heart30_2,heart30_4,heart30_6,heart30_10,heart30_15,heart30_20,heart30_40,heart30_60
ENSG00000004948,37,343,26,5,2,3,1,0,0
ENSG00000004961,760,703,557,823,834,987,1373,698,657
ENSG00000004975,499,1991,2138,1790,1880,1161,1131,882,842
ENSG00000005001,0,14,2,6,3,0,0,0,0
ENSG00000005007,1773,2616,2965,2643,2911,1676,2806,1318,1838
ENSG00000005020,182,182,197,131,111,173,56,90,81
ENSG00000005022,5029,8808.99,5621,5549,12652,10655,7615,5236,4217
ENSG00000005059,252,334,147,135,297,35,71,8,58
ENSG00000005073,0,0,0,2,1,0,0,0,0
ENSG00000005075,331.52,983.63,736.25,671.4,644.02,361.89,570.35,327.53,304.82
ENSG00000005100,2586,2009,2097,1357,1242,798,770,490,452
ENSG00000005102,2,3,42,10,136,67,6,1,9
ENSG00000005108,62,89,105,189,162,116,53,87,61
ENSG00000005156,2820,2947,3570,3085,2432,1302,1279,680,706
ENSG00000005175,2170,884,1487,1485,1266,1621,926,677,855
ENSG00000005187,91,57,77,85,119,109,35,7,21
ENSG00000005189,90,240,214,219,401,201,390,309,267
ENSG00000005194,856,1839,1715,2089,2231.93,1198,2335,853,931
ENSG00000005206,201,681,906,857,938,601,656,358,350
ENSG00000005238,102,375,589,814,740,516,739,312,387
ENSG00000005243,0,9,3,28,90,121,164,101,363
ENSG00000005249,1209,255,488,632,1180,1384,926,485,1007
ENSG00000005302,362,494,764,649.71,741,591,461,310,392
ENSG00000005339,2650,2669,3718,3583,2847,3625,3175,2389,2619
ENSG00000005379,122,240,715,812,1008,687,153,591,784
ENSG00000005381,0,0,0,0,0,0,0,0,0
ENSG00000005421,12,10,2,3,16,0,0,0,0
ENSG00000005436,446,344,504,573,541,350,273,192,232
ENSG00000005448,211,799,817,461,815,496,140,557,384
ENSG00000005469,91,84,173,189,190,196,195,171,251
ENSG00000005471,52,32,80,98,284,362,586.72,302,448.88
ENSG00000005483,2977,2168,3141,3429,3369,4267,2395,2421,2648
ENSG00000005486,316,957,1083,1063,1275,841,846,501,555
ENSG00000005513,127,118,147,145,424,167,27,22,59
ENSG00000005700,1423,719,1218,1631,2060,2115,2467,1198,1513
ENSG00000005801,2072,1215,1399,930,1026,910,530,338,340
ENSG00000005810,1729,960,1182,1144,1157,1158,1426,1226,1185
ENSG00000005812,358,233,533,571,566,689,414,443,681
ENSG00000005844,2,33,4,2,4,0,0,0,0
ENSG00000005882,247,556,838,1297,1645,1341,1286,1106,1280
ENSG00000005884,318,431,407,647,1266,1222,1949.05,915,2278
ENSG00000005889,807,741,1536,1597,1797,1935,1759,1338,1671
ENSG00000005893,1285,757,1174,1769,2412,2627,1707,1564,2453
ENSG00000005961,74,148,191,45,100,32,7,19,47
ENSG00000005981,0,1,0,0,0,2,1,2,11
ENSG00000006007,1507,1385,1711,2231,2501,2580,2882,1523,2196
ENSG00000006015,177,565,425,274,293,161,220,84,135
ENSG00000006016,44,588,120,39,52,15,11,7,8
ENSG00000006025,50,124,209,195,265,142,125,78,173
ENSG00000006042,681.96,2877.8,3386.68,6181.72,3953.93,1505,2276.97,604,833.97
ENSG00000006047,562,309,309,88,205,129,153,153,191
ENSG00000006059,0,0,0,0,0,0,0,0,0
ENSG00000006062,104,71,128,148,96,71,80,94,159
ENSG00000006071,39,36,41,36,17,21,8,22,10
ENSG00000006116,0,3,7,1,0,1,0,0,0
ENSG00000006118,514,1931,2461,2406,3052,1434,1803,607,693
ENSG00000006125,7811,11265,12293,9022,9724.98,7016,6849.98,4489.98,7189.98
ENSG00000006128,34,1,2,0,2,10,3,1,2
ENSG00000006194,513,941,904,678,684,476,446,303,388
ENSG00000006210,24,36,24,18,91,41,31,43,188
ENSG00000006282,241,735.4,925,841,1453,1161,912,868,1128
ENSG00000006283,148,454,433,245,1661,981,460,537,147
ENSG00000006327,246,358,168,455,941,762,2928,801,456
ENSG00000006377,1,1,11,29,28,0,0,0,0
ENSG00000006432,995,1175,808,849,696,534,463,341,213
ENSG00000006451,3111,1685,2045,1517,1348,1475,950,713,908
ENSG00000006453,1270,1432,1317,1556,1740,842,406,241,183
ENSG00000006459,943,511,2323,1994,968,1196,266,477,371
ENSG00000006468,3526,904,1243,2408,3595,4843,3520,2561,3699
ENSG00000006530,906,832,998,643,1063,724,821,469,735
ENSG00000006534,3,11,20,6,22,15,6,27,126
ENSG00000006555,6,12,1,0,3,1,1,0,0
ENSG00000006576,923,422,803,799,1759,3392,2078,2734,3363
ENSG00000006606,39,22,6,0,0,1,6,0,2
ENSG00000006607,655,811,1012,923,1046,902,1170,586,762
ENSG00000006611,27,21,18,4,11,40,2,84,168
ENSG00000006625,3015.83,1268.95,1387.89,1195.98,1371.84,1418.18,1044.94,614.16,630.9
ENSG00000006634,1866.72,984.98,1231.42,874.35,606.74,476.47,396.62,174,169.63
ENSG00000006638,2,21,12,3,20,22,18,9,47
ENSG00000006652,733,397,630,855,905,848,599,261,404
ENSG00000006659,8,1,0,0,0,0,0,0,0
ENSG00000006695,463,609,531.01,665,915.16,937,847,527,403
ENSG00000006704,638,1296,1151,992,1682,1032,711,490,694
ENSG00000006712,1070,1372,1107,1618,1547,1728,2419,1060,1222
ENSG00000006715,1239,1041,2262,2705,1916,2013,1198,1082,1256
ENSG00000006740,505,529,941,865,682,435,363,300,333
ENSG00000006744,1819,2860,2360,2115,2847,1703,2529,1204,1310
ENSG00000006747,25,0,3,14.06,121,30,3,10,2
ENSG00000006756,160,534,818,1052,1204,1263,1031,820,1135
ENSG00000006757,6,57,56,11,16,16,6,11,8
ENSG00000006788,1,0,1,2,12.07,2.01,2,2,0
ENSG00000006831,1474,2222,2793,2929,3108,2933,3080,2283,2821
ENSG00000006837,22.84,50,79.3,57.04,75.69,89.36,27.39,34.56,65.63
ENSG00000007001,0,0,0,0,0,0,0,0,0
ENSG00000007038,1,0,0,0,0,0,0,0,0
ENSG00000007047,1228,2601,2568,2531,3692,2824,1211,1346,1859
ENSG00000007062,2190,941,1573,1351,644,198,35,15,34
ENSG00000007080,1305,2135,1387,1421,1335,1010,1152,600,714
ENSG00000007129,3,21,70,44,29,11,8,1,0
ENSG00000007168,2810,3761,5139.22,5112,5291.9,5246,6565,4334,5374
ENSG00000007171,72,49,1130,299,14,7,5,4,8
ENSG00000007174,8,165,60,3,13,3,2,1,0
ENSG00000007202,3810,4714,5251,5225,5363,3979,5187,2945,2986
ENSG00000007216,0,0,1,1,2,1,0,0,0
ENSG00000007237,300,1558,1274,1063,1745,1586,2821,1290,1260
ENSG00000007255,183,427,798,427,541,322,143,184,243
ENSG00000007264,177,146,88,26,57,36,2,9,0
ENSG00000007306,0,0,0,0,0,0,0,0,0
ENSG00000007312,12,75,28,12,10,2,2,1,0
ENSG00000007314,224,169,279,131,142,40,11,22,20
ENSG00000007341,261,197,255,292,358,352,204,177,235
ENSG00000007350,1,1,11,2,1,0,0,10,9
ENSG00000007372,24,40,146,453,1583,45,79,8,8
ENSG00000007376,131,530,389,353,361,223,320,125,136
ENSG00000007384,136,839,480,540,618,293,413,194,346
ENSG00000007392,1213,1495,1719,1191,1177,974,513,308,498
ENSG00000007402,919,1025,1482,699,1564,1313,311,198,137
ENSG00000007516,60,308,262,70,98,55,36,43,118
ENSG00000007520,521,1248,914,950,959,659,791,503,600
ENSG00000007541,140.72,638,911.51,732.5,655.47,351,439.09,238,311
ENSG00000007545,445.76,874.2,1229.23,1363.05,1057.35,791.89,1018.92,688.56,726.92
ENSG00000007866,573,909,1207,2024,3429,3006,3043,1601,1205
ENSG00000007908,0,14,38,36,12,5,3,0,1
ENSG00000007923,1997,2243,1861,1800,2127,1885,2281,1030,942
ENSG00000007933,0,0,0,0,0,0,0,0,1
ENSG00000007944,476,175,474,284,686,536,401,239,372
ENSG00000007952,1,0,0,0,36,65,20,1,30
ENSG00000007968,145,193,300,152,130,34,197,37,23
ENSG00000008018,2614,4253,3430,3881,2777,1563,2022,789,1160
ENSG00000008056,438,259.15,130.57,243,433,658.83,305,438,608
ENSG00000008083,9750,3324,5630,2801,1783,1463,530,692,482
ENSG00000008086,627,530,774,512,538,701,399,412,546
ENSG00000008118,38,17,79,312,499,226,67,21,123
ENSG00000008128,1013.21,689.41,527.78,622.7,426.43,374.75,389.69,144.23,256.51
ENSG00000008130,793,1623,1777,1638,1416,708,699,479,907
ENSG00000008196,0,0,10,2,5,0,0,0,0
ENSG00000008197,0,0,0,0,0,0,0,0,0
ENSG00000008226,3,21,40,17,30,24,11,8,22
ENSG00000008256,486,512,790,758,1250,1298,926,1021,1714
ENSG00000008277,783,334,608,735,623,564,133,155,141
ENSG00000008282,1293,1302,1439,1176,1407,1268,914,712,1267
ENSG00000008283,237,384,234,170,189,88,154,38,201
ENSG00000008294,2319,1700,2160,2412,2985,2750,2221,1958,2486
ENSG00000008300,630,978,1003,468,518,176,252,76,116
ENSG00000008311,6202,1411,2910,3048,1799,1549,1204,1099,834
ENSG00000008323,290,415,190,39,89,4,6,1,7
ENSG00000008324,525,561,454,261,273,169,117,94,135
ENSG00000008382,141,715,614,541,363,212,227,160,171
ENSG00000008394,4883,2676,2250,1910,1929,980,2096,306,322
ENSG00000008405,802,679,862,1144,975,631,824,367,517
ENSG00000008438,0,0,0,0,0,0,0,0,0
ENSG00000008441,14,13,10,1,16,118,66,96,1012
ENSG00000008513,216,692,974,3204,2608,2161,3199,1431,2764
ENSG00000008516,456,720,392,12,4,0,2,3,6
ENSG00000008517,7,10,21,8,204,70,41,28,115.7
ENSG00000008710,242.78,890.73,1583.63,1195.97,2047.83,1524.04,1975.56,2167.68,2493.63
ENSG00000008735,50,191,116,110,54,20,31,9,23
ENSG00000008838,1045,2261,2786,2889,2764,1415,2055,1005,956
ENSG00000008853,311,977,917,1112,3103,3023,1482,2317,2030
ENSG00000008869,647,662,902,983,1137,1095,989,814,597
ENSG00000008952,3178,2371,2978,3325,2981,3349,2164,1669,2422
ENSG00000008988,15950.76,24162.84,21244.97,17549.97,14206.93,12428.42,8431,7848,11214.99
ENSG00000009307,22823,19435,26151,23760,28549.99,29438,17528,16668,18901
ENSG00000009335,1940,2198,2445,2618,2807,2174,2925,2092,2174
ENSG00000009413,302.3,254,761,1023,1336,1744,1218,1323,1352
ENSG00000009694,57,127,129,18,33,55,5,4,6
ENSG00000009709,7,63,125,64,20,0,1,0,0
ENSG00000009724,3,4,1,2,2,1,0,0,1
ENSG00000009765,0,1,0,0,2,1,0,0,0
ENSG00000009780,276,252,352,281.89,281,333,253,226.25,403
ENSG00000009790,0,1,0,2,0,6,1,0,1
ENSG00000009830,347,656,606,599,994,707,805,496,387
ENSG00000009844,1823,1401,1592,1773,1515,1723,1226,960,1322
ENSG00000009950,92,67,364,23,30,11,3,0,3
ENSG00000009954,5486,4608,5681,4860,4633,3619,5959,2222,2468
ENSG00000010017,1374,1426,1937,2396,2426,2411,1982,1637,1993
ENSG00000010030,7,3,3,0,0,1,5,0,4
ENSG00000010072,343,289,370,460,338,273,417,203,289
ENSG00000010165,805,1406,1157,995,749,433,803,385,429
ENSG00000010219,49,137.24,158.15,165.84,409.77,369.45,337.59,213.41,328.91
ENSG00000010244,6866.75,5973,7372,6134,4627.52,3487.15,3487,1552,1744.45
ENSG00000010256,1772,3901,2759,3741,5061,4065,6386,3101,2617
ENSG00000010270,715,1182,1282,2250,1797,1351,1931,836,777
ENSG00000010278,2245,1551,582,102,398,174,136,116,572
ENSG00000010282,0,1,0,19,348,771,28,872,1254
ENSG00000010292,5282.99,8410,8348,6162.2,4391,1548,3233,1226,1407
ENSG00000010295,178,324,510,428,556,330,340,219,337
ENSG00000010310,11,23,79,263,317,238,141,106,260
ENSG00000010318,147,194,262,258,387,395,165,137,248
ENSG00000010319,53,112,601,106,189,264,68,221,226
ENSG00000010322,1029,2803,3942,5142,4467,2574,2960,2050,2736
ENSG00000010327,4,7,17,10,64,54,14,7,31
ENSG00000010361,167,573,339,350,344,181,291,172,240
ENSG00000010379,0,2,6,25,59,36,26,14,5
ENSG00000010404,1442.41,1676.94,2801.71,2778.18,2278.87,2078.52,1034.52,1119.42,2384.52
ENSG00000010438,0,0,0,0,0,0,0,0,0
ENSG00000010539,162,387,339,378,279,276,328,154,213
ENSG00000010610,134,66,105,127,326,184,13,14,41
ENSG00000010626,18.29,61.32,96.07,102.77,310.02,305.53,108.96,216.49,348.34
ENSG00000010671,29,26,4,3,8,28,13,3,7
ENSG00000010704,24,26,25,21,39,33,32,41,78
ENSG00000010803,486,800,1501,3571,3433,2538,3246,1163,1151
ENSG00000010810,1943,1824,2724,2045,1524,1230,1239,609,1288
ENSG00000010818,412,198,540,730,1145,1542,1162,1441,1292
ENSG00000010932,1,0,0,19,39,24,0,0,1
ENSG00000011007,1749,2036,1956,2178,1929,1519,2455,1233,1648
ENSG00000011009,1253.42,2439.8,1787.09,2041,1472.83,722,1134,559,641
ENSG00000011021,643,697,879,1108.45,1458,1164,1948,759,731
ENSG00000011028,352,3970,7152,3432,5529,2435,1510,622,3731
ENSG00000011052,7.63,56.59,74.11,137.34,243.62,69.14,104.22,23.39,27.43
ENSG00000011083,0,0,0,4,6,1,0,0,2
ENSG00000011105,520,1098,1281,1390,7512,7207,6021,9108,7910
ENSG00000011114,1267,1098,1944,1871,1643.01,1657,1527,1043,1341
ENSG00000011132,85,317.99,268,280,234,112,194.18,114,145
ENSG00000011143,139,550,645,533,442,231,366,181,211
ENSG00000011198,396,333,320,354,323,309,385,258,626
ENSG00000011201,8662.61,3517,2669,1428,1196.98,1915.89,679.98,331,3016.94
ENSG00000011243,1690,2021,2701,2587,2894,2181,1739,1408,1892
ENSG00000011258,3009,1404,2973,2166,1864,1974,724,832,762
ENSG00000011260,2180,1961,1897,1376,953,498,340,200,265
ENSG00000011275,941.42,1219.08,1676.49,1387.18,1829.76,1432.78,2049.03,1212.75,1639.33
ENSG00000011295,1532,1722,1643.29,1240.26,1795,1506,1007,760,815
ENSG00000011304,9258,15261,13581,8582,5266,1963,2584,883,1477
ENSG00000011332,91,202,259,185,148,81,251,43,30
ENSG00000011347,490,399,405,614,1852,1375,148,415,289
ENSG00000011376,1358,1475,1661,1462,1955,1390,1727,742,644
ENSG00000011405,5532,1354,3015,2893,2489,3129,1851,1489,2228
ENSG00000011422,174,285,291,173,76,60,177,44,59
ENSG00000011426,4617,2778,4717,4246,2862,2154,8571,1696,1147
ENSG00000011451,872,2066,2019,1972,2193,1660,1657,1192,1368
ENSG00000011454,1288,1003,1905,2112,2774,2524,2574,1803,2511
ENSG00000011465,15,7,10,10,667,2046,616,585,7831
ENSG00000011478,155,449,228,209,286,146,125,108,143
ENSG00000011485,1763.99,3713,2938,2835,2506.05,1641.99,2473,1151,1353
ENSG00000011523,808,920,1423,1076,1116,1168,909,910,1415
ENSG00000011566,2533,699,1339,1127,1342,1794,1159,1047,1058
ENSG00000011590,2,1,1,0,0,0,0,0,1
ENSG00000011600,0,1,1,1,3,0,0,0,0
ENSG00000011638,198,296,491,228,519,202,276,239,1438
ENSG00000011677,205,111,95,12,9,0,2,0,0
ENSG00000012048,1404,1508,1617,791,434,315,730,285,222
ENSG00000012061,572,998,1319,1365,2002,1575,1161,927,1085
ENSG00000012124,3,1,0,0,11,26,9,2,0
ENSG00000012171,33,72,222,213,528,324,303,328,526
ENSG00000012174,406.83,298.62,586.93,1098.68,1169.07,1108.82,858.98,683.38,708.89
ENSG00000012211,109,243,143,138,232,172,108,67,90
ENSG00000012223,0,1,0,0,0,0,0,0,0
ENSG00000012232,2100,3595,3721,6329,5591,3015,2719,2854,2659
ENSG00000012504,0,0,0,0,12,115,16,4,4
ENSG00000012660,6005,4216,5384,2801,3024,2116,2048,906,1756
ENSG00000012779,36,14,20,24,29,13,0,1,7
ENSG00000012817,1,2,0,1,1,0,0,1,1
ENSG00000012822,257,525,1346,2085,2271,2621,1298,1521,3202
ENSG00000012963,1317.33,1700.3,1837,1829,1152,1062,1667,1072,1469
ENSG00000012983,1240,628,1246,1681,1928,2147,1212,828,1169
ENSG00000013016,494,582,704,656,1155,1320,2055,792,1902
ENSG00000013275,1912,2343,1751,2276,1673,1220,2243,699,651
ENSG00000013288,153,226,560,677,521,558,402,383,797
ENSG00000013293,45,143,13,34,4,0,0,0,1
ENSG00000013297,188.55,571.2,109.1,22.04,38.07,44.1,18.01,12.04,17.1
ENSG00000013306,1556,3729,2552,1579,2424,1458,1548,852,929
ENSG00000013364,58,119.2,142.76,115.38,437.81,356.18,642,419,1030.82
ENSG00000013374,1502,1508,1891,2067,1637,1519,1357,857,1320
ENSG00000013375,1427,1401,1947,1862,1926,1626,1598,713,1534
ENSG00000013392,144,133,263,259,499,450,427,243,582
ENSG00000013441,488,452,960,711,1625,1290,437,635,720
ENSG00000013503,521,564,681,696,629,683,568,423,424
ENSG00000013523,663.18,990.1,1332.66,933.46,1662.3,888.79,723.23,395.97,556.32
ENSG00000013561,425,509,563,1515,1705,1762,2363,815,1230
ENSG00000013563,137,372,404,337,555,603,430,500,733
ENSG00000013573,1572.78,1780.59,2045.68,1198.92,1037.5,605.65,751.11,399.47,420.36
ENSG00000013583,625,583,597,645,1278,1022,1131,639,905
ENSG00000013588,12,8,5,6,157,72,279,66,540
ENSG00000013619,17,151,41,15,33,77,81,43,329
ENSG00000013725,1,37,15,8,34,29,11,1,3
ENSG00000013810,3563,5373,4122,2982,1323,477,2243,381,242
ENSG00000014123,885,575,1222,1427,1667,1870,870,856,1435
ENSG00000014138,485.31,1392.91,839.19,659.76,344.55,107.43,559.6,200.44,185.37
ENSG00000014164,309,735,767,638,643,422,534,386,397
ENSG00000014216,1400,2742,2138,2914,2711,1510,2165,1245,1809
ENSG00000014257,33,66,267,895,602,145,22,41,201
ENSG00000014641,4033,5292,4379,5934,14905,16177,20170,11121,9440
ENSG00000014824,3437,1512,2592,2341,2388,3043,1732,1188,1533
ENSG00000014914,42,61,83,35,147,100,73,46,222
ENSG00000014919,763.32,1166.86,1342.48,1403.65,1651.21,1242.24,1095.79,722.03,964.09
ENSG00000015133,1394,1075,772,444,165,20,12,9,28
ENSG00000015153,47,243,268,532,731,1254,699,675,681
ENSG00000015171,998,714,1478,1670,2211,3566,2959,2344,3152
ENSG00000015285,22,22,16,9,51,18,18,6,18
ENSG00000015413,34,1,3,17,116,14,1,0,0
ENSG00000015475,474,363,372,365,447,294,233,105,92
ENSG00000015479,21483.35,12658.77,16806.29,16635.26,10808.89,13428.07,10202.03,6315.73,6198.08
ENSG00000015520,2,6,20,20,24,0,3,0,1
ENSG00000015532,576,786,1010,879,1151,835,623,568,860
ENSG00000015568,55.42,120.95,2348.2,590.8,1578.59,429.01,519.41,35.45,51.85
ENSG00000015592,3,1,3,2,0,0,0,0,0
ENSG00000015676,972,1976,2085,2134,2755,1786,1937,1489,1992
ENSG00000016082,2,57,1210,1708,402,89,17,10,32
ENSG00000016391,227,441,496,393,454,261,306,256,271
ENSG00000016402,40,36,13,4,19,60,39,93,177
ENSG00000016490,0,0,0,8,0,0,0,0,0
ENSG00000016602,0,1,0,0,3,1,0,0,0
ENSG00000016864,580,1081,1238,1047,1135,794,727,501,872
ENSG00000017260,2462,2440,3472,2316,2958,2712,2419,1758,2179
ENSG00000017427,0,0,2,3,4,41,12,8,72
ENSG00000017483,424,355,100,13,9,8,6,2,8
ENSG00000017797,3019,3652,3577,2889,2469.95,1986,1711,1115,1933
ENSG00000018189,711,576,1105,1185,1075,816,730,406,597
ENSG00000018236,456,28,84,71,105,219,708,1675,1545
ENSG00000018280,0,0,4,5,5,6,4,5,4
ENSG00000018408,639,455,761,1579,2839,4186,4033,2883,3915
ENSG00000018510,2664,1823,2541,2549,2441,2088,2236,1349,1386
ENSG00000018607,1,0,1,2,0,1,0,5,0
ENSG00000018610,529,666.95,593,644.97,622,496,419,312,411
ENSG00000018625,2605.97,1416.79,2101.57,736.85,5602.85,4789.35,406,1583,2987.88
ENSG00000018699,795,850,864,795,705,578,551,484,624
ENSG00000018869,48,67,90,103,79,98,63,56,47
ENSG00000019102,3,23,15,9,3,1,0,0,0
ENSG00000019144,1019,1196,2095,2254,3273,2938,3148,2150,2665
ENSG00000019169,0,0,0,0,0,0,0,0,0
ENSG00000019186,0,20,37,2,0,0,2,0,0
ENSG00000019485,234,293,481,630,1091,1196,1167,1489,1659
ENSG00000019505,687,265,181,135,205,781,244,2455,1803
ENSG00000019549,38,1007,1888,672,487,535,214,54,221
ENSG00000019582,582,443,592,979,733,187,59,37,86
ENSG00000019991,9,10,60,2,176,94,31,11,73
ENSG00000019995,1046.27,1087.6,1626.53,1781.28,2139.21,2398.58,1618.72,1701.76,2088.33
ENSG00000020129,300,871,724,786,896,521,1034,415,645
ENSG00000020181,43,137,1134,1718,3017,2553,988,409,1493
ENSG00000020219,0,0,0,0,0,0,0,0,0
ENSG00000020256,602,1106,971,713,606,419,389,258,370
ENSG00000020426,871,385.71,674.75,628,575,569,488,335,437
ENSG00000020577,115,204,309,1566,3840,3411,4217,2515,2289
ENSG00000020633,25,98,38,5,11,7,0,5,0
ENSG00000020922,1463,1039,1521,1233,798,696,522,325,472
ENSG00000021300,190,453,825,456,530,458,122,317,281
ENSG00000021355,360,884,822,750,1139,997,505,331,510
ENSG00000021461,1,0,1,1,2,3,0,0,2
ENSG00000021488,0,3,4,2,2,1,2,1,4
ENSG00000021574,1103,495,1191,1376,1232,1215,793,479,409
ENSG00000021645,58,199,1147,367,51,19,26,2,117
ENSG00000021762,209,387,620,535,624,434,290,334,511
ENSG00000021776,3962,2579,3078,2549,1884,1548,1335,946,1296
ENSG00000021826,489,606,1733,1408,1270,785,382,308,261
ENSG00000021852,0,0,1,2,2,0,0,0,0
ENSG00000022267,1062,833,971,661,2442,2407,4007,3738,11132
ENSG00000022277,936,1721,1805,1819,2012,1691,1690,1207,1584
ENSG00000022355,30,21,3,0,0,0,1,1,2
ENSG00000022556,876.85,667.89,549,361,235,134,234,114,116
ENSG00000022567,379,479,524,412,388,248,262,223,215
ENSG00000022840,3081,4469,4695,5214,5518,4389,7862,3720,3863
ENSG00000022976,187,369,442,267,328,240,210,133,176
ENSG00000023041,712,657,716,709,390,555,613,298,375
ENSG00000023171,502,341,696,428,751,483,434,251,615
ENSG00000023191,305,811,658,727,1514,875,1463,822,1117
ENSG00000023228,2896.97,2903.87,2993.97,4527.71,5623.61,5880.11,6876.09,3902.21,4366.59
ENSG00000023287,3380,1075,2745,2837,2740,3539,1849,2163,2667
ENSG00000023318,1160,1180,1373,1485,1430,1414,810,583,1176
ENSG00000023330,861,1221,1043,1282,2168,1747,2110,952,1274
ENSG00000023445,7,0,2,4,32,27,4,8,55.02
ENSG00000023516,1518,471,1354,1423,1730,2209,1784,1933,2291
ENSG00000023572,194,148,127,241,226,265,557,202,182
ENSG00000023608,722.65,322,434.31,358,398.25,449.64,256,275.63,245.26
ENSG00000023697,499,1378,1197,772,675,294,283,137,207
ENSG00000023734,6455,5924,5444,5862,5853,4522,4502,2284,2745
ENSG00000023839,9,12,17,12,48,25,2,4,8
ENSG00000023892,129,169,81,29,41,26,10,8,25
ENSG00000023902,503,1850,1557,2810,1905,1465,1865,983,845
ENSG00000023909,503,210,255,132,149,129,126,103,200
ENSG00000024048,1017,737,1337,1360,1355,1385,1416,995,1376
