gene_id,heart28_0,heart28_2,heart28_4,heart28_10,heart28_15,heart28_20,heart28_40,heart28_60
ENSG00000005893,957,1195,1437,1793,1556,2044,1885,2238
ENSG00000005961,41,62,67,89,92,21,31,48
ENSG00000005981,0,0,0,0,11,5,4,8
ENSG00000006007,1463,1570,2134,2572,1851,2224,1866,2663
ENSG00000006015,166,503,377,309,228,198,140,272
ENSG00000006016,15,932,182,9,7,41,32,44
ENSG00000006025,62,148,176,280,310,148,126,234
ENSG00000006042,557.98,2910.81,3077.85,2411.86,3330.88,2036.85,945.9,1675.84
ENSG00000006047,556,286,240,248,136,86,122,156
ENSG00000006059,0,0,0,0,0,0,0,0
ENSG00000006062,77,142,118,84,107,88,201,276
ENSG00000006071,31,29,35,19,27,2,2,10
ENSG00000006116,0,0,0,0,1,1,2,1
ENSG00000006118,381,2005,2326,2339,2302,2122,1095,935
ENSG00000006125,6083,10825,11642.97,8127,7015,7139.98,6131.95,6732.97
ENSG00000006128,22,6,3,2,77,19,0,2
ENSG00000006194,442,886,969,528,596,431,408,550
ENSG00000006210,21,20,13,19,164,101,222,226
ENSG00000006282,153,509,719.23,1501,1642,960,1230,1646
ENSG00000006283,77,359,338,1004,1037,335,493,703
ENSG00000006327,161,883,217,611,654,2155,1186,1093
ENSG00000006377,0,0,20,2,0,0,0,0
ENSG00000006432,1044,1625,1427,563,340,467,392,379
ENSG00000006451,2904,2101,2145,968,928,840,829,910
ENSG00000006453,1255,1120,973,1365,804,691,325,117
ENSG00000006459,962,957,2212,671,455,324,638,431
ENSG00000006468,3615,1661,1221,3344,3288,2563,3463,8657
ENSG00000006530,671,1152,934,922,681,677,543,748
ENSG00000006534,0,3,10,8,40,49,190,89
ENSG00000006555,9,5,4,0,2,0,2,1
ENSG00000006576,829,829,995,1388,1675,2076,2212,2501
ENSG00000006606,38,11,6,0,2,6,0,2
ENSG00000006607,498,1164,1179,893,941,1095,663,938
ENSG00000006611,31,16,17,1,62,12,81,196
ENSG00000006625,2881.75,1486,1487.47,874.19,806.93,625.87,470.82,830.82
ENSG00000006634,2055.91,1812.67,2089.24,297.37,331,226.19,137.52,138
ENSG00000006638,7,31,12,14,25,72,39,101
ENSG00000006652,872,1358,1070,573,649,673,587,462
ENSG00000006659,2,0,0,0,0,0,0,0
ENSG00000006695,422,514,480.45,670,551,498.67,601,460
ENSG00000006704,455,1025,1065,1363,1233,733,957,954
ENSG00000006712,1408,1375,1352,1323,1262,1405,1051,2159
ENSG00000006715,1254,1585,2537,1598,1429,1274,1017,1489
ENSG00000006740,318,309,537,526,403,271,289,500
ENSG00000006744,1576,3307,2291,2840,1744,1750,1416,2076
ENSG00000006747,11,5,2,10,139,13,2,8
ENSG00000006756,62,404,832,1288,1229,1110,1367,1823
ENSG00000006757,6,14,33,6,5,7,9,11
ENSG00000006788,0,0,2,7.17,4.02,0,0,0
ENSG00000006831,1117,2499,3121,2828,2066,2198,1774,2580
ENSG00000006837,21.57,31.74,46.15,61.97,48.78,31.38,29.17,45.41
ENSG00000007001,0,0,0,1,1,0,0,1
ENSG00000007038,0,0,0,0,0,0,0,0
ENSG00000007047,755,1535,2068,3021,2628,1810,2241,1975
ENSG00000007062,2175,2195,4206,256,745,275,59,54
ENSG00000007080,1207,1899,1537,1261,946,1003,763,1153
ENSG00000007129,2,1,46,40,12,9,0,1
ENSG00000007168,2363,4884,5851.74,4054,4059,5295.56,4669.92,6263
ENSG00000007171,51,24,266,8,20,1,8,43
ENSG00000007174,12,28,46,5,14,10,4,3
ENSG00000007202,3047,6145,5676,4807,4216,4384,3314,6526
ENSG00000007216,0,0,0,1,3,0,0,0
ENSG00000007237,174,2249,851,1021,2060,4256,3055,3092
ENSG00000007255,86,256,448,679,418,165,276,179
ENSG00000007264,144,123,52,89,8,1,4,0
ENSG00000007306,0,0,0,0,0,0,0,0
ENSG00000007312,11,25,26,4,14,0,0,1
ENSG00000007314,148,130,224,128,73,33,9,28
ENSG00000007341,223,259,313,262,260,179,184,249
ENSG00000007350,0,3,3,0,3,2,7,25
ENSG00000007372,19,12,6,20,45,13,0,9
ENSG00000007376,103,611,505,355,325,291,188,339
ENSG00000007384,117,1307,577,393,606,548,376,607
ENSG00000007392,1507,2107,2187,1042,1202,526,469,703
ENSG00000007402,688,934,1464,700,575,233,85,168
ENSG00000007516,36,380,230,99,67,26,70,98
ENSG00000007520,603,1016,854,1014,780,654,630,1043
ENSG00000007541,113,743,869.12,671.13,663,403.79,415,662.15
ENSG00000007545,347,1092.83,1501.23,1135.48,972.87,934,858.18,1106.72
ENSG00000007866,296,1108,1285,2791,2305.77,2750,2151,1863
ENSG00000007908,0,9,1,3,5,23,2,4
ENSG00000007923,2329,3168,2397,2082,1253,1381,1017,1284
ENSG00000007933,0,0,0,0,5,0,0,2
ENSG00000007944,303,115,349,511,782,436,382,784
ENSG00000007952,0,0,3,107,14,53,1,13
ENSG00000007968,83,181,348,19,147,102,20,107
ENSG00000008018,2443,4224,3737,2112,1852,1797,1245,1516
ENSG00000008056,485,314,175,587,278,278,497,526
ENSG00000008083,9087,4284,6009,1397,1166,559,843,584
ENSG00000008086,454,830,1074,410,678,566,540,498
ENSG00000008118,25,10,41,392,165,79,142,242
ENSG00000008128,1157.01,730.06,821.38,273.2,373.68,288.98,196.42,443.24
ENSG00000008130,620,1412,1549,1154,1317,988,683,1072
ENSG00000008196,0,0,0,5,0,0,0,0
ENSG00000008197,0,0,1,0,0,0,0,1
ENSG00000008226,10,31,50,29,29,13,34,35
ENSG00000008256,449,596,579,976,1168,970,1621,1624
ENSG00000008277,790,529,744,500,208,106,133,299
ENSG00000008282,1095,2270,1819,1012,932,815,910,1283
ENSG00000008283,150,407,417,125,170,126,86,247
ENSG00000008294,1981,2449,3002,1956,2662,2346,2298,2471
ENSG00000008300,434,1086,1014,357,323,431,178,179
ENSG00000008311,5446,2130,3649,1517,1031,996,923,1789
ENSG00000008323,143,416,150,38,143,17,1,2
ENSG00000008324,454,665,421,193,169,118,121,128
ENSG00000008382,98,369,510,339,303,174,208,366
ENSG00000008394,4313,2644,2475,1339,1010,1224,417,337
ENSG00000008405,651,1077,899,677,626,740,495,1037
ENSG00000008438,0,0,0,0,0,0,0,0
ENSG00000008441,11,3,5,3,182,311,930,2411.3
ENSG00000008513,172,411,1106,2192,3491,3588,3217,5938
ENSG00000008516,340,948,198,2,3,1,3,6
ENSG00000008517,9,9.12,1,91,190,238.27,83,128
ENSG00000008710,165.25,1070.57,1096.14,1918.56,2180.78,2867.96,3389.09,4685.46
ENSG00000008735,85,178,168,33,107,80,10,20
ENSG00000008838,899,2476,2543,2775,1708,1642,1165,2034
ENSG00000008853,223,1053,881,3116,2052,1641,4345,2871
ENSG00000008869,592,959,1276,736,947,869,962,832
ENSG00000008952,3239,2835,3730,1929,2410,1902,1751,2525
ENSG00000008988,19317.98,18499.91,14548.93,11887.93,12577,8332,11785.88,11175.95
ENSG00000009307,20732,23892,27374,20925,18415,15249,18630.99,18597.99
ENSG00000009335,1314,2964,2986,2109,1855,2728,2119,3089
ENSG00000009413,248.42,408.87,1191,970,1085,1173,1225,1481
ENSG00000009694,31,125,72,34,97,19,7,29
ENSG00000009709,2,28,21,2,0,0,0,0
ENSG00000009724,1,3,0,1,15,1,0,0
ENSG00000009765,0,0,0,0,77,0,0,0
ENSG00000009780,267,331,332,265,204.08,210,226,425
ENSG00000009790,0,0,0,0,3,1,1,7
ENSG00000009830,271,732,761,944,619,546,377,616
ENSG00000009844,1648,1803,2237,1064,1002,986,989,1168
ENSG00000009950,61,45,275,21,174,1,5,1
ENSG00000009954,5872,6878,7551,3071,3176,3707,2278,4592
ENSG00000010017,1137,1752,2126,1784,1882,1780,2097,2314
ENSG00000010030,3,8,1,3,5,5,2,3
ENSG00000010072,245,458,540,244,251,313,167,377
ENSG00000010165,758,1785,1310,739,587,469,384,544
ENSG00000010219,41.13,91.2,109.99,317.59,449.4,298.48,295.69,282.31
ENSG00000010244,7468.18,8245,8724.27,3287,3244,2683,1579.14,2505
ENSG00000010256,1165,3426,2998,5153,3363,4544,3436,3779
ENSG00000010270,552,1236,1379,1334,1218,1222,890,1082
ENSG00000010278,2298,2545,700,286,315,289,396,639
ENSG00000010282,1,1,0,755,119,30,1115,1262
ENSG00000010292,3768.11,7866,7185,2060,3006.99,2294,2220,2032
ENSG00000010295,148,318,394,369,490,408,366,638
ENSG00000010310,5,6,63,350,340,172,131,157
ENSG00000010318,89,85,228,428,215,124,191,135
ENSG00000010319,55,102,2090,197,236,76,111,213
ENSG00000010322,739,2904,4509,3996,4219,3234,3342,3643
ENSG00000010327,4,2,12,33,121,29,29,110
ENSG00000010361,112,382,289,285,316,168,199,375
ENSG00000010379,0,1,28,33,94,14,13,15
ENSG00000010404,1223.9,1686.71,2392.47,1391.55,1445.35,1513.66,1554.21,2136.7
ENSG00000010438,0,0,0,0,0,0,0,0
ENSG00000010539,189,418,490,289,262,267,197,280
ENSG00000010610,54,24,107,224,694,166,70,57
ENSG00000010626,15,36.87,95.86,344.05,264.17,139.07,342.72,370.03
ENSG00000010671,15,15,15,20,22,20,5,8
ENSG00000010704,20,14,22,45.02,90,71,63,94
ENSG00000010803,390,472,1319,3710,1795,2731,1612,2028
ENSG00000010810,1498,1992,1848,1058,1322,1292,1313,2036
ENSG00000010818,405,253,536,1202,845,1234,1842,1943
ENSG00000010932,0,1,2,14,243,4,0,7
ENSG00000011007,1740,2991,2578,1469,1421,1723,1679,1874
ENSG00000011009,870.5,2449.62,2011.76,1285.35,1045,976,701,871.66
ENSG00000011021,584.91,639,905.94,1271,992,1848,996,1113
ENSG00000011028,217,2330,7004,2442,6769,7773,5378,5733
ENSG00000011052,15.91,64.3,80.56,442.31,117.86,148.04,35.5,93.12
ENSG00000011083,0,1,0,2,1,1,1,0
ENSG00000011105,320,1960,1485,10190,5527,6430,14152,10190
ENSG00000011114,1029,1460,2268,1232,1272,1457,1269,2125
ENSG00000011132,59,278,281,252,207.47,201.47,146,188
ENSG00000011143,102,481,497,469,370,192,211,302
ENSG00000011198,350,541,533,200,267,306,287,660
ENSG00000011201,8602.8,8633.97,3616,758,1085,4152.93,1859.99,2536.97
ENSG00000011243,1610,1532,2213,2783,2388,1594,2561,1967
ENSG00000011258,2765,2604,3266,1421,1145,651,759,981
ENSG00000011260,2046.99,2562,2209.99,646,542,275,263.98,335
ENSG00000011275,775.06,1690.16,1605.34,1824.68,1539.39,1978.61,1766.55,2495.29
ENSG00000011295,1355.88,1919.64,1544.02,1479,1025.82,851,788,852.15
ENSG00000011304,7898,18889,15229,3143,5353,3083,1931,2526
ENSG00000011332,111,266,281,139,133,88,45,86
ENSG00000011347,288,304,247,1817,598,255,278,113
ENSG00000011376,1153,1987,1560,1945,958,1135,677,1201
ENSG00000011405,6384,4189,5676,1827,1580,1605,1246,2057
ENSG00000011422,232,180,200,30,141,293,92,113
ENSG00000011426,4603,6014,6186,700,2029,3828,2224,2275
ENSG00000011451,628,2128,1768,2161,1880,1517,1753,2051
ENSG00000011454,1087,1139,1923,1893,1927,2176.5,2158,2723
ENSG00000011465,22,20,14,51,7577,4567,9027,13560
ENSG00000011478,126,229,197,310,214,166,150,149
ENSG00000011485,1480.99,3503,2968,2240,1557,1782,1409,2079.99
ENSG00000011523,568,1088,1414,945,859,659,918,1372
ENSG00000011566,2345,1408,1864,790,1256,1315,1270,1011
ENSG00000011590,2,0,0,0,0,0,0,0
ENSG00000011600,0,0,5,2,4,1,0,0
ENSG00000011638,122,217,302,387,343,326,1250,1825
ENSG00000011677,226,132,99,0,3,2,0,0
ENSG00000012048,1652,2143,2354.13,125,361,288,170,561
ENSG00000012061,432,768,1068,2090,1441,1125,1179,1514
ENSG00000012124,2,1,0,1,107,24,7,0
ENSG00000012171,24,69,162,358,633,362,530,671
ENSG00000012174,353.15,470.15,680.39,800.99,835.8,793.86,715.69,688.99
ENSG00000012211,127,144,133,259,124,148,136,118
ENSG00000012223,0,2,1,2,0,0,0,0
ENSG00000012232,1319,3786,2748,8848,2647,2444,3217,3788
ENSG00000012504,0,0,0,3,286,601,89,18
ENSG00000012660,4729,4757,4828,1939,2268,1868,1336,1721
ENSG00000012779,16,7,42,5,15,6,2,2
ENSG00000012817,1,1,1,1,0,2,0,3
ENSG00000012822,205,459,909,2612,2588,1694,2396,3281
ENSG00000012963,1285.03,1971,2046.42,963,908,899,1150,1986
ENSG00000012983,1268,1275,1643,1330,1408,1368,1024,1359
ENSG00000013016,366,783,1142,841,897,2672,2285,3073
ENSG00000013275,1814,3010,2342,1503,1153,1404,799,1138
ENSG00000013288,111,200,517,438,680,836,711,1070
ENSG00000013293,21,400,64,3,18,1,1,1
ENSG00000013297,118,1006.32,368.47,23.09,178.45,93.06,39.18,15.03
ENSG00000013306,954,3249,2347,2581,1534,1351,1070,1544
ENSG00000013364,20.28,18,37,376.05,658.39,1220,814,1194.48
ENSG00000013374,1691,1528,1968,1324,1161,1184,1025,1543.94
ENSG00000013375,1217,1822,2114,1349,1682,2268,1307,1420
ENSG00000013392,140,174,278,421,317,442,332,422
ENSG00000013441,350,411,1227,724,760,394,843,1089
ENSG00000013503,669,1145,964,693,404,314,301,661
ENSG00000013523,395.84,805.16,995.86,1420.86,1309.35,825.12,563.91,723.29
ENSG00000013561,410,692,755,1344,1001,1617,997,1276
ENSG00000013563,121,169,243,535,568,636,739,799
ENSG00000013573,1450.49,2247.16,2345.93,864.48,852.17,394.89,351.29,846.99
ENSG00000013583,431,279,320,1052,1104,900,876,791
ENSG00000013588,14,22,20,72,257,411,302,255
ENSG00000013619,3,143,115,4,93,382,367,392
ENSG00000013725,5,8,9,11,57,46,20,21
ENSG00000013810,2838,6032,4817,449,1197,975,448,473
ENSG00000014123,846,1020,1145,1282,1250,942,1235,993
ENSG00000014138,362.98,1392.15,1188.42,175.37,292.96,183.52,153.23,569.11
ENSG00000014164,245,740,708,632,553,422,486,570
ENSG00000014216,1098,2712,2814,2621,2761,2363,1913,2869
ENSG00000014257,23,24,261,499,129,45,57,419
ENSG00000014641,3080,4169,4010,14657,8216,12657,11717,9487
ENSG00000014824,3245,2511,3465,1820,1497,1454,1252,1615
ENSG00000014914,28,64,69,43,370,168,232,381
ENSG00000014919,632.02,1184.64,1299.71,1467.31,1116.5,851,877.58,885.83
ENSG00000015133,1252,1266.01,1534,42,191,32,22,23
ENSG00000015153,30,273,319,596,533,568,763,617
ENSG00000015171,1210,1424,1866,1733,1887,2124,2344,3578
ENSG00000015285,11,8,8,38,37,24,10,5
ENSG00000015413,18,4,6,16,225,10,1,1
ENSG00000015475,317,492,474,414,283,265,117,180
ENSG00000015479,22374.26,19990.09,21536.05,9274.68,8140.61,5963.86,5744.94,8487.8
ENSG00000015520,0,9,64,12,116,7,12,7
ENSG00000015532,350,647,853,1353,856,840,826,855
ENSG00000015568,49.88,1125.6,2130.2,59.8,495.3,774.75,872.14,575.73
ENSG00000015592,4,1,0,0,1,1,0,1
ENSG00000015676,676,2014,2044,3248,1885,1812,1955,2580
ENSG00000016082,1,2,1672,255,390,25,16,10
ENSG00000016391,255,410,477,642,460,180,147,545
ENSG00000016402,42,34,20,42,18,75,267,529
ENSG00000016490,0,0,12,0,0,0,0,0
ENSG00000016602,0,0,0,3,0,0,1,1
ENSG00000016864,400,870,978,842,992,1078,777,976
ENSG00000017260,2351,3047,3326,1847,2425,2294,2133,2694
ENSG00000017427,1,0,37,3,14,167,862,937
ENSG00000017483,531,582,115,4,57,29,67,35
ENSG00000017797,2601,3365,3551,1707,1969,1928,1523,2074
ENSG00000018189,697,630,1076,890,752,653,444,764
ENSG00000018236,390,52,119,60,283,1762,2733,2219
ENSG00000018280,1,3,2,8,10,2,1,4
ENSG00000018408,598,708,768,2398,2310,2763,3212,5517
ENSG00000018510,2583,3157,3027,1575,1529,1584,1245,1706
ENSG00000018607,1,5,3,2,3,2,0,0
ENSG00000018610,535,762.91,730,495.93,391,342,348,452
ENSG00000018625,1675.99,993.96,812,6884.16,2605.92,1471,5024.87,3911.96
ENSG00000018699,802,1141,882,620,533,459,593,743
ENSG00000018869,35,67,70,101,57,42,54,102
ENSG00000019102,0,17,14,7,28,5,0,2
ENSG00000019144,842,1706,1997,2648,3340,3676,3159,4029
ENSG00000019169,0,0,0,0,0,0,0,0
ENSG00000019186,0,15,13,0,1,0,2,0
ENSG00000019485,248,497,641,1171,1080,829,1743,2871
ENSG00000019505,396,188,184,240,403,173,1356,913
ENSG00000019549,26,375,782,66,850,1023,579,569
ENSG00000019582,368,289,383,303,638,162,54,163
ENSG00000019991,5,8,99,13,2750,1004,176,226
ENSG00000019995,829.36,1160.06,1793.03,1576.19,1668.63,1500.94,1856,2710.22
ENSG00000020129,372,1343,774,894,579,697,465,1123
ENSG00000020181,42,160,465,1438,5780,8328,3265,3266
ENSG00000020219,0,0,0,0,0,0,0,0
ENSG00000020256,494,1006,876,452,414,367,316,422
ENSG00000020426,848,641,604,413,360.57,293,310,369
ENSG00000020577,116,696,335,3675,2249,4051,3416,3557
ENSG00000020633,17,23,13,10,4,18,9,2
ENSG00000020922,1330,1489,1996,491,593,341,272,716
ENSG00000021300,124,170,930,392,411,270,292,354
ENSG00000021355,217,593,674,685,874,510,414,630
ENSG00000021461,0,1,0,4,6,0,0,1
ENSG00000021488,0,5,4,7,29,3,0,7
ENSG00000021574,1069,1307,1602,792,790,586,436,520
ENSG00000021645,62,242,906.32,35,50,208,69,110
ENSG00000021762,107,407,347,441,634,536,450,511
ENSG00000021776,3370,4213,4560,1269,1242,1052,860,1553
ENSG00000021826,367,719,1607,934,1398,291,286,203
ENSG00000021852,0,1,3,2,74,4,0,0
ENSG00000022267,848,614,489,373,2234,6767,12801,15430
ENSG00000022277,714,1669,1704.96,1816,1709,1457,1580,1756
ENSG00000022355,17,37,1,0,5,1,1,0
ENSG00000022556,848.86,1161.78,894.89,199,186,162,127,152
ENSG00000022567,372,677,562,324,398,237,154,327
ENSG00000022840,2238,4651,4400,4701,4201,5487,5075,4747
ENSG00000022976,137,290,352,312,299.11,199,174,194
ENSG00000023041,797,1182,1349,307,450,289,257,457
ENSG00000023171,374,394,670,518,504,396,378,1136
ENSG00000023191,191,756,610,1472,1105,1357,1349,1571
ENSG00000023228,2591.97,3537.1,3836.05,5085.26,3141.34,4903.29,3880.42,4954.55
ENSG00000023287,3336,2431,3341,1795,1854,1765,2284,2328
ENSG00000023318,1225,1499,1731,1109,1171,842,935,979
ENSG00000023330,763,1032,932,1945,1334,1822,1274,1522
ENSG00000023445,0,3,5,24.01,29,21,17,25.01
ENSG00000023516,1492,1373,1713,1294,1492,1947,1667,2186
ENSG00000023572,192,326,264,156,163,288,167,359
ENSG00000023608,657,425.06,517.98,337,213,233,237.77,284
ENSG00000023697,394,982,1292,441,474,235,182,291
ENSG00000023734,6228,7037,6349,4259,3448,3442,2877,3332
ENSG00000023839,19,11,12,27,160,8,7,8
ENSG00000023892,60,110,49,47,41,30,23,14
ENSG00000023902,524,1726,1716,1582,1634,1925,1421,2011
ENSG00000023909,509,519,384,85,155,159,108,145
ENSG00000024048,980,1335,1631,1204,1041,1148,1118,1510
ENSG00000024422,371,596,570,333,1469,2871,1752,2502
ENSG00000024526,1726.94,1793,2235,225,536.9,754,610.92,728.84
ENSG00000024862,118,189,338,93,131,73,57,98
ENSG00000025039,418,173,208,2740,1635,1928,3116,2475
ENSG00000025156,442,718,1094,804,855,611,957,907
ENSG00000025293,1723,2857,3484,1654,1252,1210,1401,1493
ENSG00000025423,45,34,14,15,22,16,8,39
ENSG00000025434,100,223,213,241,265,102,117,176
ENSG00000025708,0,3,7.82,176.61,225.67,534.05,80.43,56.78
ENSG00000025770,185,1241,1089,469,671,533,474,988
ENSG00000025772,1066,1384,1383,1876,1006,862,648,637
ENSG00000025796,6195.35,3495.93,3563,1828.62,2769.43,2119.59,1775.26,2086.22
ENSG00000025800,3017.25,5385.1,5056.34,3628.16,3253.11,4070.61,3475.34,4466.06
ENSG00000026025,2682,7667,25294,29778,42892,40356,33527,27612
ENSG00000026036,6.75,158.67,120.04,28.61,108.21,53.26,21.3,127.32
ENSG00000026103,43,20,19,16,57,122,51,92
ENSG00000026297,170.14,169,210,246,317.5,123.56,130,165
ENSG00000026508,139,253,72,1207,914,1160,634,428
ENSG00000026559,138,3019,1392,386,349,205,40,33
ENSG00000026652,552,1060,1900,1348,1817,1390,1704,1442
ENSG00000026751,0,8,0,1,0,0,0,0
ENSG00000026950,66.7,30.95,30.62,72.52,400.42,187.33,167.94,328.76
ENSG00000027001,337,620,583,393,226,346,230,320
ENSG00000027075,208.05,268,355,3776,1315,815,728,1085
ENSG00000027644,0,1,223,13,12,4,5,23
ENSG00000027697,430,738,1008,580,558,622,697,1094
ENSG00000027847,110,387,366,344,353,377,284,401
ENSG00000027869,66,58,61,85,25,16,13,8
ENSG00000028116,712,655,699,501,475,357,315,408
ENSG00000028137,46,46,28,10,278,95,38,27
ENSG00000028203,1490,1565,4224,1633,1950,1942,1702,1998
ENSG00000028277,138,87,109,2,20,93,237,115
ENSG00000028310,851,1638.23,1585.8,900.28,880.39,734.93,468,663
ENSG00000028528,1018,2198,2562,2188,1930,1464,1849,3764
ENSG00000028839,506,810,814,176,225,181,117,155
