gene_id,heart42_0,heart42_2,heart42_4,heart42_6,heart42_10,heart42_15,heart42_20,heart42_40,heart42_60
ENSG00000007545,687.71,939.93,1622.66,1417.57,634.19,1105.99,986.28,767.32,714.61
ENSG00000007866,534,1057,1691,2884,3636,2187,2047,1687,1422
ENSG00000007908,0,1,1,6,2,1,3,1,0
ENSG00000007923,1857,2386,1885,1162,690,1703,1725,1116,1034
ENSG00000007933,0,0,0,0,0,1,2,1,1
ENSG00000007944,346,148,817,1337,1276,1285,618,406,376
ENSG00000007952,0,0,2,0,3,10,70,10,0
ENSG00000007968,101,195,186,77,12,291,205,55,83
ENSG00000008018,2469,3048,2897,2176,2057,2172,2134,1045,1230
ENSG00000008056,282,273,146.95,143,193,201,238,231,242
ENSG00000008083,9097,4863,5563,3033,1325,1180,710,425,329
ENSG00000008086,590,593,870,754,457,607,725,516,439
ENSG00000008118,8,3,67,100,272,177,38,8,9
ENSG00000008128,723.97,685.45,730.33,557.15,458.85,448.14,589.09,410.97,321.58
ENSG00000008130,1107,1559,1628,1557,1267,1233,1243,724,758
ENSG00000008196,6,1,0,23,36,215,105,0,0
ENSG00000008197,0,0,0,0,0,1,0,0,0
ENSG00000008226,29,36,37,31,11,29,11,20,16
ENSG00000008256,431,608,739,982,809,1015,1114,903,1069
ENSG00000008277,603,303,420,377,122,281,118,119,184
ENSG00000008282,1230,1216,1056,1219,1353,1034,1171,1264,1405
ENSG00000008283,380,300,249,133,247,273,344,137,262
ENSG00000008294,2425,2565,1846,2115,2764,2437,2692,2521,3158
ENSG00000008300,882,1245,1107,750,314,413,361,158,132
ENSG00000008311,10666,2427,3248,2160,1431,1290,1168,1346,1089
ENSG00000008323,341,424,187,163,594,199,55,10,8
ENSG00000008324,586,395,298,190,208,185,165,94,86
ENSG00000008382,165,451,562,274,233,296,236,192,160
ENSG00000008394,4123,2319,1593,1288,1070,1400,973,432,361
ENSG00000008405,862,726,761,1080,986,757,869,538,561
ENSG00000008438,0,0,0,0,0,0,0,0,0
ENSG00000008441,8,9,3,13,15,67,259,1668,3624.51
ENSG00000008513,231,627,4621,4710,7084,4343,3714,3316,3429
ENSG00000008516,341,368,116,23,6,13,13,0,4
ENSG00000008517,33,9,3,82,353,129,711,131,145
ENSG00000008710,369.89,1113.95,2073.82,2103.11,1485.83,1901.28,1970.98,2202.41,2753.07
ENSG00000008735,117,533,185,438,268,295,216,46,47
ENSG00000008838,1365,1998,2503,1914,1766,2168,1833,1244,1255
ENSG00000008853,311,604,762,1115,1689,1489,1390,2013,2350
ENSG00000008869,672,836,1053,1338,1336,1060,1015,845,769
ENSG00000008952,2817,2170,2559,2526,3634,2572,2662,2655,3087
ENSG00000008988,13261.92,19772.96,18271.92,13928.44,15948.96,14031.9,10549.99,8216.96,8142.92
ENSG00000009307,21086,18090,20771,22041,25659,20334,18806,15984,15741
ENSG00000009335,2466,2514,2377,2176,1582,2095,3220,2300,2388
ENSG00000009413,310,368,795,890,1003,1211.83,1067,1768,1378
ENSG00000009694,103,151,69,56,39,40,10,37,99
ENSG00000009709,4,10,60,38,3,4,0,1,0
ENSG00000009724,11,5,1,0,1,3,3,0,0
ENSG00000009765,0,0,0,1,3,6,0,3,2
ENSG00000009780,210,269,262,253,256.09,194.77,208,188.75,246
ENSG00000009790,0,0,3,5,3,5,1,1,2
ENSG00000009830,501,719,717,841,1033,1031,906,576,550
ENSG00000009844,1631,1356,1248,935,987,1359,1286,1355,1198
ENSG00000009950,71,59,88,32,33,21,2,1,0
ENSG00000009954,4632,5299,5547,3624,3866,3910,4716,3083,2778
ENSG00000010017,1152,1195,1751,2450,3185,1743,2049,1676,1717
ENSG00000010030,10,4,1,2,6,0,6,2,6
ENSG00000010072,292,336,300,216,134,313,365,294,259
ENSG00000010165,1255,1495,1088,785,529,765,702,405,454
ENSG00000010219,48,56.77,174.11,331.45,465.86,412.8,380.45,262.35,273.88
ENSG00000010244,5675.43,5730,6738,4316,3903,3693,3875,2618.75,2385.99
ENSG00000010256,2400,3019,2492,2266,3158,4356,4230,3087,2607
ENSG00000010270,765,931,1052,1148,1317,1358,1172,743,687
ENSG00000010278,2057,1777,536,389,2429,867,580,131,332
ENSG00000010282,3,1,0,6,25,63,5,614,1234
ENSG00000010292,5341,8127,7765,6328,4704,4506,3570,1281,1496
ENSG00000010295,245,353,611,548,662,379,489,307,380
ENSG00000010310,10,16,148,344,533,251,216,86,60
ENSG00000010318,122,180,136,110,109,206,102,114,99
ENSG00000010319,84,168,204,76,57,126,55,37,49
ENSG00000010322,1176,2780,4682,4926,5072,4470,4073,2745,2506
ENSG00000010327,7,8,12,20,33,104,0,3,11
ENSG00000010361,169,461,383,345,326,365,224,182,176
ENSG00000010379,2,4,9,13,70,116,67,35,25
ENSG00000010404,659.44,1472.19,2509.31,2354.24,2085.71,1709.1,2464.83,1699.83,1901.66
ENSG00000010438,3,2,0,0,0,1,0,2,0
ENSG00000010539,286,475,365,262,206,292,303,181,199
ENSG00000010610,87,34,139,188,221,351,146,97,239
ENSG00000010626,28.49,49.76,81.88,153.27,250.75,256.87,151.93,171.64,140.88
ENSG00000010671,11,13,30,10,9,13,11,0,3
ENSG00000010704,34,10,31,26,45,177,196,99,251
ENSG00000010803,393,658,2321,1951,2245,1763,2109,1419,1306
ENSG00000010810,1205,1256,2266,2370,1296,1342,1109,1062,1189
ENSG00000010818,312,190,322,459,739,796,1017,1008,789
ENSG00000010932,0,0,3,8,555,854,104,55,211
ENSG00000011007,2339,3076,2120,1794,4088,1774,2240,1774,1775
ENSG00000011009,1884.69,2407.83,1830.8,1136.64,903,1418.38,1490.81,678,670.23
ENSG00000011021,616.84,744,1175.73,1511,2431,1266,1060,844.63,885
ENSG00000011028,538,3197,11527,13245,17363,6875,6355,3768,8346
ENSG00000011052,46.34,236.5,167.68,208.72,259.97,231.47,146.92,53.5,18.74
ENSG00000011083,0,1,0,2,0,3,0,0,0
ENSG00000011105,743,912,1099,1838,3364,4742,4144,4765,4643
ENSG00000011114,1343,1300,1968,1801,1106,1704,1800,1621,1493
ENSG00000011132,194,262.55,318.53,351.33,356.83,237,256,150,137
ENSG00000011143,194,398,682,632,428,416,343,185,207
ENSG00000011198,352,332,314,310,303,278,366,569,627
ENSG00000011201,1622.39,1819.75,441.31,335.29,356.8,501.53,711.89,1588.76,2095.94
ENSG00000011243,1603,1828,3152,3325,3832,2250,1765,1643,1278
ENSG00000011258,1952,1205,1761,1457,690,1271,891,755,590
ENSG00000011260,1864.99,2029.99,1344,940,766,435,460,247,281
ENSG00000011275,803.55,1231.13,1666.13,1783.4,1551.59,1556.04,1692.59,1406.99,1483.76
ENSG00000011295,1155,1123,1111,819,517,1079,780,694,657
ENSG00000011304,11548,15604,12660,10786,12203,5583,5925,2151,2498
ENSG00000011332,101,153,184,105,104,123,126,38,46
ENSG00000011347,303,178,260,517,1171,743,124,83,49
ENSG00000011376,1752,1735,1549,1005,613,1390,1663,871,891
ENSG00000011405,4130,2558,2690,2340,1754,2009,2201,1862,1546
ENSG00000011422,167,109,94,88,293,203,391,205,266
ENSG00000011426,3191,3587,3510,2943,2840,4105,4184,1907,2301
ENSG00000011451,896,1698,2055,1809,1575,2024,1779,1312,1559
ENSG00000011454,1102,1205,2091,2036,2608,2873,2790,2565,2411.36
ENSG00000011465,31,17,77,2871,20137,13124,13662,22758,54347
ENSG00000011478,291,531,312,405,440,296,243,124,150
ENSG00000011485,2076.99,3201.99,2565,1854,1286,2102.99,1994,1426,1290.99
ENSG00000011523,559,738,861,782,545,678,480,721,629
ENSG00000011566,1920,799,893,1347,1172,1440,1727,1372,1044
ENSG00000011590,1,0,0,0,0,0,0,0,0
ENSG00000011600,0,1,0,1,6,7,1,0,0
ENSG00000011638,391,308,444,610,1058,584,355,841,907
ENSG00000011677,168,74,60,9,3,12,1,1,0
ENSG00000012048,944.16,1432,1236,573,139,881,588,331,330.03
ENSG00000012061,430,497,1189,960,978,1422,1060,877,805
ENSG00000012124,4,1,0,0,0,27,23,2,0
ENSG00000012171,35,122,235,533,627,713,564,387,626
ENSG00000012174,297.15,326.97,540.3,829.75,832.67,950.18,847.67,767.15,859.39
ENSG00000012211,108,234,145,236,391,182,177,80,84
ENSG00000012223,14,2,0,2,1,1,0,0,1
ENSG00000012232,3153,4165,2837,2550,2748,3020,2964,2900,3701
ENSG00000012504,0,0,0,0,0,5,7,6,4
ENSG00000012660,4256,3126,3097,2870,3083,2100,2265,2145,2301
ENSG00000012779,20,6,34,59,142,56,8,4,9
ENSG00000012817,894,1077,2274,2432,2872,1947,1766,1389,1495
ENSG00000012822,339,729,2433,3611,2621,2799,2407,2672,3086
ENSG00000012963,1314,1525,1525.29,1076,726.16,1436,1185.61,1116,1173
ENSG00000012983,1028,836,1427,1787,927,1412,1692,1726,1364
ENSG00000013016,356,594,754,377,349,753,1471,1066,1172
ENSG00000013275,1772,2734,1947,1117,1168,1489,1821,1019,992
ENSG00000013288,117,247,554,796,1136,959,1080,858,1593
ENSG00000013293,142,233,13,19,15,3,2,2,3
ENSG00000013297,241.57,332.82,68.06,68.89,301.9,328.1,1418.43,177.59,60.1
ENSG00000013306,2029,2820,2319,1736,1729,1962,1535,1009,928
ENSG00000013364,53,39,106,545.54,1466.58,815.32,2399.67,1628,1905.58
ENSG00000013374,1092,1340,1410,1534,1581,1030,1116,1161,1106
ENSG00000013375,1500,1954,1931,1926,2483,1817,3069,1723,1847
ENSG00000013392,168,168,273,300,224,426,478,350,322
ENSG00000013441,704,506,1421,1214,3274,1134,915,750,903
ENSG00000013503,589,744,842,492,360,650,563,533,540
ENSG00000013523,665.94,855.5,1183.39,1318.76,1397.78,1334.51,918.44,393.58,374.94
ENSG00000013561,473,647,531,649,986,1188,1470,1251,1198
ENSG00000013563,169,243,370,489,860,669,845,511,715
ENSG00000013573,1849.53,2179.03,2084.1,916.24,347.71,806.8,518.71,241.89,202.04
ENSG00000013583,600,420,525,1154,2125,1238,914,681,600
ENSG00000013588,14,6,10,9,645,624,987,339,307
ENSG00000013619,2,146,12,4,12,12,68,74,80
ENSG00000013725,0,12,18,13,26,15,15,0,0
ENSG00000013810,3592,5151,3973,2128,1262,2187,1915,469,492
ENSG00000014123,489,587,931,1342,1765,1270,1169,1215,1216
ENSG00000014138,373.18,919.43,803.13,261.06,96.83,581.76,292.72,191.3,141.29
ENSG00000014164,460,763,905,774,782,638,623,396,402
ENSG00000014216,2370,3058,2692,2573,3398,3777,4402,1999,2035
ENSG00000014257,11,71,1207,1091,784,441,67,59,80
ENSG00000014641,5203,4263,3782,2899,3976,11028,11177,9347,8942
ENSG00000014824,2183,1471,1950,1764,1299,2026,1875,1903,1516
ENSG00000014914,88,50,126,521,883,447,352,195,314
ENSG00000014919,857.6,1003.47,1232.94,1225.66,1259.31,1197.91,1118.08,822.11,757.82
ENSG00000015133,1325,1068,649,306,425,164,39,35,68
ENSG00000015153,37,198,193,318,510,400,478,724,561
ENSG00000015171,673,789,1294,1628,1031,2180,2235,3227,3231
ENSG00000015285,6,4,11,2,12,17,22,8,1
ENSG00000015413,187,43,33,122,418,394,102,6,4
ENSG00000015475,329,220,241,158,223,398,281,182,126
ENSG00000015479,14830.63,12713.05,13312.17,9757.59,6059.32,9892.32,8111.47,8557.52,8169.12
ENSG00000015520,0,10,11,9,18,14,1,2,8
ENSG00000015532,450,537,825,760,936,979,968,560,674
ENSG00000015568,15.13,235.3,56.27,121.13,99.31,40.72,664.61,269.67,30.44
ENSG00000015592,0,3,0,1,2,2,1,6,0
ENSG00000015676,982,1737,1887,1738,1613,2053,1762,1521,1720
ENSG00000016082,3,50,482,390,358,217,147,92,45
ENSG00000016391,251,316,403,275,135,408,245,235,185
ENSG00000016402,32,18,35,20,39,21,15,92,93
ENSG00000016490,1,0,4,0,1,0,1,0,24
ENSG00000016602,0,0,0,0,0,0,0,0,0
ENSG00000016864,528,784,1033,959,1215,1187,1580,846,1158
ENSG00000017260,2528,2407,2642,2898,3583,2961,3367,2493,2625
ENSG00000017427,0,1,52,10,8,17,81,1725,4649
ENSG00000017483,719,396,102,78,175,41,101,22,72
ENSG00000017797,2424,3146,2878,3196,3540,2389,2368,1805,1837
ENSG00000018189,531,570,881,1033,989,679,747,641,560
ENSG00000018236,286,88,117,96,81,145,79,142,804
ENSG00000018280,0,6,3,6,11,4,1,0,0
ENSG00000018408,465,695,1293,1281,1483,2489,2728,3230,2932
ENSG00000018510,2263,1993,2027,1695,1137,1891,1897,1749,1564
ENSG00000018607,3.43,0,0,1.33,5,4,1.5,0,1.03
ENSG00000018610,532,502,540.94,512,429,397,383,349,347
ENSG00000018625,776.92,584.9,679.8,609.98,740.9,2103.7,303.95,130,566
ENSG00000018699,808,939,711,615,602,551,646,802,714
ENSG00000018869,43,81,100,64,68,81,52,66,70
ENSG00000019102,12,6,13,13,2,10,3,0,28
ENSG00000019144,1093,1253,2314,3265,2091,3285,4454,3002,2722
ENSG00000019169,0,0,0,0,0,0,3,0,0
ENSG00000019186,0,7,4,0,1,2,183,12,5
ENSG00000019485,360,355,666,704,595,1273,956,1554,1703
ENSG00000019505,468,176,118,74,266,247,220,706,641
ENSG00000019549,50,762,1762,3008,1879,707,2249,1025,1229
ENSG00000019582,437,381,790,831,1006,757,944,151,192
ENSG00000019991,6,3,40,51,108,203,73,513,500
ENSG00000019995,1012.21,989.97,1481.08,1908.61,1729.38,1603.91,1341.99,1665.69,1424.11
ENSG00000020129,574,1268,887,528,315,739,879,693,856
ENSG00000020181,60,126,5367,6450,2846,3437,7793,2826,3348
ENSG00000020219,0,0,0,0,0,0,0,0,0
ENSG00000020256,428,1048,692,583,916,448,451,300,320
ENSG00000020426,612,366.95,497,416,471,478.77,340,352,273
ENSG00000020577,346,535,939,2115,1971,1780,2075,1737,1877
ENSG00000020633,35,31,15,5,10,1,25,2,5
ENSG00000020922,1295,1154,1273,941,464,766,529,454,509
ENSG00000021300,204,472,436,384,417,327,388,300,330
ENSG00000021355,346,493,582,597,1103,1098,1164,403,476
ENSG00000021461,0,0,2,1,2,3,0,0,2
ENSG00000021488,2,0,6,1,2,7,2,3,2
ENSG00000021574,1097,781,885,816,650,735,793,483,475
ENSG00000021645,26,70,143,52,52,23,19,26,41
ENSG00000021762,114,179,664,846,726,540,440,315,399
ENSG00000021776,3998,2672,3079,2118,1358,1892,1738,1346,1203
ENSG00000021826,640,748,2373,3258,1961,1967,1013,436,541
ENSG00000021852,0,0,3,0,2,3,1,0,0
ENSG00000022267,890,707,491,662,1351,1315,2139,4593,6611
ENSG00000022277,914,1307,1441,1470,1985,1643,1586,1296,1375
ENSG00000022355,57,8,0,0,0,10,1,7,8
ENSG00000022556,18,16,7.54,2,20,6.15,4,1,0
ENSG00000022567,448,447,410,373,340,400,336,249,267
ENSG00000022840,3611,4736,4384,4150,5366,5274,5625,4085,3987
ENSG00000022976,136,214,503,359,217,320,235,143,162
ENSG00000023041,751,850,790,527,388,630,613,384,462
ENSG00000023171,627,491,583,543,704,618,375,214,301
ENSG00000023191,433,779,706,830,1333,1355,1467,1176,1255
ENSG00000023228,3190.81,3273,2742.05,2509.09,2799.7,4788.94,5319.67,4596.81,4967.04
ENSG00000023287,2597,1613,1780,2519,2636,1888,1775,2257,1956
ENSG00000023318,1089,1187,1136,1334,1686,1228,1334,1284,1306
ENSG00000023330,911,829,858,881,1715,1246,1569,1182,1131
ENSG00000023445,8,3,8,10,91,19,26,49,43
ENSG00000023516,1125,805,1444,1703,1299,1721,2130,1900,1719
ENSG00000023572,174,200,119,99,91,172,228,257,243
ENSG00000023608,400.96,291,271.4,397.49,640.35,316,224,265.31,229.79
ENSG00000023697,238,703,852,857,592,569,455,236,280
ENSG00000023734,5646,5227,4331,4039,4786,4318,4387,2963,2706
ENSG00000023839,14,15,19,15,19,32,8,14,11
ENSG00000023892,70,80,79,110,165,84,48,13,35
ENSG00000023902,438,1396,1396,1288,939,1347,1582,1067,891
ENSG00000023909,411,365,216,278,260,293,298,198,227
