gene_id,heart18_0,heart18_2,heart18_4,heart18_6,heart18_10,heart18_15,heart18_20,heart18_40,heart18_60
ENSG00000100522,2734,3426,1346,1033,698,736,1175,567,589
ENSG00000100523,849,1995,2269,1175,738,764,1080,658,603
ENSG00000100526,437,556,575,400,199,196,567,146,66
ENSG00000100528,1764,1088,1356,1719,2180,1941,1893,1126,1239
ENSG00000100532,292,182,193,264,165,188,186,154,178
ENSG00000100554,1400,1439,1063,1493,1357,1518,2155,1236,1201
ENSG00000100557,0,0,0,0,2,21,2,1,0
ENSG00000100558,26,29,64,116,646,397,398,72,26
ENSG00000100564,116,163,137,191,265,257,221,132,168
ENSG00000100565,0,0,0,0,0,0,0,0,0
ENSG00000100567,3573,2460,1863,1817,1224,1469,2115,1034,816
ENSG00000100568,1990,2125.62,2754.84,2400,2211.63,2162,2662.8,1735.82,1725.14
ENSG00000100575,557,359,530,556,653,625,661,400,286
ENSG00000100577,321,634,890,456,486,520,292,317,266
ENSG00000100578,902,497,611,906,564,701,1012,554,517
ENSG00000100580,874,1196,1040,1068,1280,879,916,720,631
ENSG00000100583,29,72,93,103,61,53,67,30,26
ENSG00000100591,3322,2433,2620,2035,1628,1807,3138,1875,1265
ENSG00000100592,1227,1415,1241,1991,1497,3101,4672,2554,2201
ENSG00000100593,13,9,6,2,8,2,2,3,0
ENSG00000100596,2389,1586,1475,1542,1952,1705,1929,1469,1032
ENSG00000100599,36,92,151,132,313,404,270,240,225
ENSG00000100600,1353,1702,2696,3718,2710.99,2587,3289.99,1955.99,1394.99
ENSG00000100601,555,409,326,325,286,310,430,315,285
ENSG00000100603,2443,2322,2377,2112,1939,1876,1938,1724,1741
ENSG00000100604,622,492,26,2,2,3,0,3,2
ENSG00000100605,2895,1140,1227,858,997,1039,1250,1315,920
ENSG00000100612,505,507,854,574,738,721,524,607,621
ENSG00000100614,1841,1530,1217,1505,1139,1318,1229,1331,1292
ENSG00000100625,914,433,295,221,145,112,138,121,190
ENSG00000100626,102,46,48,59,68,161,136,177,126
ENSG00000100628,9,3,1,1430,1857,1886,3860,1468,1245
ENSG00000100629,317,286,401,362,168,188,389,108,54
ENSG00000100632,3461,2819,2613,2645,1747,1972,2358,1481,1188
ENSG00000100644,9810.82,6214,6615.88,10857.78,8529.8,8446.81,15908.34,8976,9109
ENSG00000100647,181,292,287,423,617,829,776,1293,1496
ENSG00000100650,4535,5887,8387,5870,4534,5363,3459,3377,3346
ENSG00000100652,0,0,0,0,4,4,0,0,0
ENSG00000100664,9387,6879,6422,8040,5870,6557,8553,3850,3776
ENSG00000100665,0,0,11,5,56,98,5,4,1
ENSG00000100678,20,9,3,4,1,3,1,0,0
ENSG00000100697,3240,2207,2575,4287,3665,3427,5022,3203,2833
ENSG00000100711,895,608,807,567,619,800,717,1170,1113
ENSG00000100714,8608,5860.98,3320,2148.98,1719,1593,2850.98,1593.09,1193
ENSG00000100721,0,0,0,0,0,0,0,0,0
ENSG00000100722,3201,2289,3069,2741,1856,2059,2224,1995,1758
ENSG00000100726,1120,1129,1196,824,806,835,709,688,436
ENSG00000100731,2168,2566,2256,2766,2421,2671,3707,3213,2650
ENSG00000100739,0,5,0,47.3,126.24,326,456.06,109.77,93.96
ENSG00000100744,859,663,577,729,498,586,700,319,276
ENSG00000100749,1667,1253,975,756,311,332,771,224,149
ENSG00000100764,3728.74,3318.19,2912.18,3391.53,2524.75,3121.01,5025.13,2460.41,2108.37
ENSG00000100767,265,29,278,76,35,318,111,299,266
ENSG00000100784,94,85,143,524,694,504,143,171,109
ENSG00000100796,4217,2528,2293,2701,1551,1711,2363,1623,1672
ENSG00000100802,131.61,83,232,164,223,204,90,165.81,120
ENSG00000100804,2951,3110,2951,2412,2290,2397,3244,2005,1466
ENSG00000100811,5592,3941,4045,3665,3673,3932,3749,3598,3201
ENSG00000100813,7820,6991,9950,7821,6573,5876,4434,4294,3742
ENSG00000100814,2914,3147,2594,1696,1704,1602,761,777,595
ENSG00000100815,980,570,978,1605,1151,1468,1500,1473,1432
ENSG00000100823,7906,5835,6517,5355,4795,4940,4888,3423,2584
ENSG00000100836,6940.79,6056.14,7505.07,5511.3,4842.35,4844.34,3467.7,2767.54,2366.81
ENSG00000100842,422,1146,2254,1292,940,931,292,494,474
ENSG00000100852,2878,1973,1864,4051,3775,4147.95,4440,3287.99,3660.93
ENSG00000100865,534,378,511,541,484,555,628,498,411
ENSG00000100867,42,58,17,6,7,13,40,12,27
ENSG00000100883,2160,1995,1622,2098,1631,1938,2315,1640,1612
ENSG00000100884,0,0,0,0,0,0,0,0,0
ENSG00000100888,6136,4987,4230,4379,3829,3693.16,4032,4171,3724
ENSG00000100889,1441,1041,769,404,388,215,199,155,468
ENSG00000100890,1646.09,1232.89,1162.8,1201.92,957.67,1062.59,1415.25,843.85,666.58
ENSG00000100897,1823.32,1851.78,2338,2049,2070,2680,2160,2134,1644
ENSG00000100902,2807.8,2964.35,2545.93,2541.11,1857.46,2179.96,2768.31,1599.61,1319.1
ENSG00000100906,442,1074,940,726,548,639,446,536,514
ENSG00000100908,260,272,248,174,158,217,313,191,110
ENSG00000100911,1037.88,1174.95,1260.91,1248.58,1457.72,1644.79,1420.9,1431.87,1059.01
ENSG00000100916,404,246,252,487,386,626,621,465,382
ENSG00000100918,433,868,727,685,1333,1800,601,440,145
ENSG00000100926,609.31,1002.96,1181.03,1030,1034.68,1177.34,1227.31,1112.88,1200
ENSG00000100934,2277,1749,1923,3578,4676,6361,9232,5790,4642
ENSG00000100938,1463,1284,1450,1106,1234,1024,760,748,689
ENSG00000100941,6664,5797,6226,4127,2959,2741,2456,1656,1651
ENSG00000100949,182,282,290,233,265,295,232,290,235
ENSG00000100968,423,526,1386,1144,1712,1531,490,968,984
ENSG00000100979,1534,1989,1944,1440,4830,3177,536,1522,1244
ENSG00000100982,455,498,773,558,688,658,429,746,825
ENSG00000100983,544,738,926,744,845,852,848,808,835
ENSG00000100985,37,8,6,9,214,286,1414,7,6
ENSG00000100987,0,0,0,0,0,0,0,0,0
ENSG00000100991,2274,2300,2892,2933,2991,3068,2517,2798,2287
ENSG00000100994,1886,2228,2745,3613,3878,6057,4786,7687,5521
ENSG00000100997,1041,1005,1235,909,799,1054,1205,694,520
ENSG00000101000,392,223,178,231,245,231,170,99,144
ENSG00000101003,2959,2897,1843,1522,556,637,1521,461,229
ENSG00000101004,796,1313,2627,1713,1024,1099,610,677,499
ENSG00000101017,150,201,114,24,12,47,36,53,70
ENSG00000101019,989,1036,1412,1145,1077,1213,1317,866,872
ENSG00000101040,5210,3880,2761,2545,2155,1995,1228,1128,936
ENSG00000101049,3,2.88,15,11,34,38,5.77,0,7
ENSG00000101052,807,903,1290,971,911,760,477,498,483
ENSG00000101057,5443,5591,5751,2388,980,939,2332,608,148
ENSG00000101074,0,0,0,0,0,2,0,0,0
ENSG00000101076,3,13,1078,409,377,276,28,6,1
ENSG00000101079,977,1242,853,707,1003,1549,1257,1206,847
ENSG00000101082,3,18,28,5,3,3,2,6,1
ENSG00000101084,1365.4,1249.75,1112.91,1035.93,692.38,944.3,1775.93,797.72,678.45
ENSG00000101096,52,84,71,549,876,654,673,379,355
ENSG00000101098,1579,406,133,42,97,156,206,207,158
ENSG00000101104,531,609,969,643,568,442,184,248,206
ENSG00000101109,2198,1593,1522,1752,1084,1045,1102,746,708.02
ENSG00000101115,6386,6884,6100,2721,1483,532,147,47,27
ENSG00000101126,5545,5419,6969,6090,4715,4806,3933,4164,3405
ENSG00000101132,1161,859,417,643,298,332,546,184,179
ENSG00000101134,140,116,58,152,104,134,183,127,153
ENSG00000101138,1415,1127,1025,971,766,946,910,772,654
ENSG00000101144,167,483,963,1874,2125,3542,3961,2338,1324
ENSG00000101146,1101,1273,918,1039,801,846,1008,768,651
ENSG00000101150,2776,2529,2752,2613,2776,3348,3630,2951,2364
ENSG00000101152,1780,1828,2229,2195,1977,2233,2230,2131,1595
ENSG00000101158,1529,1485,1678,1853,1510,1271,1201,875,851
ENSG00000101160,827,1124,1775,1727,1972,1715,1845,2272,2319
ENSG00000101161,2626,2863,2897,2235,2185,2344,1865,1923,1552
ENSG00000101162,0,1,1,0,0,0,5,0,0
ENSG00000101166,1424,934,901,1025,904,919,1259,761,632
ENSG00000101180,59,11,3,0,0,1,0,0,0
ENSG00000101181,390,438,479,397,399,491,508,434,497
ENSG00000101182,3799,3870,3391,3040,2329,2567,3658,1955,1589
ENSG00000101187,291,39,31,8,3,5,6,0,1
ENSG00000101188,31,10,8,10,21,22,15,8,0
ENSG00000101189,726,797,773,578,642,604,456,432,413
ENSG00000101190,295,334,376,206,212,266,194,184,145
ENSG00000101191,4101,2923,2727,2394,1948,2045,2157,2750,2482
ENSG00000101193,3299,2315,3022,2543,1999,1989,1677,1731,1583
ENSG00000101194,621,289,261,122,166,173,173,183,139
ENSG00000101197,1,0,2,0,5,1,3,1,3
ENSG00000101198,14,1,7,5,22,28,112,25,51
ENSG00000101199,1614,1687,2394,1789,1929,1892,1838,1948,1604
ENSG00000101200,3,0,0,0,0,0,0,0,0
ENSG00000101203,2,0,2,1,0,1,4,0,2
ENSG00000101204,42,15,3,1,1,1,0,0,0
ENSG00000101210,429,311,460,840,2239,10308,6288,6035,2381
ENSG00000101213,4,1,2,5,6,2,0,1,0
ENSG00000101216,529,557,548,484,459,476,431,416,367
ENSG00000101220,1608,1279,824,371,335,268,351,231,212
ENSG00000101222,14,9,14,1,1,3,5,3,0
ENSG00000101224,1254,1384,1619,1326,1382,1021,1758,1750,1618
ENSG00000101230,39,68,88,39,11,7,4,2,31
ENSG00000101236,475,2367,2057,1223,563,738,529,890.03,931
ENSG00000101246,331,265,433,377,476,557,515,567,473
ENSG00000101247,282,227,177,191,175,201,424,250,233
ENSG00000101251,0,0,0,0,0,2,0,0,3
ENSG00000101255,378,160,91,65,222,160,209,198,487
ENSG00000101265,529,226,270,180,100,189,84,272,490
ENSG00000101266,8406.54,6301.99,5600.12,5132.65,4330.53,5156.44,5291.6,4047.21,3403.44
ENSG00000101276,67,156,66,15,23,12,3,6,2
ENSG00000101278,1.01,2.02,0,3.02,2.02,0,0,0,1.01
ENSG00000101280,6,31,8,10,11,16,5,14,15
ENSG00000101282,261,135,372,819,675,538,120,45,24
ENSG00000101290,2687,3135,3230,2719,2651,2483,2052,2145,1761
ENSG00000101292,16,7,0,0,0,2,0,0,0
ENSG00000101294,1619.01,1594,1808,1434,1500.73,1397,1463.43,1541.22,1292
ENSG00000101298,142,55,247.79,339,274,328,226.97,274,210.94
ENSG00000101306,12,5,10,8,3,0,5,6,2
ENSG00000101307,0,0,2,0,1.35,0,0,0,1.56
ENSG00000101310,1931,1919,1524,1342,979,973,1211,831,631
ENSG00000101311,779,253,226,1476,1322,1017,1317,693,324
ENSG00000101323,0,0,0,0,0,0,0,2,0
ENSG00000101327,22,3,0,3,5,12,5,0,0
ENSG00000101331,64,42,47,23,3,26,2,0,2
ENSG00000101333,501,185,177,207,389,520,745,800,578
ENSG00000101335,5017,4763,5073,15955,16790,31734,47186,53005,40953
ENSG00000101336,8,9,1,0,0,0,0,0,0
ENSG00000101337,1680,2145,3383,2706,2792,2785,1982,2134,2211
ENSG00000101342,3,5,14,3,3,6,3,26,21
ENSG00000101343,1351,1180,1099,1255,907,1071,1022,881,887
ENSG00000101346,1280,1277,1917,1702,2006,2463,2418,2055,1858
ENSG00000101347,1509,385,965,420,399,488,411,639,674
ENSG00000101349,20,12,4,5,2,1,2,1,0
ENSG00000101350,1898,2259,2154,2472,2326,2059,2294,2241,2220
ENSG00000101353,9,7,41,102,96,135,90,107,71
ENSG00000101361,10268.23,7126,6081,3450.4,2482,2252,3475,2007,1755
ENSG00000101363,776,914,1052,1040,912,993,962,886,793
ENSG00000101365,1660,1381,1698,1460,1266,1604,1661,1179,1001
ENSG00000101367,6726,6333,5558,6526,4264,5042,7786,4162,3157
ENSG00000101384,906,1322,1666,5232,1950,1335,2249,2423,1525
ENSG00000101391,832,680,752,656,452,455,562,376,330
ENSG00000101400,102,189,254,1688,1868,3426,4175,3816,2305
ENSG00000101405,0,0,1,2,1,2,0,1,0
ENSG00000101407,1438,1047,1376,1112,704,840,934,606,443
ENSG00000101412,711,760,632,363,300,386,653,375,157
ENSG00000101413,988,953,1035,1524,1195,1453,2131,1141,1072
ENSG00000101417,119,105,180,141,264,450,363,366,387
ENSG00000101421,1697,1976,3305,3173,2374,2609,2921,2858,2491
ENSG00000101425,0,0,0,0,1,0,0,0,1
ENSG00000101435,0,0,0,0,0,0,0,0,0
ENSG00000101438,2,3,0,2,0,0,0,0,0
ENSG00000101439,312,783,2107,1614,2773,1932,1080,2064,2070
ENSG00000101440,0,0,1,17,10,14,0,1,1
ENSG00000101441,0,1.15,15.29,2.85,0,1.3,0,0,0
ENSG00000101442,385,282,282,222,188,155,169,164,123
ENSG00000101443,286,824,858,124,60,32,11,26,34
ENSG00000101444,11093.88,7143.49,8880.21,6314.21,6052.5,5686,4922.55,3610.81,1952
ENSG00000101445,690,264,48,14,0,70,20,10,2
ENSG00000101446,0,0,0,0,0,0,0,0,0
ENSG00000101447,1836,1467,1282,761,348,316,1128,233,65
ENSG00000101448,2,7,0,1,0,3,0,0,1
ENSG00000101452,676,470,520,339,296,273,273,307,289
ENSG00000101457,596,555,618,627,481,526,516,424,344
ENSG00000101460,47,105,83,96,262,305,153,425,335
ENSG00000101463,74,95,240,54,11,81,35,120,89
ENSG00000101464,628,459.94,585,504,474,517.89,568,397.86,340
ENSG00000101470,32,11,5,35,15,11,5,1,4
ENSG00000101473,286,206,264,257,269,256,231,241,194
ENSG00000101474,1576,1712,2530,1913,1564,1833,1954,1692,1448
ENSG00000101489,49,16,117,33,33,34,2,10,6
ENSG00000101493,144,842,2424,2936,2532,2154,962,1247,941
ENSG00000101542,7,309,1,1,0,6,5,0,20
ENSG00000101544,2763,3021,1981,1945,1987,1784,1573,1086,1008
ENSG00000101546,659.95,554.89,596.74,457.69,755.71,446.73,357.87,279.82,245.17
ENSG00000101557,5025,3967,2402,3792,2388,2720,4317,1908,1814
ENSG00000101558,2495,2344.9,2653.91,3329.32,2226,2737.92,3157.92,2182.93,2035.67
ENSG00000101574,277,297,262,344,231,287,384,227,210
ENSG00000101577,617,720,1220,1464,1049,1259,682,1427,1470
ENSG00000101596,2877,2584,2259,3339,2143,2441,3678,2363,2177
ENSG00000101605,19,18,11,3082,7245,16547,12997,25697,13191
ENSG00000101608,3678.65,4458.15,2557.44,3638.18,3444.42,4145.47,6181.96,5111.14,3544.47
ENSG00000101624,528,448,312,381,194,237,353,211,162
ENSG00000101638,46,7,7,11,9,11,28,11,12
ENSG00000101639,1186,1187,1465,1561,972,1140,1193,975,817
ENSG00000101654,3106,1953,1965,2012,1656,2205,1696,1891,1666
ENSG00000101665,370,543,1317,1121,733,1395,1004,924,482
ENSG00000101670,397,1178,158,151,150,75,119,77,218
ENSG00000101680,1444,3039,9280,12073,2257,1385,1442,643,509
ENSG00000101695,744.22,364.48,434.57,655.24,125.08,62,78.99,21,36
ENSG00000101745,1624,1171,933,1387,1097,1251,1051,1420,1641
ENSG00000101746,41,9,9,8,14,12,4,5,1
ENSG00000101751,667,508,1049,873,908,857,518,618,568
ENSG00000101752,3474,2703,2481,3120,3133,3622,3019,3275,2985
ENSG00000101773,2017,1235,1113,1393,824,914,1270,934,842
ENSG00000101782,774,1163,900,2003,1733,2339,2345,1712,2058
ENSG00000101811,792,912,764,513,394,415,780,456,310
ENSG00000101812,0,0,3,0,0,0,0,0,0
ENSG00000101825,52.98,87.98,68,67,261.97,587.86,398.96,5959.86,10002.01
ENSG00000101842,0,1,0,2,0,5,2,0,0
ENSG00000101843,939,674,820,1071,730,821,816,535,462
ENSG00000101844,94,95,102,257,270,409,476,310,287
ENSG00000101846,161,302,112,353,228,309,589,322,349
ENSG00000101849,953,1681,2038,1559,1337,829,690,462,437
ENSG00000101850,437,111,106,58,41,56,65,44,53
ENSG00000101856,6747,2744,2987,3615,2501,2922,2420,2066,1660
ENSG00000101868,2349,1538,1308,1080,503,704,904,618,402
ENSG00000101871,1699,646,2308,3355,1525,1171,2366,1281,1448
ENSG00000101882,451,498,635,673,517,632,460,477,489
ENSG00000101883,0,0,2,0,0,0,0,0,0
ENSG00000101888,394,241,215,237,120,142,105,47,75
ENSG00000101890,4,0,0,1,0,0,0,0,0
ENSG00000101892,0,0,2,0,2,36,2,4,0
ENSG00000101898,0,0,0,0,1.27,0,3.58,0.78,0
ENSG00000101901,887,941,856,729,648,762,524,778,738
ENSG00000101911,1127,754,471,209,100,158,255,252,339
ENSG00000101916,0,0,0,0,0,0,0,0,0
ENSG00000101928,408,516,245,411,225,332,457,481,439
ENSG00000101935,1128,875,549,512,259,466,591,414,304
ENSG00000101938,636,100,70,15,5,4,14,5,21
ENSG00000101940,226,302,850,827,1053,1248,1146,1432,1194
ENSG00000101945,430,340,418,295,203,207,484,178,121
ENSG00000101951,2,3,1,0,20,3,0,0,0
ENSG00000101955,136,81,84,231,781,1006,789,5179,5674
ENSG00000101958,0,1,0,0,0,0,0,0,0
ENSG00000101966,1687,1741,1367,1880,1523.95,1574.99,1539,1380,1433
ENSG00000101972,5692,4340,3156,3990,2575,3043,2851,2426,2487
ENSG00000101974,2441,1476,1576,1522,728,487,661,378,324
ENSG00000101977,61,11,11,5,2,3,4,2,0
ENSG00000101981,0,0,0,0,0,2,0,1,2
ENSG00000101986,116,400,239,259,380,646,790,456,397
ENSG00000101997,170,248,414,276,280,260,178,250,195
ENSG00000102001,6,10,27,4,15,13,2,4,3
ENSG00000102003,421,210,19,15,12,10,6,17,15
ENSG00000102007,184,298,209,155,1397,1144,2023,1882,1485
ENSG00000102010,1,0,0,0,0,0,1,3,4
ENSG00000102021,0,0,0,0,0,0,0,0,0
ENSG00000102024,6682,3969,3311,7157,7088,6993,10684,8064,8688
ENSG00000102030,988.01,1109,937,825,904,979,1240,917,656
ENSG00000102032,49,75,61,25,18,42,23,83,100
ENSG00000102034,45,162,283,261,820,499,539,369,444
ENSG00000102038,3733,3229,4424,5344,7192,7826,5766,5886,4865
ENSG00000102043,75,86,30,19,26,69,63,60,31
ENSG00000102048,5,19,2,15,5,20,9,1,2
ENSG00000102053,80,172,417,317,240,251,117,126,145
ENSG00000102054,3571,2310,3443,2967,2638,3304,3952,3511,2959
ENSG00000102055,0,0,0,0,0,0,0,0,0
ENSG00000102057,189,248,253,281,441,299,61,168,155
ENSG00000102076,0,0,0,0,0,1,0,0,0
ENSG00000102078,178,210,221,234,223,238,292,204,138
ENSG00000102081,1088,936,912,1319,996,1182,1278,1051,1072
ENSG00000102096,2564,1023,326,109,118,128,128,136,129
ENSG00000102098,1167,1170,943.88,731,385,355,426,206,126
ENSG00000102100,423,372,474,443,538,473,537,500,423
ENSG00000102103,1038,810,920,906,1069,1014,1023,763,687
ENSG00000102104,1,1,0,0,0,1,0,0,0
ENSG00000102109,22,36,68,12,18,17,22,31,49
ENSG00000102119,1188,908,969,767,922,1025,1019,1023,816
ENSG00000102125,197,208,502,295,307,327,275,316,316
ENSG00000102128,1,0,1.76,0,4.6,1.8,0.84,0,3.99
ENSG00000102144,9778,9850,6961,6674,6450.47,14139.99,12050,5562.92,3917.99
ENSG00000102145,0,0,0,0,0,0,0,0,0
ENSG00000102158,2551,2010,2139,2398,2291,2699,3367,2264,2233
ENSG00000102172,7776.39,4938.1,5302.33,5808.17,3782.67,3835.39,6014.21,2793.39,1746.39
ENSG00000102174,7,3,8,20,10,13,15,15,33
ENSG00000102178,845,889,1061,782,763,912,922,884,718
ENSG00000102181,193,385,934,1455,1508,1814,1506,1866,2050
ENSG00000102189,1215,847,595,1083,1015,1185,2129,1283,1417
ENSG00000102195,16,10,1,5,112,2,0,1,0
ENSG00000102218,430,546,364,519,411,442,429,347,359
ENSG00000102221,1077,845,946,838,469,474,394,394,343
ENSG00000102225,2357,3306,4176,3134,3286,4093,3859,2983,2211
ENSG00000102226,1928,2939,2865,2724,2812,3601,2187,3045,2401
ENSG00000102230,935,624,396,511,302,303,189,120,118
ENSG00000102239,0,0,0,0,0,1,0,0,0
ENSG00000102241,3852,3663,4001,3640,2570,2984,3222,2634,2273
ENSG00000102243,0,0,0,3,9,8,9,1,0
ENSG00000102245,1,0,0,0,0,0,0,0,0
ENSG00000102265,474,922,1292,1350,2218,2788,3956,11740,16352
ENSG00000102271,733,1378,1415,1793,211,397,484,386,472
ENSG00000102287,38,234,58,13,35,74,27,196,301
ENSG00000102290,178.33,121.88,32.26,16.27,45.9,320.23,12,46.07,27.15
ENSG00000102302,996,992,1726,1191,1253,1441,817,1301,950
ENSG00000102309,354,539,666,493,331,519.97,352,420.96,330
ENSG00000102312,189,156,254,220,201,232,164,197,223
ENSG00000102313,0,7,10,5,7,12,2,5,3
ENSG00000102316,2906,5933.02,9016,11337.49,12052.93,16214.43,8502,11438,8616.89
ENSG00000102317,4269,4634,3568,4853,3823,3751,4728,2712,2326
ENSG00000102349,300,835,760,327,673,342,147,205,188
ENSG00000102359,0,4,5,58,198,877,856,1398,1207
ENSG00000102362,5,11,32,51,73,110,126,169,133
ENSG00000102383,106,46,115,213,122,172,108,124,128
ENSG00000102384,1057,713,546,603,209,202,769,146,56
ENSG00000102385,9,7,23,15,39,58,154,74,40
ENSG00000102387,4,7,1,6,9,1,10,2,4
ENSG00000102390,1211,969,1122,843,643,545,792,583,497
ENSG00000102393,644,483,486,351,260,289,275,190,199
ENSG00000102401,798,935,1014,1950,2070,3235,2864,3019,2697
ENSG00000102409,1288,1483,2740,2561,1889,2412,1885,2076,1690.78
ENSG00000102445,131,295,666,260,41,18,8,3,9
ENSG00000102452,44,2,1,0,1,9,28,195,209
ENSG00000102466,7,12,5,4,2,8,1,7,28
ENSG00000102468,0,0,0,0,12,22,3,29,97
ENSG00000102471,770,556,705,1287,853,906,1177,705,811
ENSG00000102524,3,8,4,4,6,6,7,46,145
ENSG00000102531,1624,1684,1710,2593,3238,3914,3272,1886,2109
ENSG00000102539,0,2,3,0,0,0,0,2,0
ENSG00000102543,53,106,144,120,158,154,164,147,151
ENSG00000102547,113,188,650,1916,1780,2019,2855,785,577
ENSG00000102554,103,605,294,226,265,198,256,154,273
ENSG00000102572,5542,4543,4895,3892,3053,2840,2781,2193,2181
ENSG00000102575,128,73,16,1,7,40,3,4,8
ENSG00000102580,1518,1769,1358,2141,1844,1607,2234,1483,1452
ENSG00000102595,557,524,689,1053,882,819,945,672,630
ENSG00000102606,2070,1442,1562,1559,1351,1820,1402,1534,1380
ENSG00000102678,4,3,0,6,33,79,155,204,165
ENSG00000102683,0,14,48,1,0,17,13,10,21
ENSG00000102699,2105.96,1417.14,1998.95,1934.96,2064.09,2322.96,1744.15,2388.07,2629.54
ENSG00000102710,1664,1529,1709,1534,1466,1771,1697,1410,1092
ENSG00000102738,657,556,626,641,492,600,697,430,381
ENSG00000102743,399,504,465,285,186,159,309,116,111
ENSG00000102753,3349,2206,2106,2721,1720,2036,2676,1641,1460
ENSG00000102755,4626,1655,925,2160,2008,2357,4771,3437,2570
ENSG00000102760,1,56,39,5,8,28,54,13,45
ENSG00000102763,1083,769,1040,1122,1166,1412,1414,1259,1156
ENSG00000102780,181,173,92,192,613,757,1085,1135.01,771.7
ENSG00000102781,433,646,357,433,616,898,1450,1119,741
ENSG00000102786,1340.96,1352.94,1165.97,1093.95,1001,943.81,1202.86,795,698
ENSG00000102794,0,0,0,0,0,0,0,0,0
ENSG00000102796,55.67,72.83,153.31,89.63,127.2,124.07,43.75,116.36,91.48
ENSG00000102802,60,23,22,14,114,163,287,164,230
ENSG00000102804,2730,3447,6661,8373,7065,6925,3405,5829,4547
ENSG00000102805,231.99,255,386.85,530.04,671.97,666.37,505,486.79,532
ENSG00000102837,0,2,0,0,1,0,1,0,0
ENSG00000102854,0,0,4,2,12,6,13,9,19
ENSG00000102858,1697,1556,1850,1928,1643,2022,1808,2056,1874
ENSG00000102870,1010,944,1730,1542,1586,1975,1679,1928,1931
ENSG00000102871,4,27,39,27,105,115,100,174,146
ENSG00000102878,0,0,14.88,9,17.96,18,2,14,13.98
ENSG00000102879,203.23,81.77,15.29,30,27,35.57,45.85,17,19
ENSG00000102882,727,1073,1498,1173,1234,1077,580,764,663
ENSG00000102886,11,23,42,29,52,34,5,10,18
ENSG00000102890,146,98,91,33,66,22,10,11,2
ENSG00000102891,0,0,0,0,0,0,0,0,0
ENSG00000102893,1615,1480,3171,4723,3872,3550,2978,2313,1476
ENSG00000102897,128,166,289,325,272,355,376,358,263
ENSG00000102898,2942,3001,2630,2276,2148,2536,2658,2143,1579
ENSG00000102900,3453,2811,3108,2771,1825,1981,2601,1488,1071
ENSG00000102901,740,845,1101,790,972,935,901,785,726
ENSG00000102904,8,18,47,38,38,39,29,42,37
ENSG00000102908,1588.03,1229.91,1450.13,2852.68,2739.05,2046.4,1716.29,2554.03,2268.91
ENSG00000102910,1076,1174,1565,2203,2758,3263,3635,3158,2878
ENSG00000102921,1572,1562,1453,1388,1681,1753,1376,1730,1521
ENSG00000102924,81,208,40,7,3,2,1,0,0
ENSG00000102931,479,620,1475,2472,2072,2093,2208,1418,1260
ENSG00000102934,38,74,323,99,120,95,21,9,7
ENSG00000102935,1626,1516,1203,710,634,657,72,356,506
ENSG00000102962,0,0,0,0,3,0,0,0,0
ENSG00000102967,280,275,366,265,251,246,267,145,129
ENSG00000102970,0,0,0,0,0,0,0,0,0
ENSG00000102974,3583,2968,3371,2414,1539,1580,1578,1806,1726
ENSG00000102977,339,436,356,201,247,224,189,162,142
ENSG00000102978,2039,2227,2464,2029,1550,1716,1864,1301,1063
ENSG00000102981,156,38,28,13,3,8,7,17,16
ENSG00000102984,198,257,207,232,256,245,208,276,172
ENSG00000102996,996,1994,5571,6106,4604,7964,8156,8735,4420
ENSG00000103005,1769,2534,1671,1616,1155,1279,1893,932,716
ENSG00000103018,3828,2776,2099,2562,2180,2351,3374,1627,1160
ENSG00000103021,204,401,1222,670,367,363,143,226,313
ENSG00000103023,0,0,2,1,3,0,0,0,0
ENSG00000103024,274,200,407,146,293,288,147,274,289
ENSG00000103034,261,541,234,704,988,1938,1070,1676,2888
ENSG00000103035,3829,3488,2778,2861,1776,2161,3074,1699,1673
ENSG00000103037,827,526,553,276,203,233,284,257,289
ENSG00000103042,874,1211,1291,1042,669,843,633,789.55,836
ENSG00000103043,1252,1268,1259,1092,708,888,762,915,782
ENSG00000103044,2003,398,126,65,21,13,25,135,175
ENSG00000103047,650,393,363,413,366,371,548,333,281
ENSG00000103051,862,1502,1684,1399,1447,1595,1205,1240,978
ENSG00000103056,28,33,13,11,78.69,78,4,3,2
ENSG00000103061,508,493,638,554,500,641,554,569,531
ENSG00000103064,1341,1356,726,859,707,913,2090,1554,1041
ENSG00000103066,171,252,298,280,471,593,406,817,726
ENSG00000103067,1467,688,755,168,332,281,198,97,64
ENSG00000103089,120,153,61,0,2,6,3,2,11
ENSG00000103091,1382,978,1358,1096,1145,1244,607,1062,887
ENSG00000103111,1275.99,1148.98,1153.89,1023.99,1012.91,1053.98,1025,898.97,909.97
ENSG00000103121,459,403,407,516,337,394,876,440,305
ENSG00000103126,1667,1570,1355,926,866,735,648,685,618
ENSG00000103145,385,502,525,521,809,694,374,514,358
ENSG00000103148,741,945,831,536,696,850,522,740,613
ENSG00000103150,183.2,406.02,350.94,273.09,479.31,688.27,624.96,423.85,385.11
ENSG00000103152,324,474,639,454,556,569,423,554,393
ENSG00000103154,48,71,97,37,10,5,18,3,6
ENSG00000103160,1308,1259,1316,1608,1255,1569,1279,1138,976
ENSG00000103168,1178,1021,1512,923,903,892,589,653,591
ENSG00000103174,215,263,279,214,156,170,139,136,103
ENSG00000103175,20,0,2,31,157,467,299,833,461
