gene_id,rep1_d_13,rep1_d_20,rep1_d_30,rep2_d_13,rep2_d_20,rep2_d_30,rep3_d_13,rep3_d_20,rep3_d_30
ENSG00000183023.18,5364,7760,26450,6978,7706,16719,6370,12816,20452
ENSG00000287255.1,0,0,0,1,3,1,0,4,3
ENSG00000285898.1,4,1,0,5,0,2,5,1,0
ENSG00000287468.1,1,2,0,0,0,0,1,5,1
ENSG00000233128.2,0,0,0,0,0,0,0,0,0
ENSG00000237442.3,0,0,0,0,0,2,0,0,0
ENSG00000287145.1,0,0,0,0,0,0,0,2,0
ENSG00000236090.2,1,10,4,6,2,10,4,7,0
ENSG00000236533.1,2,1,0,2,5,2,0,2,0
ENSG00000207218.1,0,0,0,0,0,0,1,0,0
ENSG00000214691.9,0,4,0,0,0,0,0,1,0
ENSG00000223245.1,0,0,0,0,4,0,0,0,0
ENSG00000234362.6,29,28,9,10,34,15,6,25,1
ENSG00000205086.8,54,70,5,40,26,70,18,86,2
ENSG00000226398.1,1,2,2,0,2,3,0,0,0
ENSG00000162878.13,6494,2827,1650,1873,2897,2862,3094,2251,853
ENSG00000224875.2,1,2,1,3,0,6,3,0,0
ENSG00000143924.19,2746,1937,1857,1477,2519,2009,2457,862,520
ENSG00000115944.15,1784,1692,2138,1515,1149,2030,2269,1465,1373
ENSG00000221300.1,0,0,0,0,0,0,0,0,0
ENSG00000171126.8,15,3,2,5,2,6,5,1,0
ENSG00000232526.1,1,0,0,0,0,0,0,0,0
ENSG00000236913.1,0,0,0,0,0,0,0,0,0
ENSG00000057935.14,1172,1114,1229,821,934,1164,1167,953,695
ENSG00000273913.1,0,0,0,0,0,0,0,0,0
ENSG00000215263.2,0,0,0,0,0,0,0,0,0
ENSG00000226523.1,0,0,0,0,0,1,2,0,0
ENSG00000200550.1,5,1,2,2,3,1,0,2,0
ENSG00000162881.6,40,5,13,4,7,19,18,3,0
ENSG00000162882.15,50,11,12,31,20,83,44,4,2
ENSG00000226491.1,6,0,2,3,3,4,6,0,3
ENSG00000232202.1,3,0,0,0,0,0,0,0,0
ENSG00000224739.2,0,0,0,0,0,0,0,0,0
ENSG00000231826.6,1,0,0,1,0,0,0,1,0
ENSG00000233978.1,0,0,1,0,0,0,0,0,0
ENSG00000207087.1,0,0,0,0,0,0,0,0,0
ENSG00000230587.2,1,4,0,0,2,0,1,0,0
ENSG00000286796.1,0,0,0,0,2,1,1,1,0
ENSG00000287387.1,1,7,3,7,7,3,6,0,0
ENSG00000152518.8,1628,914,1822,742,798,1026,1274,694,746
ENSG00000279873.2,41,11,15,6,9,3,39,2,7
ENSG00000234936.1,9,2,0,1,4,0,13,0,2
ENSG00000115970.18,313,346,767,325,280,517,419,231,378
ENSG00000252804.1,0,0,0,0,0,0,0,0,0
ENSG00000264071.2,0,0,0,0,0,0,0,0,0
ENSG00000207411.1,0,0,0,0,0,0,0,0,0
ENSG00000152527.14,142,162,146,25,265,45,123,28,5
ENSG00000223658.8,2,1,0,1,0,0,1,8,0
ENSG00000229695.1,0,0,0,0,0,0,0,0,0
ENSG00000252490.1,0,0,0,0,0,0,0,0,0
ENSG00000138036.18,370,281,270,231,275,207,424,206,151
ENSG00000138075.14,0,1,0,1,0,1,5,2,0
ENSG00000143921.9,1,2,2,1,0,1,1,0,1
ENSG00000138095.19,3837,3421,5454,2821,2473,3776,3639,2906,3267
ENSG00000200924.1,4,0,2,3,0,0,1,1,0
ENSG00000264047.2,0,0,0,0,0,0,0,0,0
ENSG00000219391.1,2,4,0,0,0,0,0,0,0
ENSG00000252599.1,0,0,0,0,0,0,0,0,0
ENSG00000224637.1,0,0,0,1,0,0,0,0,0
ENSG00000273106.1,0,0,0,2,0,0,6,0,0
ENSG00000138032.21,372,429,438,424,344,265,349,437,238
ENSG00000285542.1,0,0,0,0,0,0,0,0,0
ENSG00000226972.2,0,0,0,0,0,0,0,0,0
ENSG00000138079.14,0,0,0,0,2,2,4,0,0
ENSG00000138078.16,1031,1536,2288,786,1254,1536,1510,1115,1119
ENSG00000143919.15,139,78,65,68,75,95,89,43,60
ENSG00000259439.2,16,4,0,15,0,4,12,0,0
ENSG00000278957.1,0,0,0,0,0,0,0,0,0
ENSG00000274520.1,4,0,0,1,0,0,2,0,0
ENSG00000277311.1,4,0,0,1,0,0,4,0,0
ENSG00000276229.1,0,0,0,0,0,0,0,0,0
ENSG00000277809.1,0,0,0,0,0,0,0,0,0
ENSG00000276048.1,2,4,0,1,0,0,0,0,0
ENSG00000274547.1,0,0,0,0,0,0,0,0,0
ENSG00000276670.1,0,0,0,0,0,0,0,0,0
ENSG00000236502.1,1,0,0,3,0,0,0,0,0
ENSG00000138083.5,42,9,0,37,0,7,9,0,0
ENSG00000225156.2,5,0,0,3,0,0,5,0,0
ENSG00000231848.1,0,0,0,0,1,0,0,0,0
ENSG00000170577.8,105,78,69,10,14,147,53,109,5
ENSG00000231156.1,2,3,0,0,0,0,3,0,0
ENSG00000205054.8,0,0,0,0,0,0,4,0,0
ENSG00000231054.1,1,0,0,0,0,0,0,0,0
ENSG00000286728.1,1,0,0,0,0,0,0,1,0
ENSG00000286519.1,11,0,0,0,0,0,0,0,0
ENSG00000068784.13,319,260,487,304,219,415,359,188,247
ENSG00000239396.3,0,0,0,0,0,0,0,0,0
ENSG00000171132.14,438,396,611,387,364,476,384,357,350
ENSG00000228481.1,0,0,0,0,0,0,0,0,0
ENSG00000233829.1,0,0,0,0,0,0,0,1,0
ENSG00000232696.1,0,0,1,0,0,0,2,0,0
ENSG00000231336.1,1,0,0,0,1,0,0,0,0
ENSG00000233335.1,0,0,0,0,0,0,0,0,0
ENSG00000278764.1,0,0,0,0,0,0,0,0,0
ENSG00000116016.14,2273,1244,3772,1792,4461,2315,253,347,205
ENSG00000228100.2,0,0,0,0,0,0,0,0,0
ENSG00000187600.14,1,0,0,0,0,0,0,0,0
ENSG00000284608.1,0,0,0,0,0,0,0,0,0
ENSG00000253515.2,0,0,0,1,0,0,0,2,1
ENSG00000241791.3,0,0,2,0,0,0,0,0,0
ENSG00000284701.1,0,0,0,0,0,0,0,0,0
ENSG00000250565.7,46,78,175,57,67,104,66,44,91
ENSG00000119729.12,1460,1897,7465,1674,1854,3545,1887,2220,4718
ENSG00000250116.2,8,12,21,2,7,6,16,3,7
ENSG00000151665.13,254,145,157,148,87,127,277,94,71
ENSG00000119878.6,364,433,856,289,335,595,465,350,542
ENSG00000279254.1,8,3,5,5,3,0,8,0,2
ENSG00000222005.9,3,3,14,4,0,0,6,0,2
ENSG00000171150.9,332,508,915,305,532,751,398,310,421
ENSG00000239332.6,10,6,7,3,11,9,12,7,4
ENSG00000226548.1,1,0,0,2,0,0,3,0,1
ENSG00000228925.1,8,7,17,3,7,3,10,2,5
ENSG00000180398.13,2063,2732,2728,2102,2456,2611,2428,1934,1126
ENSG00000068724.17,478,262,267,309,200,270,563,132,102
ENSG00000272814.1,0,0,2,0,0,0,1,0,0
ENSG00000233845.1,1,2,0,0,0,0,1,0,0
ENSG00000239605.11,0,1,0,9,1,0,3,0,1
ENSG00000273269.3,0,0,0,0,0,0,0,0,0
ENSG00000225187.1,0,0,1,0,0,0,0,1,0
ENSG00000143933.19,7220,7743,5739,7974,4536,7169,7184,6298,3013
ENSG00000234690.7,47,9,10,4,1,2,85,4,9
ENSG00000226087.2,1,1,0,2,0,0,2,2,1
ENSG00000236824.2,5,0,5,7,0,313,12,0,531
ENSG00000119888.11,3302,365,104,843,91,220,595,286,110
ENSG00000222685.1,0,0,0,0,0,0,0,0,0
ENSG00000207923.1,2,0,0,0,0,0,0,0,0
ENSG00000277396.1,2,0,1,0,0,0,0,0,0
ENSG00000095002.15,1381,777,1482,1039,496,1180,1585,576,871
ENSG00000184261.5,56,3,170,27,25,14,39,3,16
ENSG00000235760.4,0,0,4,0,1,1,13,0,5
ENSG00000230979.3,23,6,35,13,8,28,25,7,21
ENSG00000116062.17,2959,1579,3384,1618,1396,2681,3157,1123,1506
ENSG00000224443.1,0,0,0,0,0,0,0,0,0
ENSG00000224058.2,0,0,0,1,0,0,1,0,0
ENSG00000283502.1,0,0,0,0,0,0,0,0,0
ENSG00000138081.21,835,792,1379,620,820,1083,988,587,752
ENSG00000235369.1,3,1,2,0,0,3,1,0,1
ENSG00000236549.1,0,0,0,1,0,0,0,0,0
ENSG00000233230.1,21,13,1,12,9,0,31,3,2
ENSG00000230773.9,2,2,1,5,1,0,3,4,1
ENSG00000226473.2,0,0,0,0,0,0,0,0,1
ENSG00000275423.1,0,0,0,0,0,0,0,0,0
ENSG00000201010.1,0,0,0,0,0,0,0,0,0
ENSG00000170802.16,281,187,205,214,166,151,355,176,122
ENSG00000251889.1,0,0,0,0,0,0,0,0,0
ENSG00000272663.1,5,7,3,5,1,4,8,4,7
ENSG00000162869.16,269,499,555,352,330,435,385,378,349
ENSG00000202227.1,1,1,0,0,0,0,0,1,0
ENSG00000243244.7,369,460,830,187,483,509,433,439,328
ENSG00000068781.21,0,1,4,1,0,0,0,0,1
ENSG00000242441.8,3,1,2,1,0,0,2,0,0
ENSG00000279956.1,0,0,0,0,2,0,1,0,0
ENSG00000239995.2,0,0,0,0,0,0,0,0,0
ENSG00000138039.15,1,3,1,1,1,0,1,3,1
ENSG00000232285.1,0,0,0,0,0,0,0,0,0
ENSG00000282890.1,0,2,1,0,1,2,0,2,1
ENSG00000214602.3,0,0,0,0,0,0,1,0,0
ENSG00000170820.12,96,44,12,81,37,10,59,26,6
ENSG00000212036.3,0,0,0,0,0,0,0,0,0
ENSG00000282998.1,0,0,0,0,0,0,1,0,0
ENSG00000206915.1,0,0,0,0,0,0,0,0,0
ENSG00000282828.2,0,0,0,1,0,3,0,0,1
ENSG00000234253.1,0,2,2,0,1,1,0,1,1
ENSG00000212580.1,0,0,0,0,2,0,0,0,0
ENSG00000179915.24,262,163,184,382,292,159,336,279,104
ENSG00000285548.1,3,0,0,2,0,0,0,0,0
ENSG00000230327.1,0,0,0,0,0,0,0,0,0
ENSG00000283058.1,0,0,0,0,0,0,0,0,0
ENSG00000216191.1,0,0,0,0,0,0,0,0,0
ENSG00000238165.1,0,1,0,1,3,0,3,2,1
ENSG00000286412.1,0,0,2,0,0,0,0,0,0
ENSG00000231918.1,2,0,0,0,0,0,1,0,0
ENSG00000287867.1,0,0,0,1,0,0,0,0,0
ENSG00000224344.1,0,0,0,0,0,0,0,0,0
ENSG00000223710.1,0,0,0,0,0,0,0,0,0
ENSG00000230840.1,0,0,0,0,0,0,0,0,0
ENSG00000226366.1,0,0,0,0,0,0,0,0,0
ENSG00000287344.1,0,0,0,0,0,0,0,0,0
ENSG00000236538.1,0,0,0,0,0,0,2,0,0
ENSG00000202195.1,0,0,0,0,0,0,0,0,0
ENSG00000225444.2,0,0,0,0,0,0,0,0,0
ENSG00000225842.1,0,0,0,0,0,0,0,0,0
ENSG00000236837.1,0,0,0,0,1,0,0,0,0
ENSG00000204993.3,0,0,2,0,4,2,0,0,0
ENSG00000233083.1,0,0,0,0,0,0,0,0,0
ENSG00000264975.1,0,0,0,0,0,0,0,0,0
ENSG00000228033.6,0,0,2,2,0,1,1,1,2
ENSG00000232604.1,0,0,0,0,0,0,0,0,0
ENSG00000232668.1,1,0,0,0,0,0,0,0,0
ENSG00000251942.1,0,0,0,0,0,0,0,0,0
ENSG00000223897.1,0,0,0,0,0,0,0,0,0
ENSG00000115239.24,497,392,592,482,366,536,552,296,275
ENSG00000207456.1,0,0,0,0,0,0,0,0,0
ENSG00000143942.5,37,80,41,83,33,83,37,42,47
ENSG00000068912.14,833,1545,1169,929,1227,1343,879,1195,597
ENSG00000265452.1,4,3,4,10,8,0,6,0,0
ENSG00000119737.6,39,32,12,20,41,21,40,10,17
ENSG00000068878.15,1737,2594,2736,1734,2556,3011,1542,2265,1611
ENSG00000170634.13,115,237,266,171,178,188,241,300,149
ENSG00000235937.1,0,0,1,0,0,1,0,0,0
ENSG00000233266.1,8,3,3,1,2,0,8,3,11
ENSG00000241114.1,0,0,0,0,0,0,0,0,0
ENSG00000272156.1,3,2,2,1,3,5,5,1,1
ENSG00000252934.1,0,0,0,0,0,0,0,0,0
ENSG00000178021.11,0,0,0,0,1,0,1,0,1
ENSG00000177994.16,2,0,5,0,0,0,3,3,0
ENSG00000115306.16,7357,21950,42892,10801,17030,37791,11343,19661,24802
ENSG00000228108.1,1,0,4,0,2,0,3,0,1
ENSG00000237887.1,1,0,0,0,0,2,2,0,6
ENSG00000234943.2,4,0,1,0,0,0,1,0,1
ENSG00000238018.2,46,79,143,37,103,77,53,45,115
ENSG00000214595.12,37,22,56,7,12,19,41,8,11
ENSG00000231334.2,0,0,0,0,0,0,0,0,0
ENSG00000285519.1,0,0,0,0,0,0,0,0,0
ENSG00000252507.1,0,0,0,0,0,0,0,0,0
ENSG00000115310.18,5824,12822,20251,8987,9463,15248,7200,13710,12507
ENSG00000200086.1,0,0,3,0,0,1,1,0,0
ENSG00000162994.16,218,163,229,141,172,170,174,111,135
ENSG00000203327.2,6,6,15,1,9,3,12,4,15
ENSG00000227799.1,31,28,39,11,33,17,39,23,31
ENSG00000143947.14,14115,8137,5434,10722,5258,6229,10594,7079,3332
ENSG00000085760.15,591,571,790,609,425,903,646,602,721
ENSG00000162997.15,32,36,19,12,19,11,42,14,9
ENSG00000240401.9,7,4,12,6,4,3,12,5,3
ENSG00000206964.1,1,1,0,0,1,0,1,0,0
ENSG00000115355.17,1135,1157,2870,888,1165,2035,1648,981,1499
ENSG00000233594.2,0,0,1,0,0,0,0,0,0
ENSG00000238619.1,0,0,1,0,0,0,0,0,0
ENSG00000238493.1,0,0,0,0,0,0,0,0,0
ENSG00000239189.1,0,0,0,0,0,0,0,0,0
ENSG00000163001.12,384,336,310,391,258,305,484,259,149
ENSG00000275052.5,1021,1082,1723,775,953,1468,1196,645,894
ENSG00000212175.1,1,2,0,1,4,1,1,0,10
ENSG00000272606.1,0,0,0,0,0,0,0,0,0
ENSG00000138035.15,837,676,563,780,430,593,574,508,302
ENSG00000115380.20,336,1103,571,182,2063,1293,404,319,45
ENSG00000202344.1,0,1,0,0,0,0,0,0,0
ENSG00000272180.1,4,0,2,5,0,1,0,0,0
ENSG00000226702.1,2,4,2,1,2,0,4,0,0
ENSG00000207548.3,0,0,0,0,0,0,0,0,0
ENSG00000207798.1,0,0,0,0,0,0,0,0,0
ENSG00000211520.2,0,0,0,0,0,0,0,0,0
ENSG00000229805.1,0,0,1,0,0,0,0,0,0
ENSG00000271894.1,0,0,0,0,0,0,0,0,0
ENSG00000233251.8,47,53,55,77,9,50,41,19,23
ENSG00000055813.6,52,67,117,74,16,135,41,18,42
ENSG00000199395.1,0,0,0,0,0,0,0,0,0
ENSG00000231570.1,0,0,0,0,0,0,0,0,0
ENSG00000271115.1,0,0,0,0,0,0,0,0,0
ENSG00000285755.2,0,2,1,0,2,0,6,0,1
ENSG00000270569.1,0,0,0,0,0,0,0,0,0
ENSG00000212168.1,0,0,0,0,0,0,0,0,0
ENSG00000271615.1,0,0,0,0,0,0,2,0,0
ENSG00000028116.18,207,198,403,262,199,338,240,167,190
ENSG00000287875.1,0,2,5,0,1,3,3,4,2
ENSG00000115392.12,471,221,361,266,169,246,446,198,200
ENSG00000273063.1,1,1,0,1,0,0,2,0,0
ENSG00000233426.3,274,378,208,220,287,296,271,339,137
ENSG00000225226.2,0,0,0,0,0,0,0,0,0
ENSG00000233723.9,8,8,4,19,14,2,15,6,0
ENSG00000231043.3,0,3,3,0,3,4,1,1,1
ENSG00000285673.1,0,0,0,0,0,0,0,0,0
ENSG00000222030.1,0,0,0,0,0,0,0,0,0
ENSG00000271955.2,2,0,0,2,0,0,1,0,0
ENSG00000233891.8,0,0,0,0,0,0,0,0,0
ENSG00000231815.2,0,0,0,0,0,0,0,0,0
ENSG00000270447.1,0,0,0,0,0,0,0,0,0
ENSG00000200101.1,0,0,0,0,0,0,0,0,0
ENSG00000252726.1,0,0,0,0,0,0,0,0,0
ENSG00000286604.1,0,0,0,0,0,0,0,0,0
ENSG00000285611.2,0,0,0,2,0,0,0,0,1
ENSG00000228590.2,0,0,0,1,1,3,5,0,0
ENSG00000287640.1,0,0,0,0,0,0,0,0,0
ENSG00000200807.1,0,0,0,0,0,0,0,0,0
ENSG00000266078.1,0,0,0,0,0,0,0,0,0
ENSG00000119866.22,89,488,1302,139,531,720,99,275,617
ENSG00000233953.1,0,1,2,1,0,0,0,0,3
ENSG00000242158.3,0,0,0,0,0,0,0,0,0
ENSG00000271134.1,0,0,0,0,0,0,0,0,0
ENSG00000213495.3,0,0,0,0,0,0,0,0,0
ENSG00000252718.1,0,0,0,0,0,0,0,0,0
ENSG00000271707.1,0,0,0,2,0,0,1,0,0
ENSG00000115421.13,450,422,533,317,320,483,512,251,291
ENSG00000228414.7,3,0,3,1,0,4,2,2,4
ENSG00000241524.3,0,0,0,0,0,0,0,0,0
ENSG00000237024.1,0,0,0,1,0,0,0,0,0
ENSG00000162924.15,139,67,320,36,83,127,194,57,169
ENSG00000201076.1,0,0,0,0,0,0,0,0,0
ENSG00000267520.2,0,0,0,0,0,0,0,0,0
ENSG00000237522.1,8,3,11,3,7,4,9,4,1
ENSG00000232713.2,1,5,5,3,6,5,0,0,3
ENSG00000162927.14,62,76,93,98,97,75,98,44,49
ENSG00000222251.1,0,0,0,0,0,0,0,0,0
ENSG00000162928.9,639,754,1241,540,510,1176,613,626,637
ENSG00000162929.14,342,251,369,266,142,431,396,179,171
ENSG00000274769.1,1,5,4,0,1,0,1,0,0
ENSG00000212978.6,122,173,179,111,156,173,144,136,106
ENSG00000237651.6,17,13,37,11,5,35,33,6,20
ENSG00000271889.1,9,4,27,0,5,7,4,0,2
ENSG00000173209.23,1648,778,858,347,950,613,1481,355,404
ENSG00000115464.15,1868,2129,5925,1031,2198,3309,2259,1814,2860
ENSG00000273302.1,8,3,13,3,7,6,7,0,10
ENSG00000271146.1,0,0,0,0,0,0,0,0,0
ENSG00000234624.2,4,0,0,0,0,0,1,0,0
ENSG00000206937.1,0,0,0,0,0,0,0,0,0
ENSG00000270820.6,15,16,48,14,11,30,24,7,36
ENSG00000082898.17,3816,2875,4292,3688,1958,4923,4040,1870,2218
ENSG00000285857.1,10,1,2,3,5,2,14,1,2
ENSG00000271243.1,0,0,0,0,0,0,1,0,0
ENSG00000226884.1,0,0,0,0,0,0,0,0,0
ENSG00000206973.1,0,0,0,0,0,0,0,0,0
ENSG00000213486.3,0,0,0,0,0,0,0,0,0
ENSG00000227361.1,0,0,0,0,0,0,0,0,0
ENSG00000229831.2,0,0,0,0,0,0,0,0,0
ENSG00000170264.13,397,124,237,152,96,160,320,90,123
ENSG00000230702.1,0,0,2,3,4,0,1,0,0
ENSG00000277498.1,3,4,4,2,3,5,10,2,3
ENSG00000115484.15,3472,3044,3925,4089,1870,3977,3460,2718,2345
ENSG00000236498.1,10,7,2,1,9,5,8,3,3
ENSG00000286360.1,10,3,7,6,12,4,12,6,2
ENSG00000173163.10,342,493,736,653,343,914,425,572,418
ENSG00000278523.1,0,0,0,0,0,0,0,0,0
ENSG00000229839.6,2,3,21,2,11,8,9,3,5
ENSG00000242735.1,0,0,0,0,0,0,0,0,0
ENSG00000271657.1,1,0,0,0,0,0,0,0,0
ENSG00000170340.11,694,942,625,1032,878,827,658,1171,475
ENSG00000266097.1,3,2,3,2,0,0,0,0,3
ENSG00000239958.3,0,0,0,0,0,0,1,0,0
ENSG00000270335.1,0,0,0,0,0,0,0,0,0
ENSG00000228541.1,0,0,0,0,0,0,0,0,0
ENSG00000241625.3,0,0,0,0,0,0,2,0,0
ENSG00000186889.10,59,110,111,61,86,81,73,58,35
ENSG00000233702.1,0,0,0,0,0,0,0,0,0
ENSG00000229503.1,0,0,0,0,0,0,0,0,0
ENSG00000226622.6,0,0,1,0,1,0,2,0,0
ENSG00000232144.1,0,0,0,0,0,0,0,0,0
ENSG00000230595.1,0,0,0,0,0,0,0,0,0
ENSG00000115504.15,695,576,1247,656,470,1122,777,693,686
ENSG00000252436.1,0,0,0,0,0,0,0,0,0
ENSG00000286524.1,0,0,1,0,0,0,0,0,0
ENSG00000226605.1,0,0,0,0,0,0,0,0,0
ENSG00000237162.1,0,0,0,2,0,0,0,0,2
ENSG00000231609.7,52,14,50,26,16,16,24,4,19
ENSG00000115507.10,215,1,8,23,0,6,28,0,9
ENSG00000270437.1,0,0,0,0,0,0,0,0,0
ENSG00000286480.1,1,0,0,0,2,0,2,0,0
ENSG00000232403.1,0,0,0,0,0,0,0,2,0
ENSG00000242412.1,1,3,9,0,0,0,1,0,2
ENSG00000143951.16,141,496,511,151,385,378,201,689,267
ENSG00000283636.1,0,1,0,1,0,0,0,0,0
ENSG00000233716.1,0,0,0,0,0,1,2,0,0
ENSG00000279485.1,0,2,0,0,1,2,4,0,1
ENSG00000014641.21,5497,4955,7159,8293,4334,6667,5225,6002,6159
ENSG00000228305.2,77,101,50,117,69,84,82,96,32
ENSG00000229920.2,0,13,25,3,9,24,0,18,11
ENSG00000234488.1,1,0,1,0,0,0,0,1,0
ENSG00000228872.2,0,0,3,0,0,0,1,0,0
ENSG00000229221.1,4,25,30,8,4,39,1,53,11
ENSG00000169764.15,5138,7567,7069,9493,4905,8113,4959,10273,6245
ENSG00000251775.1,6,17,18,13,19,3,11,26,22
ENSG00000143952.20,878,898,1233,568,816,956,806,658,682
ENSG00000228079.2,0,0,0,0,3,0,0,1,0
ENSG00000197329.12,746,1010,559,676,1000,883,1176,554,209
ENSG00000225889.9,22,24,13,27,43,14,45,8,1
ENSG00000230923.2,1,0,0,0,0,0,0,0,0
ENSG00000270354.1,0,0,0,0,0,0,0,0,0
ENSG00000238012.2,0,0,0,0,0,0,0,0,0
ENSG00000238201.1,0,0,0,0,0,0,0,0,0
ENSG00000264297.2,0,0,0,0,0,0,0,0,0
ENSG00000283222.1,0,0,0,0,0,0,0,0,0
ENSG00000236148.5,0,0,0,0,0,0,0,0,0
ENSG00000223935.3,3,8,0,3,9,5,5,6,4
ENSG00000237217.1,1,2,0,1,1,0,0,0,0
ENSG00000119862.13,474,556,274,273,546,344,654,327,143
ENSG00000223863.1,0,0,0,0,0,0,0,0,0
ENSG00000260101.1,7,14,11,4,5,6,6,11,3
ENSG00000119844.15,354,282,448,243,276,356,403,196,227
ENSG00000283204.1,2,0,0,0,0,0,2,0,3
ENSG00000252414.1,1,0,0,0,0,0,0,0,3
ENSG00000233694.6,1,0,0,0,0,0,0,0,0
ENSG00000179833.4,807,1078,1401,831,967,1160,1016,1074,846
ENSG00000226756.1,1,3,14,7,0,3,3,1,1
ENSG00000227791.3,0,0,0,0,0,0,1,0,0
ENSG00000275588.1,0,0,0,0,0,0,0,0,0
ENSG00000199964.1,0,0,0,0,0,0,1,0,0
ENSG00000287123.1,0,0,0,1,0,0,0,0,0
ENSG00000234572.1,0,0,0,0,0,0,5,0,0
ENSG00000237638.2,68,17,28,28,22,26,47,27,23
ENSG00000244534.3,0,0,0,0,0,0,0,0,0
ENSG00000227394.1,6,0,0,0,1,0,2,0,0
ENSG00000115902.11,447,699,2696,832,1413,2024,517,404,1265
ENSG00000252892.1,2,2,2,0,3,1,5,0,1
ENSG00000232613.6,1,0,0,0,0,1,2,0,2
ENSG00000011523.14,747,618,1255,546,578,844,894,568,768
ENSG00000138069.18,2668,3975,3701,3465,3228,5261,2736,3230,1934
ENSG00000272025.1,0,0,0,0,0,0,0,0,0
ENSG00000273763.2,9,5,25,9,2,17,19,10,19
ENSG00000172974.11,360,364,341,552,195,465,351,331,298
ENSG00000138071.14,4064,7754,7149,5139,5970,9809,4215,4871,3112
ENSG00000198369.10,789,836,573,644,662,783,834,366,128
ENSG00000232693.2,0,0,0,0,0,0,0,0,0
ENSG00000204929.13,5,12,5,13,8,13,20,13,3
ENSG00000234255.9,0,0,2,1,1,1,4,1,0
ENSG00000237979.1,1,7,13,5,10,5,0,1,3
ENSG00000223739.1,0,0,0,0,0,2,0,0,0
ENSG00000243029.3,0,1,0,0,0,0,0,0,0
ENSG00000251900.1,0,0,0,5,0,0,8,0,0
ENSG00000235725.1,0,0,0,0,0,0,0,0,0
ENSG00000281920.1,2,1,0,0,3,1,3,1,0
ENSG00000214533.3,0,0,1,0,0,0,1,0,0
ENSG00000280257.1,0,0,0,0,1,0,0,0,0
ENSG00000227293.1,0,0,0,0,0,0,0,0,0
ENSG00000225815.2,0,0,0,0,0,2,1,0,0
ENSG00000264525.1,0,0,0,0,0,0,0,0,0
ENSG00000232164.1,1,0,1,0,0,0,3,0,0
ENSG00000226819.1,34,6,20,8,4,26,118,4,9
ENSG00000143995.20,778,791,1671,696,566,1226,1779,525,936
ENSG00000230749.5,4,6,10,12,7,5,11,7,2
ENSG00000232046.7,6,22,39,10,5,24,37,7,30
ENSG00000237179.6,2,0,7,2,0,1,2,0,3
ENSG00000224071.1,0,0,1,0,0,0,0,0,2
ENSG00000230355.1,0,0,0,0,0,0,0,0,0
ENSG00000230525.6,3,3,8,1,0,2,3,2,3
ENSG00000232688.2,0,0,0,0,0,0,1,0,0
ENSG00000223859.1,1,0,0,0,0,0,0,0,0
ENSG00000235885.8,2,3,2,1,0,5,10,1,7
ENSG00000236780.7,16,18,27,4,9,5,9,3,8
ENSG00000236605.1,0,0,0,0,0,0,0,0,0
ENSG00000143971.9,525,371,572,280,355,364,522,277,318
ENSG00000224173.2,3,0,0,4,2,0,0,0,2
ENSG00000235495.1,0,0,0,1,0,0,1,0,0
ENSG00000286002.1,0,0,0,0,0,0,0,0,0
ENSG00000237013.1,0,0,0,0,0,0,0,0,0
ENSG00000235968.1,0,0,0,0,0,0,0,0,0
ENSG00000197223.11,428,388,420,451,304,330,385,316,178
ENSG00000284932.1,0,0,0,0,0,1,0,0,0
ENSG00000243667.7,126,106,124,109,78,139,96,87,60
ENSG00000236259.1,0,0,0,0,0,1,0,0,0
ENSG00000273398.6,0,0,0,0,0,0,0,0,0
ENSG00000115946.8,505,571,336,755,308,365,316,530,187
ENSG00000221823.11,618,1274,1392,842,790,1276,646,1426,848
ENSG00000273275.1,0,0,0,0,0,0,0,0,0
ENSG00000273064.1,5,3,4,7,1,1,1,0,3
ENSG00000119865.9,117,95,95,114,124,210,192,89,23
ENSG00000203395.2,0,2,0,0,0,0,0,2,0
ENSG00000115956.10,0,10,2,14,0,1,2,2,0
ENSG00000229462.1,0,0,0,0,0,0,0,0,0
ENSG00000204923.4,86,24,31,44,21,46,77,21,23
ENSG00000169621.10,84,51,69,76,38,54,102,39,30
ENSG00000214525.4,0,0,0,1,0,2,0,0,0
ENSG00000169618.7,4,1,2,3,1,0,3,2,0
ENSG00000163219.12,24,10,33,22,8,6,45,15,14
ENSG00000228329.3,0,0,0,0,0,1,0,0,0
ENSG00000237576.2,0,0,0,1,0,0,0,0,0
ENSG00000163217.2,822,596,83,2694,23,31,693,1867,18
ENSG00000283586.1,0,1,0,0,0,0,0,0,0
ENSG00000183607.10,3,0,0,1,0,1,0,2,0
ENSG00000169605.7,0,3,1,0,4,1,0,1,0
ENSG00000169604.19,1313,7111,5776,1541,8129,6186,1634,6410,1708
ENSG00000286347.1,0,0,1,1,0,0,1,0,0
ENSG00000266649.1,0,0,0,0,2,0,0,1,0
ENSG00000251850.1,0,0,0,0,0,0,0,0,0
ENSG00000199460.2,0,0,0,0,0,0,1,0,0
ENSG00000271597.1,0,0,2,0,0,0,0,0,0
ENSG00000198380.13,2267,3044,3809,1926,2624,3156,1948,2673,1507
ENSG00000252250.1,0,0,0,0,0,0,0,0,0
ENSG00000169599.13,352,382,736,572,292,765,530,409,549
ENSG00000115977.19,1102,1400,3464,1291,1214,2461,1392,1514,1973
ENSG00000244236.3,0,0,0,0,0,0,0,0,0
ENSG00000207016.1,0,0,0,2,0,0,0,0,0
