gene_id,d0,d2,d4,d6,d10,d15,d20,d40
ENSG00000161921,1.04,0.7,0.05,0.31,0.29,0.66,0.69,7.16
ENSG00000161929,0.0,0.0,0.0,0.0,0.03,0.03,0.04,0.0
ENSG00000161939,0.37,0.33,2.56,2.11,0.68,0.99,0.0,0.27
ENSG00000161940,8.43,6.31,6.23,2.43,1.02,0.0,0.05,2.6
ENSG00000161944,0.11,0.1,0.17,0.0,0.0,0.0,0.0,0.0
ENSG00000161955,0.35,1.03,2.61,0.0,0.59,0.46,1.87,6.36
ENSG00000161956,76.8,73.55,70.55,63.76,41.09,41.08,49.31,47.63
ENSG00000161958,17.56,5.3,3.36,6.64,27.79,28.14,32.8,12.85
ENSG00000161960,1396.15,1256.16,1007.82,970.13,618.26,423.76,607.08,577.17
ENSG00000161970,2186.05,2423.39,2530.34,2156.68,2070.74,1653.44,1484.88,3174.43
ENSG00000161973,0.0,0.0,0.4,0.48,0.0,0.08,0.46,1.12
ENSG00000161980,30.68,31.04,14.24,20.1,13.48,11.62,11.51,8.6
ENSG00000161981,51.54,42.25,54.16,51.64,36.26,68.21,54.75,45.23
ENSG00000161992,0.13,0.11,0.24,0.5,0.32,0.0,0.0,0.0
ENSG00000161996,16.95,24.18,26.06,24.42,5.71,14.1,13.81,19.21
ENSG00000161999,36.62,30.7,37.74,31.69,25.01,35.23,35.48,43.3
ENSG00000162004,2.9,4.14,3.28,2.67,7.01,1.8,3.02,1.94
ENSG00000162006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162009,0.28,0.12,0.0,0.0,0.0,0.0,0.0,0.05
ENSG00000162032,10.41,7.28,26.0,23.58,18.68,18.57,23.84,26.67
ENSG00000162039,6.62,0.97,0.34,0.21,0.25,0.42,0.54,0.91
ENSG00000162040,0.06,0.13,0.0,0.06,0.0,0.0,0.0,0.0
ENSG00000162062,30.44,23.54,23.03,20.09,5.8,13.66,11.47,6.1
ENSG00000162063,31.97,31.62,31.8,32.39,7.9,25.98,12.07,5.96
ENSG00000162065,6.31,5.01,7.69,7.11,8.87,9.05,6.92,7.61
ENSG00000162066,20.4,24.75,22.6,19.23,10.93,10.56,13.52,14.76
ENSG00000162068,0.0,0.04,0.91,1.0,1.13,1.71,1.28,2.82
ENSG00000162069,6.02,0.79,0.06,0.58,0.16,0.0,0.0,0.16
ENSG00000162073,20.31,17.02,8.88,6.66,0.8,4.65,6.92,6.24
ENSG00000162076,15.32,13.73,21.01,21.12,20.36,21.03,22.4,13.53
ENSG00000162078,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.05
ENSG00000162086,12.62,17.83,21.1,16.07,8.78,15.86,19.44,18.3
ENSG00000162104,5.51,5.91,3.87,5.92,12.09,15.28,15.33,12.07
ENSG00000162105,18.35,2.14,1.29,1.72,1.14,0.1,0.44,1.22
ENSG00000162129,14.87,11.17,18.23,13.93,12.53,11.2,10.25,8.95
ENSG00000162139,10.64,7.79,7.39,7.73,6.04,5.07,5.76,5.54
ENSG00000162144,12.74,10.34,9.42,7.69,4.35,4.38,7.76,11.86
ENSG00000162148,2.24,1.95,3.62,5.18,4.15,0.29,0.96,3.43
ENSG00000162174,33.26,17.93,18.65,21.12,9.34,7.28,9.55,8.48
ENSG00000162188,9.92,1.8,2.1,0.96,0.77,0.48,0.55,0.88
ENSG00000162191,105.98,97.58,129.75,115.06,139.48,80.54,92.47,115.84
ENSG00000162194,0.89,2.53,6.04,4.57,7.85,5.49,8.12,3.44
ENSG00000162222,35.21,43.71,38.97,35.38,34.53,31.59,32.31,35.92
ENSG00000162227,15.95,17.84,23.46,25.06,18.95,15.28,14.57,15.07
ENSG00000162231,34.65,41.69,82.39,79.86,72.65,53.75,79.73,80.4
ENSG00000162236,16.01,26.85,41.35,37.9,26.25,22.62,24.97,45.38
ENSG00000162241,0.14,1.1,2.81,2.56,1.58,3.16,4.73,5.18
ENSG00000162244,1753.65,1688.57,2038.69,1721.32,1651.57,1356.29,1240.03,2018.49
ENSG00000162267,0.0,0.0,0.0,0.04,0.16,0.71,12.56,15.15
ENSG00000162298,16.62,15.08,24.66,21.86,15.64,10.7,17.35,25.74
ENSG00000162300,23.19,26.05,31.06,28.32,29.53,23.58,33.01,36.1
ENSG00000162302,9.83,5.54,7.95,12.26,10.09,9.38,15.78,20.93
ENSG00000162337,28.73,20.11,31.57,32.59,24.76,25.07,24.36,44.22
ENSG00000162341,7.6,5.5,8.32,11.84,11.31,12.31,9.2,4.09
ENSG00000162344,6.29,4.05,0.03,0.0,0.0,0.0,0.0,0.0
ENSG00000162365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162366,0.0,0.0,0.0,0.0,0.0,0.0,0.39,18.33
ENSG00000162367,0.24,0.07,0.09,0.04,0.04,0.03,0.05,0.55
ENSG00000162368,30.34,56.38,30.05,39.73,43.07,32.13,49.36,52.63
ENSG00000162373,5.35,4.06,11.24,9.82,8.88,14.87,14.47,16.46
ENSG00000162374,0.71,0.15,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162377,29.83,37.0,18.92,22.11,20.59,14.64,16.19,14.58
ENSG00000162378,11.6,15.65,17.95,18.41,21.47,20.83,24.0,17.03
ENSG00000162383,0.0,0.0,0.03,0.0,0.05,0.03,0.0,0.12
ENSG00000162384,54.77,52.56,73.11,71.83,50.98,40.06,44.23,56.06
ENSG00000162385,94.56,119.62,85.18,70.44,47.31,36.04,37.98,49.08
ENSG00000162390,2.76,2.16,1.29,1.73,4.03,11.1,11.63,2.85
ENSG00000162391,0.04,0.0,0.04,0.16,0.28,0.2,0.27,0.04
ENSG00000162396,9.3,8.42,7.63,7.3,9.84,7.46,7.93,5.26
ENSG00000162398,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162399,0.24,0.25,0.01,0.0,0.0,0.02,0.0,0.0
ENSG00000162402,18.87,18.12,29.08,16.71,17.78,13.68,13.48,14.66
ENSG00000162407,15.18,3.72,15.64,22.74,30.26,19.47,26.55,194.43
ENSG00000162408,13.06,16.38,12.06,14.33,9.9,9.58,14.34,9.39
ENSG00000162409,2.95,1.68,3.31,5.74,7.1,5.43,8.44,4.23
ENSG00000162413,10.15,6.67,10.08,16.93,27.42,22.72,26.21,14.85
ENSG00000162415,2.3,4.32,4.37,3.5,2.88,3.35,3.28,0.95
ENSG00000162419,21.87,18.99,13.14,15.13,10.31,7.78,10.93,12.23
ENSG00000162426,2.97,0.37,0.13,0.14,0.18,0.14,1.05,1.65
ENSG00000162430,103.33,96.64,123.84,103.69,78.34,115.41,116.99,85.81
ENSG00000162433,212.55,32.85,9.68,11.88,71.02,74.09,69.63,14.5
ENSG00000162434,20.12,16.08,11.32,11.3,18.5,31.67,39.82,58.78
ENSG00000162437,15.14,18.69,16.25,15.07,23.36,16.35,17.38,25.6
ENSG00000162438,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.02
ENSG00000162441,20.36,26.84,26.73,40.07,54.68,47.69,46.56,31.7
ENSG00000162444,4.51,1.24,1.33,0.56,7.22,3.21,18.19,35.14
ENSG00000162456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162458,48.12,27.08,20.61,21.74,37.52,56.54,61.43,71.2
ENSG00000162460,0.57,0.25,0.64,0.16,0.04,0.13,0.0,0.12
ENSG00000162461,0.29,0.59,0.83,0.61,0.42,0.73,0.51,0.71
ENSG00000162482,0.31,0.67,0.69,0.66,0.57,0.37,0.21,0.61
ENSG00000162490,9.34,12.3,9.42,4.28,1.72,0.06,0.06,0.08
ENSG00000162493,84.37,22.6,17.96,21.4,27.03,22.02,75.48,127.9
ENSG00000162494,0.27,0.21,0.0,0.0,0.2,0.0,0.37,0.0
ENSG00000162496,5.98,1.78,4.01,12.28,8.64,10.82,70.11,1.62
ENSG00000162510,0.15,0.19,0.0,0.32,0.32,0.12,0.82,0.64
ENSG00000162511,0.17,0.27,0.07,0.0,0.14,0.04,0.2,1.01
ENSG00000162512,29.97,24.93,29.47,33.53,39.14,57.75,40.11,44.05
ENSG00000162517,29.41,29.88,37.59,43.56,39.76,40.87,43.33,45.06
ENSG00000162520,0.04,0.26,0.33,0.11,0.42,1.9,5.33,19.48
ENSG00000162521,389.69,501.93,500.67,548.15,370.34,298.19,315.25,337.25
ENSG00000162522,34.1,34.47,42.62,29.69,27.28,8.77,32.25,35.98
ENSG00000162526,0.12,0.66,0.89,0.12,1.42,0.67,2.03,2.2
ENSG00000162542,3.97,1.61,1.53,1.79,1.51,2.68,3.54,7.92
ENSG00000162543,0.5,0.92,0.7,0.86,0.59,0.82,0.87,2.21
ENSG00000162545,5.72,5.33,5.34,7.02,7.29,0.3,3.52,3.12
ENSG00000162551,150.15,80.87,33.14,10.67,2.36,0.42,0.54,0.17
ENSG00000162552,0.34,4.48,0.23,0.49,0.1,0.02,0.5,0.55
ENSG00000162571,0.94,0.11,0.0,0.12,0.1,0.0,0.0,0.0
ENSG00000162572,1.78,1.28,3.27,3.92,2.24,2.48,1.51,3.74
ENSG00000162576,3.51,14.64,133.84,75.27,72.77,14.9,39.91,86.69
ENSG00000162585,56.67,52.25,56.63,50.55,48.2,46.83,47.86,56.61
ENSG00000162591,10.92,6.03,12.73,25.17,16.05,5.64,32.1,24.99
ENSG00000162592,0.11,0.03,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162594,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0
ENSG00000162595,0.0,0.63,0.66,0.9,13.48,6.39,2.13,6.28
ENSG00000162598,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.1
ENSG00000162599,1.14,0.43,0.34,2.55,2.52,9.26,15.72,69.55
ENSG00000162600,7.82,10.19,15.1,16.32,14.09,9.41,9.78,6.13
ENSG00000162601,35.58,22.86,19.85,23.3,22.96,11.59,20.45,10.25
ENSG00000162604,14.56,13.87,13.6,22.76,27.43,23.45,28.47,30.88
ENSG00000162607,28.88,61.34,26.35,23.74,13.8,17.24,19.71,19.29
ENSG00000162613,197.55,205.76,236.94,242.44,124.71,112.1,112.22,106.5
ENSG00000162614,5.44,11.12,23.33,74.04,133.79,149.56,160.08,67.76
ENSG00000162616,13.59,17.55,22.17,35.53,36.68,41.38,42.42,37.08
ENSG00000162618,2.17,0.11,0.45,1.58,0.02,0.19,0.41,2.14
ENSG00000162620,0.31,0.15,0.11,0.36,0.11,0.43,0.05,0.04
ENSG00000162621,0.0,0.0,0.0,0.02,0.02,0.08,0.05,0.02
ENSG00000162623,21.72,27.16,20.51,23.77,18.54,13.95,13.94,12.5
ENSG00000162624,0.53,0.0,1.06,1.57,1.19,0.04,0.1,0.0
ENSG00000162627,22.34,34.36,30.44,26.77,22.73,21.51,20.83,23.73
ENSG00000162630,0.0,0.02,0.02,0.12,0.73,4.81,10.09,31.43
ENSG00000162631,0.34,0.62,0.22,1.74,0.46,0.11,3.36,2.82
ENSG00000162636,14.44,11.1,6.38,8.15,4.76,9.12,6.75,12.46
ENSG00000162639,6.91,2.74,4.83,3.97,4.61,4.69,9.5,6.63
ENSG00000162641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162642,33.66,37.96,38.21,38.71,35.81,21.28,32.38,22.32
ENSG00000162643,0.26,0.46,0.61,0.6,2.14,1.38,1.43,0.25
ENSG00000162645,0.1,0.23,0.0,0.04,0.1,0.23,2.86,1.71
ENSG00000162650,4.33,7.21,5.88,4.04,6.83,2.85,3.79,6.67
ENSG00000162654,0.11,0.02,0.24,0.36,1.24,0.56,6.5,1.61
ENSG00000162664,20.63,30.34,27.6,21.13,10.75,14.95,15.42,20.0
ENSG00000162669,0.33,1.71,1.32,1.67,1.79,0.13,0.7,2.01
ENSG00000162670,0.11,0.0,0.0,0.0,0.0,0.92,7.68,46.58
ENSG00000162676,0.06,0.06,0.03,0.12,0.05,0.14,0.03,0.17
ENSG00000162685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162687,6.5,3.7,2.79,4.82,4.46,1.77,1.85,3.91
ENSG00000162688,8.51,12.43,12.57,15.27,40.82,39.94,34.4,12.5
ENSG00000162692,0.16,0.09,0.55,16.09,188.36,303.53,107.69,95.43
ENSG00000162694,38.03,40.54,47.5,41.98,29.68,28.86,27.38,36.24
ENSG00000162695,10.07,9.63,8.15,7.09,6.67,2.97,8.94,12.65
ENSG00000162699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162702,44.98,40.68,30.7,26.16,17.04,12.94,16.7,12.81
ENSG00000162704,115.6,141.93,131.04,178.7,121.92,125.78,157.6,221.78
ENSG00000162706,6.11,4.72,9.62,10.89,1.6,0.52,2.08,0.65
ENSG00000162711,0.08,0.48,0.08,0.15,0.04,0.06,0.09,0.31
ENSG00000162714,45.27,33.77,45.25,40.96,36.29,20.04,23.37,31.37
ENSG00000162722,0.39,0.36,1.01,0.85,1.98,1.18,2.52,1.88
ENSG00000162723,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162727,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162728,0.09,0.0,0.02,0.0,0.01,0.0,0.0,0.0
ENSG00000162729,49.08,20.24,10.9,11.94,9.67,6.39,8.09,20.67
ENSG00000162733,0.36,0.62,3.37,18.51,24.66,1.87,17.43,50.56
ENSG00000162734,84.88,76.87,74.36,99.34,105.74,200.54,320.96,340.52
ENSG00000162735,100.53,102.67,106.71,124.94,97.01,109.78,90.15,71.78
ENSG00000162736,48.89,83.86,101.2,82.23,69.78,62.81,76.78,101.88
ENSG00000162738,49.61,39.89,47.2,46.36,32.42,23.84,23.15,27.56
ENSG00000162739,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162745,7.54,1.75,3.96,7.02,0.81,0.29,0.93,9.65
ENSG00000162746,0.11,0.29,0.11,0.0,0.06,0.16,0.23,0.18
ENSG00000162747,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0
ENSG00000162753,0.0,0.07,0.0,0.0,0.09,0.0,0.43,0.6
ENSG00000162755,5.76,7.67,13.05,9.59,6.08,12.91,4.0,1.31
ENSG00000162757,3.99,3.21,2.91,3.0,2.0,1.74,1.64,1.4
ENSG00000162761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162763,0.0,0.06,0.0,0.0,0.0,0.06,0.0,0.0
ENSG00000162769,36.75,22.13,10.98,9.21,9.6,5.93,5.97,4.08
ENSG00000162771,0.03,0.03,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162772,14.57,6.88,2.22,5.93,12.76,6.32,14.93,4.39
ENSG00000162775,13.89,15.7,14.58,15.27,8.07,9.29,7.75,5.7
ENSG00000162777,0.26,0.09,0.04,0.09,0.26,0.09,0.23,0.18
ENSG00000162779,0.32,0.44,0.82,0.22,1.21,0.22,1.02,0.16
ENSG00000162782,0.59,0.17,0.05,0.0,0.0,0.02,0.05,0.08
ENSG00000162783,10.06,12.87,7.62,3.72,3.54,3.9,6.1,6.26
ENSG00000162804,0.89,1.42,1.12,0.36,0.06,0.09,0.03,6.04
ENSG00000162813,13.73,13.15,18.68,28.63,29.0,22.86,30.08,31.8
ENSG00000162814,0.75,2.55,1.77,2.27,2.03,1.2,0.87,0.86
ENSG00000162817,9.24,1.88,1.47,1.35,1.05,4.06,2.35,2.23
ENSG00000162819,14.79,25.62,16.58,19.07,14.16,14.03,16.4,17.92
ENSG00000162825,0.31,0.73,2.49,2.0,1.79,0.82,1.13,1.87
ENSG00000162836,27.18,16.78,27.76,25.34,27.63,28.71,16.62,14.06
ENSG00000162840,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162843,0.14,0.0,0.35,0.0,0.0,0.0,0.04,0.12
ENSG00000162849,0.29,2.03,14.56,48.16,56.58,60.33,52.95,21.48
ENSG00000162851,17.95,13.53,8.53,9.77,8.75,7.31,10.69,8.45
ENSG00000162852,11.91,11.9,12.44,13.96,11.95,11.12,13.29,13.55
ENSG00000162869,14.06,13.18,9.64,13.17,12.34,14.84,18.37,19.18
ENSG00000162873,1.01,0.4,0.31,0.32,0.71,0.41,2.54,3.46
ENSG00000162877,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.03
ENSG00000162878,23.7,84.78,121.16,210.16,144.96,57.59,119.38,59.27
ENSG00000162881,0.81,1.19,1.96,1.66,0.65,0.0,0.82,3.2
ENSG00000162882,1.71,3.7,7.23,5.23,1.63,0.16,3.19,16.92
ENSG00000162885,27.55,23.71,19.95,20.04,13.74,15.98,14.68,14.97
ENSG00000162888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162889,38.85,50.96,68.6,106.42,146.43,146.86,116.39,57.86
ENSG00000162891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162892,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162894,0.0,0.0,0.09,0.0,0.23,0.47,0.55,1.14
ENSG00000162896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162909,34.26,46.83,65.9,124.44,96.95,63.97,146.05,195.29
ENSG00000162910,41.85,34.57,46.2,39.09,27.47,30.12,29.32,36.23
ENSG00000162913,0.73,0.24,1.47,1.88,0.77,0.45,0.97,2.87
ENSG00000162923,46.36,47.25,55.59,59.96,65.19,46.04,61.45,48.69
ENSG00000162924,2.5,5.47,5.49,4.1,3.56,3.05,2.31,2.39
ENSG00000162927,2.33,2.69,3.37,4.42,2.69,1.62,4.39,3.69
ENSG00000162928,11.43,15.84,15.22,17.32,20.47,18.84,19.5,13.9
ENSG00000162929,6.9,22.08,11.94,13.36,7.88,7.35,10.05,5.67
ENSG00000162931,0.73,1.49,6.36,10.16,4.8,2.26,2.65,2.12
ENSG00000162944,2.47,2.04,8.44,4.1,2.51,1.31,1.11,2.83
ENSG00000162946,1.39,4.65,2.34,2.03,2.86,1.74,3.59,3.8
ENSG00000162947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162949,4.03,1.68,1.56,0.67,0.05,0.0,0.0,0.21
ENSG00000162951,0.32,19.54,97.03,70.2,19.09,4.23,6.73,37.86
ENSG00000162959,43.99,44.44,33.89,38.37,50.44,44.57,55.31,32.64
ENSG00000162961,111.12,112.02,72.54,84.75,60.11,47.21,47.01,45.17
ENSG00000162971,8.06,8.15,7.5,6.85,5.47,4.47,4.73,4.59
ENSG00000162972,21.19,17.19,14.25,14.75,16.13,14.8,17.66,12.04
ENSG00000162975,0.98,0.44,0.16,0.17,0.39,0.17,0.12,0.28
ENSG00000162976,9.92,14.74,8.25,3.84,3.0,4.21,5.7,9.62
ENSG00000162980,39.63,54.07,27.87,38.97,34.86,19.76,34.97,27.66
ENSG00000162981,3.12,0.41,0.19,0.12,0.45,0.24,0.31,0.08
ENSG00000162989,0.17,0.58,11.82,30.02,12.1,1.56,7.77,6.08
ENSG00000162992,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000162994,4.02,7.03,5.71,6.14,8.45,5.22,5.35,3.35
ENSG00000162997,0.56,1.7,1.21,1.46,2.91,1.02,0.7,0.97
ENSG00000162998,1.7,7.32,4.24,12.47,4.82,11.96,3.25,12.44
ENSG00000162999,1.14,1.48,1.93,1.35,2.08,3.42,1.46,1.83
ENSG00000163001,23.3,29.74,44.29,56.23,35.44,27.46,28.54,51.68
ENSG00000163002,46.59,43.56,20.96,24.5,13.25,16.48,17.12,15.02
ENSG00000163006,13.59,25.99,14.28,13.55,9.71,6.79,6.02,6.8
ENSG00000163009,1.5,2.46,1.4,1.56,0.2,0.46,0.05,0.18
ENSG00000163012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163013,7.26,2.6,1.82,2.07,1.67,1.66,2.18,2.73
ENSG00000163016,0.05,0.09,0.17,0.09,0.16,0.24,0.0,0.18
ENSG00000163017,1.02,0.91,0.05,0.78,1.64,2.94,40.19,73.95
ENSG00000163026,25.76,20.44,19.3,19.06,12.25,11.46,13.41,9.86
ENSG00000163029,37.12,52.06,25.95,19.21,18.95,11.18,14.75,12.35
ENSG00000163032,83.46,8.27,1.08,2.42,0.85,2.32,4.21,7.98
ENSG00000163040,14.46,15.08,16.0,23.11,5.25,4.11,4.95,8.23
ENSG00000163041,691.51,843.68,690.86,675.03,489.89,440.03,447.45,512.67
ENSG00000163046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163050,19.92,13.44,20.22,17.99,18.41,21.35,16.18,8.56
ENSG00000163053,2.83,0.19,0.49,1.33,1.59,2.11,1.38,6.71
ENSG00000163060,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0
ENSG00000163064,0.0,0.13,0.03,0.35,0.08,0.0,0.0,0.0
ENSG00000163069,20.69,24.13,19.85,37.45,45.99,46.11,55.49,39.77
ENSG00000163071,2.29,1.31,0.5,1.07,11.45,6.46,6.81,5.41
ENSG00000163072,0.0,0.0,0.37,0.62,1.17,1.76,1.78,0.5
ENSG00000163075,0.67,1.36,6.35,15.74,8.42,7.24,10.19,5.21
ENSG00000163081,0.0,0.0,0.04,0.0,0.3,0.7,0.05,0.04
ENSG00000163082,0.26,0.0,0.49,21.54,39.49,34.17,10.89,1.5
ENSG00000163083,0.0,3.49,0.0,0.02,0.04,0.0,0.0,0.09
ENSG00000163092,0.03,0.05,0.0,0.11,0.16,0.21,0.11,0.42
ENSG00000163093,0.4,2.1,5.23,4.85,4.76,3.84,4.86,5.64
ENSG00000163098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163104,26.42,45.64,31.28,24.53,19.49,13.07,20.34,27.16
ENSG00000163106,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163110,36.9,39.05,33.47,300.22,287.28,474.84,396.43,138.71
ENSG00000163114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163116,0.05,0.05,0.0,0.05,0.12,0.0,0.0,0.09
ENSG00000163121,0.05,0.0,0.0,0.0,0.04,0.0,0.25,0.05
ENSG00000163125,21.44,22.48,30.82,29.88,25.07,25.83,29.33,29.64
ENSG00000163126,1.52,1.58,2.46,2.74,2.68,0.82,1.57,4.45
ENSG00000163131,0.13,0.0,0.13,0.13,0.19,0.14,0.33,0.14
ENSG00000163132,0.19,52.48,16.32,18.34,13.91,4.0,1.27,1.09
ENSG00000163138,11.31,15.41,15.8,15.75,13.91,10.93,11.86,16.06
ENSG00000163141,0.9,0.43,0.94,2.33,0.4,0.19,0.8,0.71
ENSG00000163145,0.0,0.0,0.0,0.0,0.0,0.02,0.06,9.66
ENSG00000163154,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163155,4.17,6.8,9.95,12.71,10.43,11.34,13.46,12.86
ENSG00000163156,42.98,48.77,38.78,39.92,38.44,34.58,46.38,33.5
ENSG00000163157,0.28,0.55,0.07,0.15,0.1,0.0,0.07,0.47
ENSG00000163159,91.7,78.66,84.37,86.9,57.36,42.08,48.92,55.74
ENSG00000163161,47.63,40.2,59.68,54.71,31.97,27.76,34.19,43.72
ENSG00000163162,12.17,11.14,10.46,13.59,21.38,13.8,12.18,14.59
ENSG00000163166,80.74,62.96,56.96,71.19,49.25,41.62,54.75,38.81
ENSG00000163170,65.19,36.15,26.99,32.99,32.69,39.64,31.14,18.06
ENSG00000163171,33.33,14.22,17.96,24.3,34.85,51.99,109.21,124.48
ENSG00000163191,206.91,262.95,540.39,159.25,99.05,50.77,205.86,337.86
ENSG00000163202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163206,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163209,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
ENSG00000163214,23.06,22.43,31.38,22.24,16.0,12.28,13.8,15.49
ENSG00000163216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163217,0.0,0.1,9.95,7.58,3.93,4.55,3.09,0.14
ENSG00000163218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163219,2.59,1.11,4.59,4.28,3.89,3.58,2.15,1.52
ENSG00000163220,0.0,0.0,0.15,0.0,0.13,1.1,0.72,0.14
ENSG00000163221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163235,4.05,8.78,0.9,0.2,0.84,0.4,0.37,0.26
ENSG00000163239,0.18,0.0,0.06,0.06,0.37,0.08,0.21,0.04
ENSG00000163249,22.75,15.64,9.37,9.89,13.52,11.52,65.55,34.39
ENSG00000163251,17.04,2.99,2.57,3.02,1.8,1.31,1.77,3.63
ENSG00000163254,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.91
ENSG00000163257,38.42,42.59,42.26,39.83,30.38,23.17,23.14,29.49
ENSG00000163263,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163273,0.73,0.0,0.08,0.0,0.15,0.0,0.09,0.14
ENSG00000163281,3.88,5.44,5.32,7.27,7.02,6.65,10.72,9.94
ENSG00000163283,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163285,0.14,0.02,0.0,0.0,0.0,0.0,0.0,0.01
ENSG00000163286,0.15,0.06,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163288,0.2,0.0,1.12,1.26,0.06,0.31,1.72,1.24
ENSG00000163291,23.42,27.1,22.19,22.95,18.1,17.94,14.97,8.42
ENSG00000163293,5.32,2.54,1.84,4.42,4.2,4.03,3.42,4.35
ENSG00000163295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163297,9.6,17.44,49.57,66.39,59.64,57.7,68.5,46.65
ENSG00000163312,4.79,11.06,13.74,7.26,12.39,10.32,8.24,7.79
ENSG00000163319,48.07,63.02,48.21,47.32,45.18,39.33,56.13,45.46
ENSG00000163320,55.44,84.42,101.59,90.02,59.41,57.15,63.23,81.16
ENSG00000163322,28.36,45.28,30.68,23.29,39.67,17.62,17.96,18.02
ENSG00000163328,0.57,0.27,9.0,1.33,3.45,3.44,5.98,2.76
ENSG00000163331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3
ENSG00000163344,21.44,12.31,14.93,18.11,27.49,30.09,37.37,27.77
ENSG00000163346,20.43,21.35,54.02,46.57,39.73,51.18,55.49,63.09
ENSG00000163347,1.77,1.23,0.15,0.11,0.36,0.56,1.84,3.6
ENSG00000163348,32.99,28.98,42.64,41.15,30.07,28.21,26.62,35.21
ENSG00000163349,37.05,31.92,38.73,46.22,34.54,27.27,26.01,28.47
ENSG00000163352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000163354,0.45,0.82,1.81,3.25,1.67,1.71,0.44,0.37
ENSG00000163357,0.0,0.0,0.08,0.0,0.29,0.0,0.0,0.09
ENSG00000163359,1.29,1.31,14.98,27.65,31.48,3.42,62.64,189.04
ENSG00000163362,24.43,26.35,38.22,26.77,6.66,2.47,4.31,10.26
ENSG00000163364,0.37,0.17,0.0,0.29,1.07,0.34,2.99,17.06
ENSG00000163374,40.1,42.34,49.41,44.65,43.59,52.9,51.84,42.08
ENSG00000163376,11.47,17.03,4.54,2.5,10.03,11.72,4.26,0.99
ENSG00000163377,6.56,1.94,8.94,75.39,81.58,34.95,4.39,0.41
ENSG00000163378,23.06,65.41,13.84,10.14,11.15,9.63,16.1,14.85
ENSG00000163380,0.0,0.07,0.0,0.04,0.2,1.73,7.89,3.71
