gene_id,d0,d2,d4,d6,d10,d15,d20,d40,d60
ENSG00000186407,0.0,0.0,0.32,1.45,0.59,0.16,0.0,0.0,0.0
ENSG00000186409,0.42,0.5,2.0,0.92,1.87,3.95,0.31,2.09,2.8
ENSG00000186416,13.93,11.66,11.88,7.79,7.69,6.39,7.24,4.32,4.4
ENSG00000186417,0.24,0.48,2.47,0.99,1.41,0.36,0.06,0.36,0.42
ENSG00000186431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186432,94.31,36.05,62.94,65.28,47.81,65.65,66.47,66.97,56.28
ENSG00000186439,6.39,15.65,3.0,75.18,109.17,193.8,98.7,145.98,181.33
ENSG00000186440,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186442,0.0,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ENSG00000186446,4.65,2.53,3.85,2.63,2.15,2.72,2.46,2.74,2.94
ENSG00000186448,19.29,11.33,25.34,29.22,30.92,25.06,19.57,19.0,18.99
ENSG00000186451,0.26,0.15,0.13,0.03,0.0,0.05,0.0,0.0,0.03
ENSG00000186452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186453,0.0,0.03,0.11,0.37,0.45,0.32,0.12,0.42,0.39
ENSG00000186458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186462,18.18,6.02,7.01,5.69,3.46,3.29,5.76,5.64,7.2
ENSG00000186466,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186468,2934.53,5156.15,4834.86,3880.46,3420.32,2589.62,2054.65,2397.54,2485.85
ENSG00000186469,17.5,4.31,17.11,23.57,14.63,5.6,6.25,2.99,8.21
ENSG00000186470,2.59,2.63,1.51,0.82,3.78,1.94,1.12,1.67,9.25
ENSG00000186471,2.69,1.98,0.77,0.0,0.06,0.0,0.0,0.0,0.0
ENSG00000186472,2.78,1.58,1.08,0.83,0.58,0.47,0.17,0.36,0.64
ENSG00000186474,0.0,0.28,0.0,0.18,0.0,0.0,0.0,0.0,0.0
ENSG00000186479,1.83,0.25,0.04,0.42,0.6,0.13,0.28,0.02,0.76
ENSG00000186480,38.91,21.73,33.98,22.15,30.63,24.48,28.49,24.91,26.7
ENSG00000186481,0.0,0.09,0.12,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186487,0.07,0.0,0.0,0.0,0.07,0.0,0.0,0.02,0.06
ENSG00000186493,0.99,2.73,13.72,5.63,13.46,11.46,16.94,6.28,3.45
ENSG00000186496,0.85,1.81,3.58,1.84,1.51,2.24,1.85,1.04,2.11
ENSG00000186501,8.17,25.68,23.34,28.26,22.99,12.54,24.49,15.16,19.74
ENSG00000186508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186510,0.04,0.47,0.53,2.88,4.28,2.23,2.06,3.31,2.63
ENSG00000186513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186517,0.12,0.33,0.1,0.03,0.02,0.0,0.04,0.05,0.0
ENSG00000186522,104.1,70.58,114.41,94.11,84.56,91.18,70.06,55.77,89.2
ENSG00000186523,5.36,8.57,5.77,4.49,6.45,2.51,2.33,1.01,1.5
ENSG00000186526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186529,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186532,9.52,14.12,14.27,11.84,8.4,6.18,9.58,6.44,10.06
ENSG00000186543,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
ENSG00000186562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186564,0.0,0.1,0.34,0.12,0.0,0.0,0.0,0.0,0.02
ENSG00000186566,42.75,18.02,28.73,21.56,21.73,18.34,21.55,17.83,19.49
ENSG00000186567,1.18,1.81,1.81,2.46,5.9,4.12,4.9,5.73,4.23
ENSG00000186572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186575,19.42,22.76,24.74,27.21,23.99,19.04,31.2,20.96,24.8
ENSG00000186577,3.3,9.02,3.74,3.76,3.6,3.18,3.94,3.77,5.43
ENSG00000186579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186591,111.73,41.82,121.83,192.57,157.3,180.67,130.32,192.86,213.38
ENSG00000186594,0.89,2.12,0.75,9.43,7.96,7.31,22.56,4.22,9.68
ENSG00000186599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186603,3.55,17.37,3.47,1.72,1.76,0.6,1.49,0.5,0.24
ENSG00000186615,3.37,5.28,7.67,4.29,8.18,5.89,4.65,7.48,5.86
ENSG00000186625,25.22,16.27,18.72,18.39,18.82,20.8,22.07,18.78,19.79
ENSG00000186628,0.03,0.03,0.05,17.59,47.93,42.2,64.6,62.71,8.03
ENSG00000186635,23.9,57.71,30.7,42.82,44.5,42.18,27.95,39.42,48.76
ENSG00000186638,1.73,4.09,4.51,3.44,1.07,0.75,2.49,1.45,0.95
ENSG00000186642,10.24,2.48,2.63,2.9,0.98,0.6,0.3,0.57,2.79
ENSG00000186645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186648,3.04,1.66,0.55,0.23,0.17,0.35,0.09,0.36,0.09
ENSG00000186652,0.0,0.7,0.0,0.15,0.1,0.04,0.0,0.0,0.0
ENSG00000186654,4.98,5.02,9.43,6.44,14.65,15.14,11.31,13.39,4.64
ENSG00000186660,27.03,15.51,22.5,25.6,28.73,31.31,30.58,30.72,33.59
ENSG00000186665,18.8,16.55,16.08,13.38,8.91,7.19,4.64,4.41,4.59
ENSG00000186666,1.11,3.9,5.04,4.51,4.35,2.87,4.28,5.18,5.76
ENSG00000186675,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0
ENSG00000186676,0.17,0.24,0.44,0.2,0.85,0.23,0.05,0.0,0.25
ENSG00000186678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186684,1.69,4.02,5.83,5.08,1.54,0.44,0.32,0.13,0.27
ENSG00000186687,12.12,3.99,8.72,15.39,13.02,17.86,8.38,14.32,11.18
ENSG00000186704,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
ENSG00000186710,0.28,0.38,0.15,0.09,0.23,0.18,0.09,0.07,0.0
ENSG00000186714,0.2,0.08,0.14,0.02,0.1,0.09,0.07,0.02,0.18
ENSG00000186715,0.72,1.5,5.68,5.61,4.78,0.79,0.18,0.66,0.62
ENSG00000186716,52.48,36.69,67.68,44.08,35.57,27.99,20.73,23.9,20.56
ENSG00000186723,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ENSG00000186732,0.11,0.35,0.43,0.1,0.02,0.0,0.0,0.0,0.09
ENSG00000186743,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186765,0.14,0.04,0.21,0.82,1.05,1.87,1.54,2.67,1.92
ENSG00000186766,0.39,0.05,22.05,0.75,0.0,0.0,0.0,0.0,0.0
ENSG00000186767,8.14,4.17,18.75,12.49,11.1,8.55,9.53,3.63,5.38
ENSG00000186777,10.19,4.14,4.74,1.34,0.96,0.31,0.97,0.12,0.25
ENSG00000186787,8.83,11.53,15.45,13.31,13.79,8.36,14.82,12.17,13.65
ENSG00000186788,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186790,0.18,0.18,0.35,3.58,31.58,0.06,0.1,0.05,0.08
ENSG00000186792,0.96,2.71,1.69,3.7,2.12,1.88,2.18,1.64,1.51
ENSG00000186795,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0
ENSG00000186803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186806,7.73,5.85,5.36,2.23,3.2,2.9,1.28,1.2,1.67
ENSG00000186810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0
ENSG00000186812,32.85,26.64,35.4,23.06,16.94,14.97,12.52,15.83,15.4
ENSG00000186814,6.05,5.65,12.05,10.36,12.11,12.27,8.26,16.38,15.14
ENSG00000186815,6.08,11.75,11.38,14.63,16.74,11.47,9.74,8.86,12.5
ENSG00000186818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186827,0.0,0.06,0.0,0.0,0.26,0.0,0.0,0.18,0.38
ENSG00000186831,0.0,0.27,0.34,0.41,0.0,0.0,0.0,0.0,0.0
ENSG00000186832,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,3.19
ENSG00000186834,11.31,17.73,28.01,30.22,16.48,14.04,13.86,11.7,15.72
ENSG00000186838,4.38,5.31,4.95,3.39,0.66,0.0,0.0,0.0,0.0
ENSG00000186842,0.0,0.0,0.15,0.31,0.29,0.39,0.19,0.35,0.51
ENSG00000186844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23
ENSG00000186854,5.26,1.55,1.32,0.3,0.16,0.12,0.07,0.0,0.0
ENSG00000186860,0.0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186862,0.8,0.54,0.52,0.22,1.2,0.45,0.08,0.58,0.88
ENSG00000186866,18.12,22.38,33.3,38.17,29.39,22.73,28.99,21.01,28.32
ENSG00000186867,1.23,1.09,1.01,5.14,3.06,1.29,0.12,0.68,1.42
ENSG00000186868,2.04,0.67,1.47,1.79,2.38,3.23,1.05,4.77,6.61
ENSG00000186871,21.38,13.53,13.57,6.2,2.67,1.19,4.93,1.11,0.71
ENSG00000186881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186889,0.94,2.5,2.98,3.96,2.44,2.1,2.29,2.29,1.99
ENSG00000186891,0.61,1.08,0.28,0.09,0.21,0.07,0.0,0.0,0.12
ENSG00000186895,0.0,3.34,1.91,0.3,0.21,0.0,0.0,0.0,0.0
ENSG00000186897,0.5,1.12,0.7,0.21,0.3,0.0,0.0,0.0,0.0
ENSG00000186907,10.86,7.5,3.72,1.07,0.21,0.08,0.13,0.0,0.1
ENSG00000186908,10.56,9.51,33.6,27.37,20.32,13.43,21.22,23.49,16.71
ENSG00000186910,0.24,0.0,0.44,0.04,0.04,0.0,0.0,0.0,0.0
ENSG00000186912,0.04,0.04,0.04,0.04,0.0,0.0,0.0,0.0,0.0
ENSG00000186918,11.88,29.77,30.45,17.26,32.38,26.16,10.08,36.33,23.79
ENSG00000186919,0.62,1.2,0.83,0.85,1.19,0.69,1.2,0.5,1.07
ENSG00000186924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186940,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186951,1.51,3.11,7.53,14.64,24.92,26.66,16.37,34.99,32.1
ENSG00000186952,1.57,0.52,1.05,1.58,0.99,0.67,1.19,1.23,1.68
ENSG00000186960,0.04,0.0,0.09,0.0,0.0,0.0,0.04,0.0,0.0
ENSG00000186965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186970,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186971,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186973,0.66,2.52,3.51,1.78,0.87,0.52,0.3,1.16,1.1
ENSG00000186976,0.56,0.3,0.77,0.65,0.66,0.94,0.84,0.3,0.98
ENSG00000186977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186980,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000186994,0.49,0.91,0.63,0.5,0.36,0.14,0.0,0.43,0.38
ENSG00000186998,0.9,4.29,13.4,9.57,6.6,1.73,0.8,3.45,6.04
ENSG00000187003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187012,0.0,0.0,0.0,0.11,0.14,0.14,0.34,1.11,0.14
ENSG00000187013,0.0,0.0,0.04,0.25,0.11,0.11,0.32,0.0,0.05
ENSG00000187017,10.09,4.01,3.18,2.55,6.05,5.59,0.54,1.76,0.73
ENSG00000187021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187024,1.81,9.25,6.32,4.98,7.35,3.79,5.43,4.21,5.93
ENSG00000187026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187037,0.16,0.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187045,0.0,0.02,0.06,0.0,0.24,0.0,0.04,0.0,0.19
ENSG00000187048,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.0,0.0
ENSG00000187049,13.72,29.21,29.97,16.84,10.94,5.27,6.45,4.39,7.69
ENSG00000187051,37.44,75.84,50.08,61.58,49.7,23.75,68.98,30.13,35.82
ENSG00000187054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
ENSG00000187066,0.08,0.13,0.16,0.07,0.2,0.12,0.15,0.08,0.11
ENSG00000187068,1.42,0.67,1.14,1.01,1.4,0.96,1.06,0.51,0.77
ENSG00000187079,42.5,16.3,53.87,88.82,88.94,107.72,129.36,144.53,115.65
ENSG00000187080,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187082,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187091,14.81,25.7,29.7,22.6,27.36,12.95,4.29,9.59,20.22
ENSG00000187094,0.36,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187097,3.22,3.57,5.58,4.36,8.05,5.79,5.44,4.61,5.51
ENSG00000187098,1.18,0.14,0.73,10.64,51.97,56.09,56.9,53.82,38.61
ENSG00000187103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187105,0.02,0.37,0.0,0.15,0.55,0.22,0.08,0.02,0.27
ENSG00000187109,1537.83,952.12,1329.4,1074.36,1188.62,1471.22,434.73,967.33,1027.34
ENSG00000187116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187118,37.34,27.54,25.65,20.8,23.88,31.1,24.42,25.88,32.63
ENSG00000187122,0.23,0.25,1.25,0.59,1.06,0.22,0.17,0.3,0.22
ENSG00000187123,5.45,5.28,15.61,22.79,8.9,6.39,5.93,5.82,7.11
ENSG00000187134,0.89,1.02,1.99,87.83,14.43,3.43,5.4,2.19,2.39
ENSG00000187135,0.43,0.08,0.09,0.0,0.04,0.04,0.0,0.0,0.05
ENSG00000187140,5.7,4.27,3.37,0.12,0.0,0.0,0.0,0.0,0.0
ENSG00000187144,0.13,0.33,0.33,0.23,0.2,0.12,0.31,0.27,0.21
ENSG00000187147,98.89,111.95,98.72,77.02,53.27,39.65,41.52,41.93,42.07
ENSG00000187151,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187164,16.87,7.36,13.62,11.39,10.69,5.32,4.35,1.28,2.92
ENSG00000187166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187170,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187172,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05
ENSG00000187173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187185,0.0,0.0,0.0,0.0,0.22,0.0,0.27,0.0,0.12
ENSG00000187186,5.6,20.43,17.22,15.31,17.67,9.09,11.2,15.44,13.17
ENSG00000187187,1.01,0.97,2.44,1.96,4.4,3.29,2.25,2.56,3.25
ENSG00000187189,10.5,11.52,22.73,33.87,29.48,33.99,47.07,45.03,58.18
ENSG00000187191,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187193,46.53,3.41,3.93,0.5,0.12,1.75,1.48,2.21,2.71
ENSG00000187210,6.57,11.78,33.41,8.44,4.02,1.05,0.66,0.81,2.43
ENSG00000187223,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187231,46.8,20.02,45.05,43.87,40.02,31.63,44.67,33.21,40.29
ENSG00000187238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187239,38.48,17.05,23.7,32.54,35.76,42.6,41.97,27.52,46.7
ENSG00000187240,8.34,14.19,9.69,8.67,4.89,1.95,2.37,1.87,3.59
ENSG00000187242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187243,25.61,99.11,80.29,64.51,38.93,19.28,28.65,17.17,33.02
ENSG00000187244,32.22,26.13,34.65,47.19,100.96,178.13,103.16,186.65,175.72
ENSG00000187257,20.42,15.87,21.45,16.03,15.6,17.05,16.05,12.57,19.29
ENSG00000187258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187260,2.67,15.99,74.32,38.64,16.49,9.13,4.12,5.68,4.38
ENSG00000187266,4.05,9.06,17.74,10.55,12.46,5.98,3.77,7.04,8.25
ENSG00000187268,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187288,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0
ENSG00000187323,0.24,0.04,1.84,0.79,0.95,0.17,0.17,0.03,0.68
ENSG00000187325,37.56,30.52,49.36,43.98,16.3,11.83,29.67,14.08,18.33
ENSG00000187372,0.8,0.87,1.44,1.4,1.11,1.79,1.36,1.03,1.32
ENSG00000187391,11.88,5.3,2.73,2.9,13.4,25.39,9.44,21.48,10.38
ENSG00000187398,2.84,0.07,0.63,0.39,0.71,0.03,0.18,0.21,2.91
ENSG00000187416,0.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187446,74.37,67.47,94.76,112.01,122.12,101.3,79.99,68.54,75.99
ENSG00000187472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
ENSG00000187475,0.0,0.18,0.0,0.0,0.09,0.0,0.0,0.0,0.0
ENSG00000187479,0.39,1.7,1.31,22.86,11.63,5.71,2.12,2.36,2.23
ENSG00000187481,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187486,3.87,2.0,1.79,2.21,7.59,6.93,3.49,8.8,6.91
ENSG00000187492,0.03,0.0,0.0,0.13,0.02,0.0,0.0,0.0,0.0
ENSG00000187498,58.93,36.6,115.37,90.48,274.25,293.98,365.55,184.36,588.2
ENSG00000187504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187510,0.0,0.0,0.0,0.02,0.03,0.04,1.24,0.0,0.12
ENSG00000187513,0.94,1.67,0.67,1.88,0.57,0.6,2.01,1.85,4.63
ENSG00000187514,6786.78,3393.49,2921.81,1865.84,1349.66,1346.88,564.11,435.47,560.11
ENSG00000187516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187522,35.48,21.68,20.36,16.88,12.89,9.81,13.26,9.14,8.52
ENSG00000187527,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187531,3.66,6.3,6.22,6.43,4.32,2.7,9.36,4.55,3.8
ENSG00000187533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187534,0.0,1.33,2.2,1.12,0.0,0.0,0.58,0.0,0.0
ENSG00000187535,11.19,14.78,19.72,14.53,16.88,15.08,9.29,9.44,12.23
ENSG00000187536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187546,0.22,0.4,0.46,0.35,0.0,0.05,0.05,0.04,0.06
ENSG00000187550,0.34,0.46,8.12,8.33,5.57,1.76,0.82,1.64,1.15
ENSG00000187553,0.0,0.21,0.09,0.12,0.0,0.01,0.0,0.0,0.0
ENSG00000187554,0.51,0.08,0.2,0.18,0.86,0.86,0.62,0.69,0.73
ENSG00000187555,182.08,77.48,94.14,72.28,64.17,62.59,58.12,54.17,59.96
ENSG00000187556,0.2,0.17,0.3,0.0,1.46,0.48,1.54,1.28,1.74
ENSG00000187559,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187566,0.22,0.26,0.14,0.14,0.68,0.76,1.88,0.91,1.23
ENSG00000187569,1.75,0.06,0.06,0.18,0.13,0.0,0.0,0.0,0.0
ENSG00000187581,0.0,0.0,0.42,0.13,0.99,0.5,0.6,0.2,0.51
ENSG00000187583,0.37,1.12,0.59,0.28,1.36,0.22,0.55,0.15,0.66
ENSG00000187589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187595,3.94,3.37,2.98,1.46,1.75,1.24,0.08,0.22,0.86
ENSG00000187600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187601,7.81,11.82,16.8,34.97,25.86,20.37,24.01,25.72,35.96
ENSG00000187605,5.67,4.54,10.35,9.57,7.52,8.06,8.12,7.84,3.84
ENSG00000187607,124.88,59.77,74.68,74.57,72.03,62.11,60.56,31.37,35.55
ENSG00000187608,5.04,14.68,10.17,20.25,15.06,7.62,36.81,11.6,36.41
ENSG00000187609,3.02,7.22,13.38,5.69,8.17,5.72,5.08,5.78,10.76
ENSG00000187612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187616,0.0,0.0,0.28,0.0,0.48,0.75,0.0,0.2,0.17
ENSG00000187621,0.03,0.03,0.17,0.0,0.07,0.0,0.0,0.05,0.0
ENSG00000187624,1.68,2.7,3.02,3.9,6.12,8.84,4.29,4.9,4.57
ENSG00000187626,3.64,6.01,8.63,5.18,4.72,3.65,4.7,4.28,4.22
ENSG00000187627,2.96,3.1,1.49,2.05,2.73,4.11,1.55,0.78,1.65
ENSG00000187630,10.73,16.95,15.13,11.49,21.86,14.0,16.96,14.14,22.74
ENSG00000187634,0.0,28.88,44.41,22.73,30.29,5.77,2.06,0.8,2.21
ENSG00000187642,0.0,0.0,0.0,0.04,0.47,0.66,0.12,0.18,0.28
ENSG00000187650,0.46,0.87,2.13,2.8,2.63,1.76,1.19,1.9,2.34
ENSG00000187653,0.0,0.0,0.0,0.0,0.0,2.48,1.06,0.0,0.0
ENSG00000187657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187664,4.41,4.96,6.97,4.71,3.35,1.9,1.32,1.39,0.66
ENSG00000187672,10.3,2.9,4.34,8.97,11.39,9.96,5.72,4.29,1.82
ENSG00000187676,2.61,6.28,11.67,6.31,5.79,3.63,4.61,1.58,3.68
ENSG00000187678,70.31,81.25,33.71,48.98,7.02,8.93,15.99,2.62,7.13
ENSG00000187682,0.11,0.19,0.0,0.16,0.09,0.0,0.18,0.0,0.0
ENSG00000187686,0.02,0.09,0.06,0.5,0.19,0.05,0.17,0.15,0.06
ENSG00000187688,0.4,2.15,1.46,1.45,1.86,1.31,1.15,1.43,5.39
ENSG00000187689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187690,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187699,0.23,0.61,0.51,1.29,1.26,1.18,1.49,2.79,5.37
ENSG00000187701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187713,20.92,39.28,33.96,32.17,32.57,22.35,29.18,31.71,27.46
ENSG00000187714,0.0,0.05,0.16,0.33,0.84,0.19,0.11,0.07,2.22
ENSG00000187715,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.08
ENSG00000187720,2.98,2.6,3.61,2.17,10.86,21.47,5.37,40.73,46.11
ENSG00000187721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187726,0.0,0.0,0.14,0.0,0.14,0.08,0.04,0.17,0.0
ENSG00000187730,0.33,0.13,0.29,0.0,0.06,0.41,0.0,0.42,0.0
ENSG00000187733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187735,178.75,83.3,134.01,105.59,90.87,86.2,100.91,59.6,85.82
ENSG00000187736,16.73,19.36,17.89,12.88,14.14,8.82,9.37,10.01,7.66
ENSG00000187741,14.91,45.13,35.59,12.4,9.42,2.55,16.61,5.81,4.18
ENSG00000187742,62.45,41.99,49.05,36.09,18.57,12.95,10.9,8.07,7.43
ENSG00000187747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187753,0.41,0.0,0.0,0.0,0.03,0.23,0.0,0.05,0.04
ENSG00000187754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187758,0.0,0.0,0.0,0.0,1.54,0.0,0.0,0.0,0.06
ENSG00000187762,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0
ENSG00000187763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187764,23.82,10.24,13.45,7.78,13.0,9.35,11.24,15.94,16.3
ENSG00000187766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ENSG00000187772,72.84,32.83,69.35,70.11,18.54,6.57,3.4,1.62,0.68
ENSG00000187773,0.0,0.05,0.38,0.22,0.72,0.0,0.0,0.0,0.99
ENSG00000187775,0.64,0.8,0.23,0.2,0.22,0.23,0.0,0.0,0.07
ENSG00000187778,35.95,91.4,69.8,63.92,56.9,32.71,81.09,46.15,40.42
ENSG00000187783,0.0,0.0,0.0,0.06,0.41,0.39,0.0,0.83,0.66
ENSG00000187790,8.06,6.62,8.0,8.02,3.75,3.2,7.34,4.1,2.79
